date,万得证券编码,开盘价,最高价,最低价,收盘价,成交量,上市日期,是否风险警示板,交易状态,流通市值,成交额,扣非ROE,净资产负债率,经营现金流净额合计/利润,PE,ROE
2002/4/1,000002.SZ,115.9503408,117.330702,115.4902204,116.7785575,1099383,1991/1/29,否,交易,5059653719,13882838.7,,,,21.42366219,
2002/4/2,000002.SZ,116.8705816,117.6067742,114.3859314,114.6620037,1194200,1991/1/29,否,交易,4967949987,14966184.5,,,,21.03536797,
2002/4/3,000002.SZ,115.0301,116.8705816,114.9380759,115.6742686,828289,1991/1/29,否,交易,5011808294,10408058.8,,,,21.22107315,
2002/4/4,000002.SZ,115.6742686,117.6987983,113.925811,117.4227261,1594764,1991/1/29,否,交易,5087563551,20046219.6,,,,21.54183769,
2002/4/5,000002.SZ,118.7110632,118.9871354,115.7662926,116.5024853,1344654,1991/1/29,否,交易,5047692363,17116889.9,,,,21.37301445,
2002/4/8,000002.SZ,116.0423649,118.2509428,116.0423649,117.330702,951289,1991/1/29,否,交易,5083576432,12119829.8,,,,21.52495575,
2002/4/9,000002.SZ,117.6067742,120.9196411,116.0423649,120.0914244,2418397,1991/1/29,否,交易,5203189995,31258973.7,,,,22.03142548,
2002/4/10,000002.SZ,119.8153522,120.3674966,118.434991,119.1711836,1327827,1991/1/29,否,交易,5163318807,17186945.9,,,,21.86260223,
2002/4/11,000002.SZ,119.1711836,119.1711836,116.4104612,116.8705816,1360117,1991/1/29,否,交易,5063640838,17351040,,,,21.44054413,
2002/4/12,000002.SZ,116.5945094,117.7908224,116.226413,117.0546298,1015032,1991/1/29,否,交易,5071615075,12885419.4,,,,21.47430801,
2002/4/15,000002.SZ,117.0546298,117.1466538,115.3981963,116.226413,1399403,1991/1/29,否,交易,5035731007,17660648.5,,,,21.32236862,
2002/4/16,000002.SZ,115.9503408,116.8705816,115.0301,116.134389,823959,1991/1/29,否,交易,5031743888,10391337.2,,,,21.30548477,
2002/4/17,000002.SZ,115.9503408,116.6865334,114.9380759,115.3981963,701203,1991/1/29,否,交易,4999846938,8795635.8,,,,21.17042732,
2002/4/18,000002.SZ,115.3981963,116.6865334,114.5699796,115.0301,1376593,1991/1/29,否,交易,4983898463,17231471,,,,21.10289764,
2002/4/19,000002.SZ,115.0301,115.0301,113.3736666,114.7540278,1254883,1991/1/29,否,交易,4971937106,15541026.2,,,,21.05224991,
