date,万得证券编码,开盘价,最高价,最低价,收盘价,成交量,上市日期,是否风险警示板,交易状态,流通市值,成交额,扣非ROE,净资产负债率,经营现金流净额合计/利润,PE,ROE
2002-04-01,000020.SZ,20.38210188,20.80863316,19.05680826,20.59536752,859653.0000000001,1992-04-28,否,交易,760358891.76,11374387.7,,,,1256.8839111328125,
2002-04-02,000020.SZ,20.336402099999997,20.38210188,19.4985728,19.63567214,634108.0,1992-04-28,否,交易,724927967.07,8243788.3,,,,1198.3160400390625,
2002-04-03,000020.SZ,19.84893778,19.92510408,19.346240199999997,19.75753822,485112.0,1992-04-28,否,交易,729427132.11,6286552.899999999,,,,1205.7532958984375,
2002-04-04,000020.SZ,19.803238,21.737862019999998,19.803238,21.737862019999998,2492656.0,1992-04-28,否,交易,802538564.01,34476225.3,,,,1326.6075439453125,
2002-04-05,000020.SZ,22.1643933,23.900984939999997,22.1643933,22.51475828,4677052.0,1992-04-28,否,交易,831220741.14,70742081.30000001,,,,1374.01953125,
2002-04-08,000020.SZ,22.27102612,22.75849044,21.372263779999997,22.45382524,1513185.0,1992-04-28,否,交易,828971158.62,21914201.2,,,,1370.3009033203125,
2002-04-09,000020.SZ,22.45382524,23.70295256,21.95112766,23.032689119999997,2033343.9999999998,1992-04-28,否,交易,850342192.56,30418588.400000002,,,,1405.6275634765625,
2002-04-10,000020.SZ,22.95652282,22.97175608,22.27102612,22.51475828,1218594.0,1992-04-28,否,交易,831220741.14,18064759.900000002,,,,1374.01953125,
2002-04-11,000020.SZ,22.3928922,22.6975574,21.859728099999998,21.92066114,963717.0,1992-04-28,否,交易,809287311.57,14054021.1,,,,1337.7633056640625,
2002-04-12,000020.SZ,21.859728099999998,22.606157839999998,21.6312292,22.19485982,785450.0,1992-04-28,否,交易,819410432.91,11391756.1,,,,1354.4969482421875,
2002-04-15,000020.SZ,22.149160039999998,22.27102612,21.18946466,21.4027303,1003842.0,1992-04-28,否,交易,790165860.1500001,14189672.1,,,,1306.1552734375,
2002-04-16,000020.SZ,21.4027303,21.66169572,21.006665539999997,21.06759858,764880.0,1992-04-28,否,交易,777793156.29,10662875.5,,,,1285.7030029296875,
2002-04-17,000020.SZ,21.06759858,21.6312292,21.06759858,21.4788966,735445.0,1992-04-28,否,交易,792977838.3,10310547.4,,,,1310.803466796875,
2002-04-18,000020.SZ,21.448430079999998,21.60076268,21.0980651,21.29609748,563456.0,1992-04-28,否,交易,786229090.74,7896049.8,,,,1299.647705078125,
2002-04-19,000020.SZ,21.250397699999997,21.4027303,19.94033734,20.7933999,718340.0,1992-04-28,否,交易,767670034.95,9721764.9,,,,1268.9693603515625,
2002-04-22,000020.SZ,20.7933999,20.9457325,20.4125684,20.67153382,460264.00000000006,1992-04-28,否,交易,763170869.91,6247780.7,,,,1261.5321044921875,
2002-04-23,000020.SZ,20.67153382,21.06759858,20.4887347,20.91526598,498226.0,1992-04-28,否,交易,772169199.99,6810918.800000001,,,,1276.406494140625,
2002-04-24,000020.SZ,20.91526598,21.41796356,20.91526598,21.38749704,1082890.0,1992-04-28,否,交易,789603464.52,15047041.9,,,,1305.2255859375,
2002-04-25,000020.SZ,21.38749704,21.4788966,21.1742314,21.28086422,622480.0,1992-04-28,否,交易,785666695.11,8706979.600000001,,,,1298.718017578125,
2002-04-26,000020.SZ,21.28086422,21.28086422,21.28086422,21.28086422,0.0,1992-04-28,否,停牌一天,785666695.11,0.0,,,,1298.718017578125,
2002-04-29,000020.SZ,21.38749704,22.149160039999998,21.326563999999998,22.088227,2433020.0,1992-04-28,否,交易,815473663.5,34908686.5,,,,1347.9893798828125,
2002-04-30,000020.SZ,22.088227,22.17962656,21.58552942,21.615995939999998,844740.0,1992-04-28,否,停牌1小时,798039398.97,12080426.5,,,,1319.1702880859375,
2002-05-08,000020.SZ,21.615995939999998,22.17962656,21.615995939999998,21.874961359999997,863109.0,1992-04-28,否,交易,807600124.68,12412099.5,,,,1334.974365234375,
2002-05-09,000020.SZ,21.874961359999997,22.149160039999998,21.7835618,21.84449484,370750.0,1992-04-28,否,交易,806475333.42,5344652.0,,,,1333.114990234375,
2002-05-10,000020.SZ,21.448430079999998,21.7835618,21.006665539999997,21.03713206,544163.0,1992-04-28,否,交易,776668365.03,7584526.1,,,,1283.8436279296875,
2002-05-13,000020.SZ,20.869566199999998,20.96096576,20.564901,20.73246686,242312.0,1992-04-28,否,交易,765420452.43,3293719.2,,,,1265.250732421875,
2002-05-14,000020.SZ,20.61060078,20.869566199999998,20.61060078,20.747700119999998,149810.0,1992-04-28,否,交易,765982848.06,2040865.0,,,,1266.180419921875,
2002-05-15,000020.SZ,20.656300560000002,21.0218988,20.4887347,20.564901,244710.0,1992-04-28,否,交易,759234100.5,3322125.7,,,,1255.024658203125,
2002-05-16,000020.SZ,20.4125684,20.4125684,19.2700739,19.69660518,423327.00000000006,1992-04-28,否,交易,727177549.59,5529396.7,,,,1202.03466796875,
2002-05-17,000020.SZ,19.69660518,20.214536019999997,19.39193998,20.214536019999997,351811.0,1992-04-28,否,交易,746299001.01,4566473.399999999,,,,1233.6427001953125,
2002-05-20,000020.SZ,20.214536019999997,20.214536019999997,19.468106279999997,19.620438880000002,305120.0,1992-04-28,否,交易,724365571.44,3930214.8000000003,,,,1197.386474609375,
2002-05-21,000020.SZ,19.833704519999998,20.7172336,19.6509054,20.22976928,622720.0,1992-04-28,否,交易,746861396.64,8243529.8,,,,1234.5723876953125,
2002-05-22,000020.SZ,20.245002539999998,20.39733514,19.8794043,19.94033734,386943.0,1992-04-28,否,交易,736175879.67,5095169.5,,,,1216.9090576171875,
2002-05-23,000020.SZ,19.94033734,21.46366334,19.94033734,21.1742314,1488904.0,1992-04-28,否,交易,781729925.7,20556458.6,,,,1292.2105712890625,
2002-05-24,000020.SZ,21.08283184,21.31133074,20.564901,21.31133074,1089045.0,1992-04-28,否,交易,786791486.37,15023426.7,,,,1300.577392578125,
2002-05-27,000020.SZ,21.326563999999998,22.17962656,20.869566199999998,21.43319682,604693.0,1992-04-28,否,交易,791290651.41,8540550.1,,,,1308.0145263671875,
2002-05-28,000020.SZ,21.326563999999998,21.4788966,20.80863316,20.80863316,325120.0,1992-04-28,否,交易,768232430.58,4488013.2,,,,1269.89892578125,
2002-05-29,000020.SZ,20.747700119999998,20.747700119999998,20.06220342,20.1079032,568668.0,1992-04-28,否,交易,742362231.5999999,7550555.0,,,,1227.1351318359375,
2002-05-30,000020.SZ,20.38210188,20.38210188,19.803238,19.92510408,501720.0,1992-04-28,否,交易,735613484.04,6599693.199999999,,,,1215.9793701171875,
2002-05-31,000020.SZ,19.8794043,20.0317369,19.75753822,19.84893778,417737.0,1992-04-28,否,交易,732801505.89,5444858.7,,,,1211.3311767578125,
2002-06-03,000020.SZ,19.803238,20.336402099999997,19.468106279999997,20.12313646,492100.0,1992-04-28,否,交易,742924627.23,6357140.0,,,,1228.0648193359375,
2002-06-04,000020.SZ,19.955570599999998,20.564901,19.8794043,20.38210188,515518.99999999994,1992-04-28,否,交易,752485352.94,6850181.6,,,,1243.8687744140625,
2002-06-05,000020.SZ,20.2602358,20.2602358,19.77277148,19.788004739999998,213200.0,1992-04-28,否,交易,730551923.37,2788363.4000000004,,,,1207.612548828125,
2002-06-06,000020.SZ,19.711838439999998,20.80863316,19.620438880000002,20.564901,997679.0000000001,1992-04-28,否,交易,759234100.5,13216099.700000001,,,,1255.024658203125,
2002-06-07,000020.SZ,20.564901,20.80863316,20.35163536,20.54966774,1197613.0,1992-04-28,否,交易,758671704.87,16133892.0,,,,1254.094970703125,
2002-06-10,000020.SZ,20.44303492,20.564901,19.84893778,20.1840695,394537.0,1992-04-28,否,交易,745174209.75,5223715.8,,,,1231.783447265625,
2002-06-11,000020.SZ,20.1840695,20.68676708,19.94033734,20.4125684,397169.0,1992-04-28,否,交易,753610144.2,5311815.5,,,,1245.7281494140625,
2002-06-12,000020.SZ,20.336402099999997,20.35163536,19.90987082,20.1079032,306115.0,1992-04-28,否,交易,742362231.5999999,4019387.6,,,,1227.1351318359375,
2002-06-13,000020.SZ,20.1840695,20.2602358,19.84893778,19.955570599999998,180510.0,1992-04-28,否,交易,736738275.3,2370337.5,,,,1217.8387451171875,
2002-06-14,000020.SZ,19.6509054,19.89463756,19.589972359999997,19.63567214,304282.0,1992-04-28,否,交易,724927967.07,3933855.6,,,,1198.3160400390625,
2002-06-17,000020.SZ,19.69660518,20.42780166,19.5747391,20.1079032,419470.0,1992-04-28,否,交易,742362231.5999999,5537080.399999999,,,,1227.1351318359375,
2002-06-18,000020.SZ,20.1840695,20.67153382,20.1840695,20.54966774,688117.0,1992-04-28,否,交易,758671704.87,9243836.5,,,,1254.094970703125,
2002-06-19,000020.SZ,20.564901,20.61060078,20.22976928,20.245002539999998,179720.0,1992-04-28,否,交易,747423792.27,2405505.8,,,,1235.501953125,
2002-06-20,000020.SZ,20.22976928,20.823866419999998,20.15360298,20.54966774,552973.0,1992-04-28,否,交易,758671704.87,7478362.8,,,,1254.094970703125,
2002-06-21,000020.SZ,20.6410673,22.57569132,20.6410673,22.05776048,3738643.0,1992-04-28,否,交易,814348872.24,53648303.3,,,,1346.130126953125,
2002-06-24,000020.SZ,24.266583179999998,24.266583179999998,22.6975574,24.266583179999998,5346305.0,1992-04-28,否,交易,895896238.59,83952821.7,,,,1480.9290771484375,
2002-06-25,000020.SZ,24.20565014,25.15011226,22.71279066,22.9260563,4206541.0,1992-04-28,否,交易,846405423.1500001,65677395.199999996,,,,1399.1199951171875,
2002-06-26,000020.SZ,22.6975574,22.6975574,21.448430079999998,22.362425679999998,1474892.0,1992-04-28,否,交易,825596784.84,21465962.3,,,,1364.7230224609375,
2002-06-27,000020.SZ,22.40812546,22.6213911,21.570296159999998,21.996827439999997,758564.0,1992-04-28,否,交易,812099289.72,11006272.2,,,,1342.4114990234375,
2002-06-28,000020.SZ,21.9358944,21.96636092,21.113298359999998,21.326563999999998,1791886.0,1992-04-28,否,交易,787353882.0,25284358.7,,,,1301.5069580078125,
2002-07-01,000020.SZ,21.326563999999998,21.326563999999998,21.326563999999998,21.326563999999998,0.0,1992-04-28,否,停牌一天,787353882.0,0.0,,,,1301.5069580078125,
2002-07-02,000020.SZ,21.14376488,22.07299374,21.14376488,21.89019462,662025.0,1992-04-28,否,交易,808162520.31,9469115.299999999,,,,1335.9039306640625,
2002-07-03,000020.SZ,21.89019462,21.89019462,21.41796356,21.7073955,838748.0,1992-04-28,否,交易,801413772.75,11888853.2,,,,1324.7481689453125,
2002-07-04,000020.SZ,21.7835618,21.7835618,21.29609748,21.41796356,457204.0,1992-04-28,否,交易,790728255.78,6443551.2,,,,1307.0848388671875,
2002-07-05,000020.SZ,21.6312292,21.7835618,21.34179726,21.7835618,164494.0,1992-04-28,否,交易,804225750.9000001,2332796.6,,,,1329.396484375,
2002-07-08,000020.SZ,21.859728099999998,22.3167259,21.81402832,22.25579286,721280.0,1992-04-28,否,交易,821660015.43,10482226.2,,,,1358.2154541015625,
2002-07-09,000020.SZ,22.3167259,22.362425679999998,21.90542788,21.92066114,440393.0,1992-04-28,否,交易,809287311.57,6400160.2,,,,1337.7633056640625,
2002-07-10,000020.SZ,21.92066114,22.07299374,21.494129859999997,21.524596380000002,305582.0,1992-04-28,否,交易,794665025.19,4355460.0,,,,1313.5924072265625,
2002-07-11,000020.SZ,21.50936312,21.69216224,21.41796356,21.494129859999997,216992.99999999997,1992-04-28,否,交易,793540233.93,3069178.9,,,,1311.733154296875,
2002-07-12,000020.SZ,21.4788966,21.6312292,21.1742314,21.23516444,276137.0,1992-04-28,否,交易,783979508.22,3872724.1,,,,1295.9290771484375,
2002-07-15,000020.SZ,21.4788966,21.4788966,21.18946466,21.31133074,140415.0,1992-04-28,否,交易,786791486.37,1960664.9,,,,1300.577392578125,
2002-07-16,000020.SZ,21.326563999999998,21.76832854,21.326563999999998,21.60076268,131564.0,1992-04-28,否,交易,797477003.34,1861190.2,,,,1318.2406005859375,
2002-07-17,000020.SZ,21.66169572,21.7073955,21.26563096,21.615995939999998,123500.0,1992-04-28,否,交易,798039398.97,1740056.0,,,,1319.1702880859375,
2002-07-18,000020.SZ,21.570296159999998,21.7073955,21.34179726,21.4788966,200587.0,1992-04-28,否,交易,792977838.3,2833392.1999999997,,,,1310.803466796875,
2002-07-19,000020.SZ,21.41796356,21.60076268,21.41796356,21.50936312,122694.0,1992-04-28,否,交易,794102629.56,1730302.6,,,,1312.6627197265625,
2002-07-22,000020.SZ,22.84989,22.84989,21.1742314,21.615995939999998,458881.00000000006,1992-04-28,否,交易,798039398.97,6614700.899999999,,,,1319.1702880859375,
2002-07-23,000020.SZ,21.5550629,21.67692898,21.21993118,21.26563096,200254.0,1992-04-28,否,交易,785104299.48,2804647.4,,,,1297.7884521484375,
2002-07-24,000020.SZ,21.34179726,21.34179726,20.6410673,20.67153382,319714.0,1992-04-28,否,交易,763170869.91,4385427.2,,,,1261.5321044921875,
2002-07-25,000020.SZ,20.823866419999998,20.90003272,20.366868619999998,20.6410673,234073.99999999997,1992-04-28,否,交易,762046078.6500001,3154741.1,,,,1259.6728515625,
2002-07-26,000020.SZ,20.564901,20.7172336,20.4125684,20.47350144,127183.99999999999,1992-04-28,否,交易,755859726.72,1713261.0,,,,1249.4466552734375,
2002-07-29,000020.SZ,20.4125684,20.51920122,19.803238,20.1079032,294810.0,1992-04-28,否,交易,742362231.5999999,3884139.9,,,,1227.1351318359375,
2002-07-30,000020.SZ,20.1079032,20.29070232,19.803238,20.0317369,527931.0,1992-04-28,否,交易,739550253.45,6917329.0,,,,1222.4869384765625,
2002-07-31,000020.SZ,20.1079032,20.2602358,19.955570599999998,20.0317369,219244.99999999997,1992-04-28,否,交易,739550253.45,2897597.6,,,,1222.4869384765625,
2002-08-01,000020.SZ,20.0317369,20.336402099999997,19.97080386,20.01650364,250323.99999999997,1992-04-28,否,交易,738987857.82,3306754.7,,,,1221.5572509765625,
2002-08-02,000020.SZ,20.0317369,20.4887347,20.0317369,20.4887347,242994.99999999997,1992-04-28,否,交易,756422122.3499999,3248439.1,,,,1250.3763427734375,
2002-08-05,000020.SZ,20.4887347,21.75309528,20.2602358,21.006665539999997,793836.0,1992-04-28,否,交易,775543573.77,10944330.5,,,,1281.984375,
2002-08-06,000020.SZ,20.7933999,21.326563999999998,20.53443448,20.778166640000002,554692.0,1992-04-28,否,交易,767107639.32,7612284.2,,,,1268.0396728515625,
2002-08-07,000020.SZ,20.80863316,20.869566199999998,20.39733514,20.4125684,234744.99999999997,1992-04-28,否,交易,753610144.2,3169762.0,,,,1245.7281494140625,
2002-08-08,000020.SZ,20.44303492,20.85433294,19.955570599999998,20.13836972,350875.0,1992-04-28,否,交易,743487022.86,4654108.4,,,,1228.9945068359375,
2002-08-09,000020.SZ,20.13836972,20.245002539999998,19.803238,20.19930276,470421.0,1992-04-28,否,交易,745736605.38,6168591.8,,,,1232.7130126953125,
2002-08-12,000020.SZ,20.13836972,20.16883624,19.94033734,20.1079032,156618.0,1992-04-28,否,交易,742362231.5999999,2060501.0000000002,,,,1227.1351318359375,
2002-08-13,000020.SZ,20.1079032,20.22976928,19.803238,20.1840695,130800.0,1992-04-28,否,交易,745174209.75,1722855.1,,,,1231.783447265625,
2002-08-14,000020.SZ,19.98603712,20.214536019999997,19.98603712,20.214536019999997,51761.0,1992-04-28,否,交易,746299001.01,684279.5,,,,1233.6427001953125,
