date,万得证券编码,开盘价,最高价,最低价,收盘价,成交量,上市日期,是否风险警示板,交易状态,流通市值,成交额,扣非ROE,净资产负债率,经营现金流净额合计/利润,PE,ROE
2002-04-01,000019.SZ,17.64177633,18.24271275,17.38423215,17.85639648,907844.0,1992-10-12,否,交易,498556992.96000004,11344100.8,,,,199.4747314453125,
2002-04-02,000019.SZ,18.0280926,18.671953050000003,17.77054842,18.62902902,2569982.0,1992-10-12,否,交易,520129170.53999996,32954195.099999998,,,,208.10585021972656,
2002-04-03,000019.SZ,18.7434931,19.28719748,17.89932051,18.071016630000003,3348721.0,1992-10-12,否,交易,504549264.51000005,43644400.4,,,,201.8722686767578,
2002-04-04,000019.SZ,17.89932051,18.37148484,17.3126921,18.042400609999998,1643549.0000000002,1992-10-12,否,交易,503750294.96999997,20411768.400000002,,,,201.55259704589844,
2002-04-05,000019.SZ,18.32856081,18.886573199999997,18.14255668,18.44302489,1799391.9999999998,1992-10-12,否,交易,514935868.53000003,23328591.400000002,,,,206.02798461914062,
2002-04-08,000019.SZ,18.61472101,20.188602109999998,18.4573329,19.859517880000002,5039329.0,1992-10-12,否,交易,554484860.76,68487661.60000001,,,,221.85169982910156,
2002-04-09,000019.SZ,19.859517880000002,20.6035344,19.53043365,20.00259798,4612687.0,1992-10-12,否,交易,558479708.46,64722449.2,,,,223.45005798339844,
2002-04-10,000019.SZ,20.00259798,20.26014216,19.587665689999998,19.77366982,2045143.0,1992-10-12,否,交易,552087952.14,28390299.299999997,,,,220.8927001953125,
2002-04-11,000019.SZ,19.75936181,20.00259798,19.0296533,19.12980937,1803578.0,1992-10-12,否,交易,534111137.48999995,24497617.0,,,,213.70008850097656,
2002-04-12,000019.SZ,18.886573199999997,19.38735355,18.85795718,19.0296533,1420564.0,1992-10-12,否,交易,531314744.1,18967587.7,,,,212.5812530517578,
2002-04-15,000019.SZ,19.14411738,19.3158135,18.600413,18.7434931,939940.0,1992-10-12,否,交易,523325048.7,12395046.0,,,,209.38453674316406,
2002-04-16,000019.SZ,18.81503315,18.986729269999998,18.24271275,18.32856081,1165555.0,1992-10-12,否,交易,511739990.37,15063602.0,,,,204.74929809570312,
2002-04-17,000019.SZ,18.52887295,18.571796980000002,17.79916444,18.11394066,1234247.0,1992-10-12,否,交易,505747718.82,15555992.0,,,,202.35177612304688,
2002-04-18,000019.SZ,18.11394066,18.42871688,17.91362852,17.98516857,717071.0,1992-10-12,否,交易,502152355.89,9090077.9,,,,200.9132537841797,
2002-04-19,000019.SZ,17.970860560000002,18.09963265,16.21097533,17.58454429,2162465.0,1992-10-12,否,交易,490966782.33,25882195.5,,,,196.43785095214844,
2002-04-22,000019.SZ,17.026531900000002,17.49869623,16.61159961,16.71175568,908359.0,1992-10-12,否,交易,466598211.36,10796382.5,,,,186.68789672851562,
2002-04-23,000019.SZ,16.61159961,17.126687970000003,16.61159961,16.840527769999998,491000.0,1992-10-12,否,停牌1小时,470193574.28999996,5819510.7,,,,188.12640380859375,
2002-04-24,000019.SZ,16.840527769999998,16.98360787,16.5972916,16.66883165,376555.0,1992-10-12,否,交易,465399757.05,4398620.7,,,,186.20838928222656,
2002-04-25,000019.SZ,16.66883165,16.740371699999997,16.3111314,16.46851951,427691.0,1992-10-12,否,交易,459806970.27,4930124.2,,,,183.97068786621094,
2002-04-26,000019.SZ,16.56867558,17.4557722,16.56867558,17.38423215,880923.0,1992-10-12,否,交易,485373995.55,10582049.7,,,,194.20016479492188,
2002-04-29,000019.SZ,17.42715618,17.99947658,17.38423215,17.942244539999997,985195.9999999999,1992-10-12,否,交易,500953901.58,12249182.1,,,,200.43374633789062,
2002-04-30,000019.SZ,17.99947658,18.09963265,17.470080210000003,17.51300424,850100.0,1992-10-12,否,交易,488969358.48,10548660.200000001,,,,195.63868713378906,
