trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
2020-08-13,300159.SZ,5.35,5.72,5.33,5.55,5.36,0.19,3.5448,327162.07,180804.38
2020-08-14,300159.SZ,5.56,5.75,5.5,5.7,5.55,0.15,2.7027,309476.68,175316.181
2020-08-17,300159.SZ,5.71,6.18,5.66,6.09,5.7,0.39,6.8421,676416.73,405729.37
2020-08-18,300159.SZ,6.13,6.19,6.02,6.05,6.09,-0.04,-0.6568,377275.57,229995.355
2020-08-19,300159.SZ,6.16,6.16,5.81,5.84,6.05,-0.21,-3.4711,329627.34,196024.875
2020-08-20,300159.SZ,5.85,6.0,5.73,5.77,5.84,-0.07,-1.1986,281087.04,163923.03
2020-08-21,300159.SZ,5.8,5.86,5.67,5.78,5.77,0.01,0.1733,229873.9,132586.98
2020-08-24,300159.SZ,5.6,5.7,5.3,5.61,5.78,-0.17,-2.9412,346363.68,191381.394
2020-08-25,300159.SZ,5.61,5.79,5.47,5.65,5.61,0.04,0.713,367137.71,205583.215
2020-08-26,300159.SZ,5.61,5.63,5.01,5.22,5.65,-0.43,-7.6106,650734.91,343697.538
2020-08-27,300159.SZ,5.2,5.31,5.03,5.26,5.22,0.04,0.7663,294093.62,152720.996
2020-08-28,300159.SZ,5.18,6.03,5.11,5.56,5.26,0.3,5.7034,672399.43,380539.508
2020-08-31,300159.SZ,5.61,5.73,5.45,5.57,5.56,0.01,0.1799,421544.7,236378.317
2020-09-01,300159.SZ,5.54,5.9,5.54,5.9,5.57,0.33,5.9246,627990.31,362857.66
2020-09-02,300159.SZ,6.06,6.45,5.97,6.25,5.9,0.35,5.9322,1021682.43,631717.791
2020-09-03,300159.SZ,6.11,6.16,5.82,5.82,6.25,-0.43,-6.88,742889.93,441367.764
2020-09-04,300159.SZ,5.62,6.19,5.61,6.1,5.82,0.28,4.811,588848.9,350998.925
2020-09-07,300159.SZ,6.08,6.88,5.98,6.53,6.1,0.43,7.0492,1191940.79,761487.243
