trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
2021-01-04,002009.SZ,10.28,10.53,10.04,10.39,10.13,0.26,2.5666,250787.1,258788.748
2021-01-05,002009.SZ,11.07,11.43,10.8,10.99,10.39,0.6,5.7748,571299.37,643073.019
2021-01-06,002009.SZ,10.86,11.19,10.33,10.48,10.99,-0.51,-4.6406,382631.04,406646.593
2021-01-07,002009.SZ,10.34,10.65,10.13,10.18,10.48,-0.3,-2.8626,275904.76,285862.395
2021-01-08,002009.SZ,10.31,10.4,9.58,9.7,10.18,-0.48,-4.7151,234516.9,230139.918
2021-01-11,002009.SZ,9.83,9.95,9.41,9.49,9.7,-0.21,-2.1649,186395.54,179705.566
2021-01-12,002009.SZ,9.35,9.63,9.33,9.55,9.49,0.06,0.6322,112512.55,106979.802
2021-01-13,002009.SZ,9.9,10.16,9.63,9.67,9.55,0.12,1.2565,192516.62,190101.97
2021-01-14,002009.SZ,9.47,9.48,9.18,9.22,9.67,-0.45,-4.6536,161052.0,149075.098
2021-01-15,002009.SZ,9.19,9.33,9.09,9.31,9.22,0.09,0.9761,85762.12,79152.227
2021-01-18,002009.SZ,9.32,9.49,9.19,9.46,9.31,0.15,1.6112,86630.0,81389.476
2021-01-19,002009.SZ,9.47,9.47,9.2,9.25,9.46,-0.21,-2.2199,82599.0,76794.687
2021-01-20,002009.SZ,9.28,9.43,9.18,9.42,9.25,0.17,1.8378,77640.01,72401.577
2021-01-21,002009.SZ,9.45,9.7,9.3,9.62,9.42,0.2,2.1231,120577.01,115040.896
2021-01-22,002009.SZ,9.54,9.56,9.21,9.33,9.62,-0.29,-3.0146,96395.0,90267.983
2021-01-25,002009.SZ,9.21,9.67,9.2,9.56,9.33,0.23,2.4652,115072.42,109299.255
2021-01-26,002009.SZ,9.52,9.76,9.3,9.75,9.56,0.19,1.9874,125529.54,120580.653
2021-01-27,002009.SZ,9.77,9.82,9.51,9.65,9.75,-0.1,-1.0256,82102.36,79052.925
2021-01-28,002009.SZ,9.5,9.5,9.18,9.23,9.65,-0.42,-4.3523,90617.0,84492.739
2021-01-29,002009.SZ,9.3,9.33,8.31,8.33,9.23,-0.9,-9.7508,200346.01,171555.036
