trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
2020-08-13,300048.SZ,4.47,4.83,4.41,4.73,4.44,0.29,6.5315,500833.6,232780.466
2020-08-14,300048.SZ,4.72,4.79,4.62,4.7,4.73,-0.03,-0.6342,218307.83,102244.258
2020-08-17,300048.SZ,4.7,4.75,4.63,4.68,4.7,-0.02,-0.4255,240311.92,112595.334
2020-08-18,300048.SZ,4.69,4.89,4.67,4.77,4.68,0.09,1.9231,361444.16,173494.278
2020-08-19,300048.SZ,4.76,4.8,4.59,4.6,4.77,-0.17,-3.5639,262439.05,122382.132
2020-08-20,300048.SZ,4.44,4.7,4.4,4.55,4.6,-0.05,-1.087,266845.53,121474.979
2020-08-21,300048.SZ,4.59,4.59,4.5,4.53,4.55,-0.02,-0.4396,172916.22,78406.3
2020-08-24,300048.SZ,4.55,4.65,4.4,4.58,4.53,0.05,1.1038,182047.52,82674.867
2020-08-25,300048.SZ,4.6,5.04,4.56,4.84,4.58,0.26,5.6769,616866.65,300723.502
2020-08-26,300048.SZ,4.9,4.98,4.71,4.85,4.84,0.01,0.2066,471557.81,229189.276
2020-08-27,300048.SZ,4.85,5.17,4.76,5.13,4.85,0.28,5.7732,613056.5,306862.302
2020-08-28,300048.SZ,5.06,5.13,4.92,5.03,5.13,-0.1,-1.9493,413292.48,207741.712
2020-08-31,300048.SZ,5.03,5.12,4.83,4.84,5.03,-0.19,-3.7773,390384.19,193420.515
2020-09-01,300048.SZ,4.84,5.08,4.79,5.0,4.84,0.16,3.3058,326070.69,161815.591
2020-09-02,300048.SZ,4.96,5.5,4.93,5.34,5.0,0.34,6.8,854106.55,448194.581
2020-09-03,300048.SZ,5.32,5.68,5.32,5.36,5.34,0.02,0.3745,811267.02,444299.262
2020-09-04,300048.SZ,5.3,5.64,5.28,5.54,5.36,0.18,3.3582,699040.19,381435.255
2020-09-07,300048.SZ,5.53,6.16,5.48,5.84,5.54,0.3,5.4152,1081264.95,628898.291
2020-09-08,300048.SZ,5.75,6.12,5.57,6.01,5.84,0.17,2.911,895198.14,521138.983
2020-09-09,300048.SZ,6.99,7.21,5.81,6.0,6.01,-0.01,-0.1664,1864210.71,1249049.205
2020-09-10,300048.SZ,5.51,5.78,4.86,4.89,6.0,-1.11,-18.5,1336214.05,704759.624
2020-09-11,300048.SZ,4.9,5.31,4.89,5.21,4.89,0.32,6.544,640165.44,330403.407
2020-09-14,300048.SZ,5.23,5.54,5.15,5.43,5.21,0.22,4.2226,621611.78,334092.851
2020-09-15,300048.SZ,5.45,5.49,5.21,5.24,5.43,-0.19,-3.4991,438426.3,231337.523
2020-09-16,300048.SZ,5.29,5.39,5.03,5.27,5.24,0.03,0.5725,309270.26,162424.676
2020-09-17,300048.SZ,5.34,5.42,5.12,5.26,5.27,-0.01,-0.1898,295849.0,155400.807
2020-09-18,300048.SZ,5.22,5.37,5.21,5.28,5.26,0.02,0.3802,287805.21,152842.949
2020-09-21,300048.SZ,5.29,5.33,5.18,5.21,5.28,-0.07,-1.3258,210772.57,110564.27
2020-09-22,300048.SZ,5.13,5.21,5.06,5.1,5.21,-0.11,-2.1113,228233.8,117076.806
2020-09-23,300048.SZ,5.13,5.18,5.08,5.12,5.1,0.02,0.3922,148466.99,76066.794
2020-09-24,300048.SZ,5.09,5.14,4.94,4.94,5.12,-0.18,-3.5156,215889.2,108234.123
2020-09-25,300048.SZ,4.97,5.03,4.88,4.91,4.94,-0.03,-0.6073,148519.4,73210.04
2020-09-28,300048.SZ,4.91,4.95,4.72,4.72,4.91,-0.19,-3.8697,193561.6,93336.508
2020-09-29,300048.SZ,4.78,4.92,4.72,4.85,4.72,0.13,2.7542,174467.52,84337.119
2020-09-30,300048.SZ,4.84,5.04,4.78,4.96,4.85,0.11,2.268,168267.72,82556.601
2020-10-09,300048.SZ,5.05,5.2,5.05,5.12,4.96,0.16,3.2258,184916.38,94594.564
2020-10-12,300048.SZ,5.17,5.38,5.12,5.29,5.12,0.17,3.3203,283303.8,149380.158
2020-10-13,300048.SZ,5.27,5.58,5.23,5.58,5.29,0.29,5.482,464069.08,252798.845
2020-10-14,300048.SZ,5.49,5.68,5.41,5.49,5.58,-0.09,-1.6129,358273.4,197577.317
2020-10-15,300048.SZ,5.51,5.69,5.4,5.42,5.49,-0.07,-1.275,269065.48,148422.235
2020-10-16,300048.SZ,5.38,5.47,5.3,5.39,5.42,-0.03,-0.5535,230879.57,124568.771
2020-10-19,300048.SZ,5.42,5.45,5.28,5.3,5.39,-0.09,-1.6698,189891.48,101533.584
2020-10-20,300048.SZ,5.3,5.56,5.27,5.53,5.3,0.23,4.3396,240959.32,130467.093
2020-10-21,300048.SZ,5.55,5.57,5.39,5.44,5.53,-0.09,-1.6275,186976.54,102205.602
2020-10-22,300048.SZ,5.4,5.55,5.32,5.46,5.44,0.02,0.3676,175031.48,95466.811
2020-10-23,300048.SZ,5.44,5.82,5.38,5.6,5.46,0.14,2.5641,474255.46,266514.442
2020-10-26,300048.SZ,5.34,5.75,5.16,5.72,5.6,0.12,2.1429,591595.67,327662.149
2020-10-27,300048.SZ,5.67,5.79,5.53,5.63,5.72,-0.09,-1.5734,347789.0,195834.844
2020-10-28,300048.SZ,5.6,6.08,5.53,5.94,5.63,0.31,5.5062,628275.26,368658.967
2020-10-29,300048.SZ,5.82,5.97,5.76,5.83,5.94,-0.11,-1.8519,450440.2,263809.692
2020-10-30,300048.SZ,5.83,5.86,5.55,5.67,5.83,-0.16,-2.7444,352272.57,201255.085
2020-11-02,300048.SZ,5.65,5.93,5.62,5.83,5.67,0.16,2.8219,322974.0,188095.237
2020-11-03,300048.SZ,5.84,5.87,5.61,5.73,5.83,-0.1,-1.7153,364092.99,207585.844
2020-11-04,300048.SZ,5.71,5.82,5.5,5.51,5.73,-0.22,-3.8394,324032.68,181775.157
2020-11-05,300048.SZ,5.55,5.63,5.48,5.61,5.51,0.1,1.8149,230873.4,128297.288
2020-11-06,300048.SZ,5.63,5.65,5.4,5.49,5.61,-0.12,-2.139,294596.0,161147.106
2020-11-09,300048.SZ,5.5,5.59,5.4,5.45,5.49,-0.04,-0.7286,274381.06,150821.275
2020-11-10,300048.SZ,5.45,5.48,5.27,5.33,5.45,-0.12,-2.2018,225571.4,119992.881
2020-11-11,300048.SZ,5.3,5.37,5.16,5.18,5.33,-0.15,-2.8143,210962.65,111212.809
2020-11-12,300048.SZ,5.21,5.31,5.2,5.25,5.18,0.07,1.3514,122517.92,64295.593
2020-11-13,300048.SZ,5.37,5.68,5.33,5.46,5.25,0.21,4.0,363016.55,199587.43
2020-11-16,300048.SZ,5.39,5.44,5.31,5.36,5.46,-0.1,-1.8315,176134.17,94344.754
2020-11-17,300048.SZ,5.36,5.4,5.19,5.28,5.36,-0.08,-1.4925,156255.45,82005.302
2020-11-18,300048.SZ,5.31,5.32,5.22,5.24,5.28,-0.04,-0.7576,110479.73,58080.625
2020-11-19,300048.SZ,5.24,5.47,5.17,5.42,5.24,0.18,3.4351,216896.42,115750.227
2020-11-20,300048.SZ,5.41,5.45,5.35,5.36,5.42,-0.06,-1.107,116755.41,62913.117
2020-11-23,300048.SZ,5.32,5.35,5.24,5.3,5.36,-0.06,-1.1194,122640.35,64913.071
2020-11-24,300048.SZ,5.31,5.48,5.28,5.41,5.3,0.11,2.0755,173492.8,93233.226
2020-11-25,300048.SZ,5.43,5.6,5.36,5.5,5.41,0.09,1.6636,270347.61,148837.878
2020-11-26,300048.SZ,5.45,5.5,5.31,5.34,5.5,-0.16,-2.9091,149292.83,80455.129
2020-11-27,300048.SZ,5.37,5.46,5.31,5.4,5.34,0.06,1.1236,96190.6,51706.375
2020-11-30,300048.SZ,5.38,5.45,5.31,5.33,5.4,-0.07,-1.2963,99418.2,53210.389
2020-12-01,300048.SZ,5.31,5.37,5.31,5.33,5.33,0.0,0.0,89785.74,47870.946
2020-12-02,300048.SZ,5.33,5.33,5.25,5.25,5.33,-0.08,-1.5009,135642.6,71567.556
2020-12-03,300048.SZ,5.32,5.32,5.2,5.21,5.25,-0.04,-0.7619,108222.71,56617.233
2020-12-04,300048.SZ,5.22,5.25,5.17,5.23,5.21,0.02,0.3839,74445.01,38755.038
2020-12-07,300048.SZ,5.25,5.29,5.21,5.22,5.23,-0.01,-0.1912,63068.4,33100.305
2020-12-08,300048.SZ,5.26,5.26,5.17,5.18,5.22,-0.04,-0.7663,59190.0,30747.833
2020-12-09,300048.SZ,5.2,5.2,4.98,5.01,5.18,-0.17,-3.2819,179887.2,90928.688
2020-12-10,300048.SZ,5.01,5.12,4.84,5.07,5.01,0.06,1.1976,122081.73,60949.083
2020-12-11,300048.SZ,5.05,5.14,4.92,4.95,5.07,-0.12,-2.3669,103381.8,51723.665
2020-12-14,300048.SZ,4.93,5.03,4.91,4.95,4.95,0.0,0.0,62372.8,31062.079
2020-12-15,300048.SZ,5.04,5.04,4.89,4.98,4.95,0.03,0.6061,82718.6,40947.912
2020-12-16,300048.SZ,4.95,4.99,4.77,4.83,4.98,-0.15,-3.012,129850.0,63158.953
2020-12-17,300048.SZ,4.78,4.86,4.66,4.77,4.83,-0.06,-1.2422,175219.97,82928.009
2020-12-18,300048.SZ,4.79,4.83,4.65,4.68,4.77,-0.09,-1.8868,97915.49,46222.381
2020-12-21,300048.SZ,4.68,4.78,4.63,4.75,4.68,0.07,1.4957,90461.1,42748.489
2020-12-22,300048.SZ,4.73,5.23,4.7,4.95,4.75,0.2,4.2105,251379.34,125838.445
2020-12-23,300048.SZ,5.01,5.22,4.94,4.98,4.95,0.03,0.6061,198916.27,100975.951
2020-12-24,300048.SZ,5.0,5.04,4.87,5.02,4.98,0.04,0.8032,130701.51,64659.07
2020-12-25,300048.SZ,5.0,5.15,4.97,5.02,5.02,0.0,0.0,93039.68,46949.833
2020-12-28,300048.SZ,5.05,5.09,4.79,4.8,5.02,-0.22,-4.3825,137437.84,67374.51
2020-12-29,300048.SZ,4.79,5.0,4.7,4.79,4.8,-0.01,-0.2083,176364.2,85094.886
2020-12-30,300048.SZ,4.78,4.81,4.74,4.76,4.79,-0.03,-0.6263,93407.0,44609.845
2020-12-31,300048.SZ,4.8,4.84,4.77,4.81,4.76,0.05,1.0504,79544.68,38204.3
2021-01-04,300048.SZ,4.87,5.04,4.82,4.98,4.81,0.17,3.5343,146216.33,72654.179
2021-01-05,300048.SZ,4.95,5.02,4.93,5.01,4.98,0.03,0.6024,110339.8,54916.819
2021-01-06,300048.SZ,4.99,5.02,4.81,4.85,5.01,-0.16,-3.1936,132016.97,64479.727
2021-01-07,300048.SZ,4.8,4.97,4.8,4.81,4.85,-0.04,-0.8247,90976.77,44128.329
2021-01-08,300048.SZ,4.81,4.84,4.71,4.75,4.81,-0.06,-1.2474,106375.16,50485.607
2021-01-11,300048.SZ,4.71,4.74,4.65,4.66,4.75,-0.09,-1.8947,100595.2,47134.41
2021-01-12,300048.SZ,4.7,4.74,4.66,4.69,4.66,0.03,0.6438,62374.4,29302.542
2021-01-13,300048.SZ,4.67,4.68,4.36,4.49,4.69,-0.2,-4.2644,200154.84,90294.48
2021-01-14,300048.SZ,4.47,4.53,4.4,4.47,4.49,-0.02,-0.4454,99504.2,44265.328
2021-01-15,300048.SZ,4.46,4.61,4.44,4.49,4.47,0.02,0.4474,69940.0,31544.482
2021-01-18,300048.SZ,4.5,4.84,4.49,4.71,4.49,0.22,4.8998,144651.97,67587.991
2021-01-19,300048.SZ,4.73,4.8,4.68,4.74,4.71,0.03,0.6369,92305.72,43743.452
2021-01-20,300048.SZ,4.77,4.84,4.63,4.7,4.74,-0.04,-0.8439,70083.63,33073.793
2021-01-21,300048.SZ,4.74,4.76,4.65,4.67,4.7,-0.03,-0.6383,84147.77,39404.639
2021-01-22,300048.SZ,4.68,4.68,4.46,4.49,4.67,-0.18,-3.8544,121028.4,54806.119
2021-01-25,300048.SZ,4.52,4.68,4.45,4.54,4.49,0.05,1.1136,131552.66,60218.731
2021-01-26,300048.SZ,4.55,4.59,4.46,4.5,4.54,-0.04,-0.8811,65997.9,29753.468
2021-01-27,300048.SZ,4.5,4.51,4.43,4.46,4.5,-0.04,-0.8889,56737.6,25363.952
