datetime,open,high,low,close,volume,openinterest
2000-12-19 12:00:00,20,21,18.5,18.56,1563524.56,0.00
2000-12-20 12:00:00,18.47,18.47,17.91,18.1,290467.13,0.00
2000-12-21 12:00:00,18.18,18.48,18,18.09,113629.56,0.00
2000-12-22 12:00:00,18.1,18.17,17.6,17.66,130264.88,0.00
2000-12-25 12:00:00,17.6,17.62,17.01,17.2,101131.2,0.00
