datetime,open,high,low,close,volume,openinterest
2020-12-17,59.85,60.28,59.20,60.22,2044035,0
2020-12-18,60.51,60.51,58.99,59.05,3122193,0
2020-12-21,59.03,59.87,58.58,59.36,3693221,0
2020-12-22,59.40,59.40,56.00,56.37,6342112,0
2020-12-23,56.64,59.59,56.19,58.34,5698449,0
2020-12-24,57.74,59.63,57.54,59.38,3620610,0
2020-12-25,59.57,60.36,58.77,59.83,2191840,0
2020-12-28,59.98,60.63,58.22,59.26,4596182,0
2020-12-29,59.36,61.16,59.16,60.18,2593924,0
2020-12-30,60.20,62.29,59.98,60.55,4421049,0
2020-12-31,61.16,61.90,60.39,61.72,2845667,0
2021-01-04,61.70,62.02,61.14,61.24,3414158,0
2021-01-05,61.08,64.13,60.82,63.72,5639288,0
2021-01-06,63.86,63.86,62.43,63.39,3482812,0
2021-01-07,63.23,63.23,61.12,61.67,4462585,0
2021-01-08,61.24,62.76,60.86,61.53,3195418,0
2021-01-11,61.80,62.68,60.86,61.14,4354184,0
2021-01-12,60.86,62.13,60.39,61.67,3553412,0
2021-01-13,61.51,61.72,60.28,60.79,4968404,0
2021-01-14,60.96,63.54,60.51,62.25,6365034,0
2021-01-15,62.62,63.03,60.04,60.14,4368602,0
2021-01-18,59.93,62.70,59.05,61.78,4594375,0
2021-01-19,61.63,61.94,60.39,60.45,2772661,0
2021-01-20,60.45,60.90,59.73,59.93,1598788,0
2021-01-21,59.93,60.57,59.08,60.12,3921700,0
2021-01-22,59.96,59.96,57.48,58.17,6410959,0
2021-01-25,58.11,58.13,57.11,57.50,3445027,0
2021-01-26,57.50,57.50,54.31,55.12,7340180,0
2021-01-27,55.60,55.94,54.96,55.60,2665407,0
2021-01-28,55.21,55.84,54.61,54.92,2372181,0
