datetime,open,high,low,close,volume
2019-12-22,66.92,68.19,64.76,65.52,11979644
2019-12-29,65.36,65.99,62.76,62.96,13677870
2020-01-05,62.45,73.90,61.43,72.63,30328496
2020-01-12,71.91,75.20,71.18,74.04,16532383
2020-01-19,74.04,75.28,69.86,71.46,15318384
2020-02-02,64.31,68.67,61.78,64.48,28094433
2020-02-09,63.90,69.35,63.03,67.90,32842777
2020-02-16,68.22,74.94,67.55,73.49,33685426
2020-02-23,73.94,81.16,66.88,67.71,43151445
2020-03-01,68.67,71.89,65.36,68.55,42467404
2020-03-08,67.24,69.54,62.19,64.73,30131835
2020-03-15,65.36,71.75,62.65,69.33,47404668
2020-03-22,66.81,67.62,60.55,63.61,26579530
2020-03-29,62.36,65.49,61.72,63.09,18123367
2020-04-05,64.59,66.56,63.66,64.12,13778533
2020-04-12,63.41,68.62,63.32,66.72,16791526
2020-04-19,67.03,74.80,65.56,69.49,30692156
2020-04-26,70.18,74.52,68.09,73.02,22488684
2020-05-03,72.47,74.87,71.72,72.62,19242854
2020-05-10,72.62,74.23,69.94,73.74,28304197
2020-05-17,73.42,74.67,66.95,67.08,30340461
2020-05-24,66.81,69.86,63.86,65.38,26664522
2020-05-31,66.51,69.80,66.24,67.73,31350873
2020-06-07,68.08,71.40,67.24,68.98,39449587
2020-06-14,68.33,71.23,66.03,70.42,38360959
2020-06-21,70.80,72.56,69.80,70.62,22592584
2020-06-28,70.07,74.24,69.76,73.73,39663160
2020-07-05,74.30,82.68,74.30,80.61,68734435
2020-07-12,80.75,83.11,71.64,72.67,68867282
2020-07-19,73.57,75.88,68.78,69.02,45507787
2020-07-26,69.11,74.39,68.37,73.12,32753444
2020-08-02,73.57,74.37,70.52,71.89,30789732
2020-08-09,71.64,74.30,70.23,72.54,22121726
2020-08-16,72.77,73.79,70.54,71.13,29172113
2020-08-23,70.29,71.56,68.41,70.58,22314788
2020-08-30,70.13,73.75,69.31,73.28,27905254
2020-09-06,73.26,74.10,67.80,68.78,21815903
2020-09-13,69.49,71.34,68.37,70.82,13897124
2020-09-20,70.80,71.03,64.91,66.75,17348147
2020-09-27,67.10,69.35,66.46,68.27,10120615
2020-10-04,68.98,70.25,68.88,69.62,3036352
2020-10-11,69.96,72.20,69.92,70.64,17836011
2020-10-18,70.82,73.28,69.72,69.80,17578711
2020-10-25,69.90,70.11,65.34,65.54,14259314
2020-11-01,65.63,65.63,61.00,64.44,22594987
2020-11-08,64.72,67.86,63.76,65.73,21069064
2020-11-15,65.73,67.10,63.60,65.81,13119288
2020-11-22,65.63,65.63,63.35,64.36,12632921
2020-11-29,64.17,67.24,63.93,66.32,14618792
2020-12-06,67.14,67.39,59.59,61.10,23120590
2020-12-13,61.27,61.80,58.99,59.05,18256510
2020-12-20,59.03,60.36,56.00,59.83,21546232
2020-12-27,59.98,62.29,58.22,61.72,14456822
2021-01-03,61.70,64.13,60.82,61.53,20194261
2021-01-10,61.80,63.54,60.04,60.14,23609636
2021-01-17,59.93,62.70,57.48,58.17,19298483
2021-01-24,58.11,58.13,54.31,54.92,15822795
