datetime,open,high,low,close,volume,openinterest
2019-10-15,44.46,45.75,44.21,45.43,44070561,0
2019-10-16,45.75,48.06,45.11,45.94,43330225,0
2019-10-17,46.26,46.26,44.66,45.11,47116301,0
2019-10-18,45.94,45.94,41.32,42.22,67122185,0
2019-10-21,42.41,44.01,41.77,42.66,42527707,0
2019-10-22,42.73,43.18,41.77,42.15,25102069,0
2019-10-23,42.15,42.28,40.99,41.12,22945987,0
2019-10-24,41.38,42.09,41.06,41.70,21352373,0
2019-10-25,42.28,43.44,41.83,42.66,42243044,0
2019-10-28,42.47,42.60,41.19,42.09,29988994,0
2019-10-29,41.77,41.96,41.25,41.44,20922009,0
2019-10-30,41.32,41.70,40.48,40.80,20209040,0
2019-10-31,40.87,41.38,40.29,41.12,19379650,0
2019-11-01,40.80,42.02,39.97,41.77,24259584,0
2019-11-04,41.96,42.22,41.51,41.96,25524396,0
2019-11-05,42.22,44.21,41.70,43.31,48106115,0
2019-11-06,43.63,43.63,41.89,42.02,37564174,0
2019-11-07,42.22,42.86,41.83,42.41,19438009,0
2019-11-08,42.66,42.99,41.77,41.83,20257142,0
2019-11-11,41.70,41.83,40.93,40.93,17501943,0
2019-11-12,41.06,41.19,40.42,40.74,15677420,0
2019-11-13,40.99,40.99,40.03,40.29,17767899,0
2019-11-14,40.42,40.99,40.09,40.74,12488516,0
2019-11-15,40.80,41.32,40.35,40.42,11673643,0
2019-11-18,40.16,41.70,40.16,41.64,15602759,0
2019-11-19,41.57,42.66,41.38,42.66,16963681,0
2019-11-20,42.60,43.24,42.34,42.79,22594481,0
2019-11-21,42.79,43.63,42.41,43.18,20596301,0
2019-11-22,43.18,44.08,42.34,42.54,22259944,0
2019-11-25,42.86,44.59,42.54,43.89,30667025,0
2019-11-26,43.56,44.01,41.89,41.89,32712759,0
2019-11-27,42.47,44.85,42.22,43.69,46789136,0
2019-11-28,43.69,44.01,42.79,42.92,19615858,0
2019-11-29,42.92,43.50,42.34,42.54,13165957,0
2019-12-02,42.66,44.14,42.66,43.82,21209856,0
2019-12-03,43.69,44.53,43.31,44.53,22687064,0
2019-12-04,44.01,44.08,42.99,43.63,18993145,0
2019-12-05,43.56,43.69,42.66,43.11,18065142,0
2019-12-06,42.99,43.18,42.54,43.05,15644172,0
2019-12-09,43.11,44.66,43.11,44.40,34430659,0
2019-12-10,44.27,44.46,43.69,44.21,17429433,0
2019-12-11,44.27,44.91,43.89,44.79,24455643,0
2019-12-12,44.59,45.49,44.21,44.27,22105780,0
2019-12-13,44.85,44.91,44.08,44.79,24463011,0
2019-12-16,45.11,45.11,44.34,44.91,23480595,0
2019-12-17,44.85,46.07,44.53,45.56,30602900,0
2019-12-18,45.49,46.01,45.17,46.01,25353379,0
2019-12-19,45.88,46.71,45.43,45.49,23725836,0
2019-12-20,45.62,47.55,45.24,46.07,40815504,0
2019-12-23,46.33,46.97,45.17,45.36,26370931,0
2019-12-24,45.43,45.75,44.34,44.85,25666960,0
2019-12-25,44.85,45.11,44.34,44.72,14596670,0
2019-12-26,45.17,46.07,45.11,45.56,27827448,0
2019-12-27,45.49,45.94,45.30,45.43,21695511,0
2019-12-30,45.62,46.33,45.56,45.94,20469450,0
2019-12-31,46.01,47.68,45.88,47.36,35028863,0
2020-01-02,48.06,49.80,48.06,49.35,53424585,0
2020-01-03,49.09,49.28,48.13,48.26,35708421,0
2020-01-06,48.19,48.32,47.03,47.48,27716589,0
2020-01-07,47.48,47.93,47.16,47.81,18462573,0
2020-01-08,47.48,47.68,46.52,47.23,28482573,0
2020-01-09,48.00,48.96,48.00,48.90,28364103,0
2020-01-10,49.22,49.35,48.38,48.96,17101122,0
2020-01-13,49.03,49.28,48.19,49.15,16999693,0
2020-01-14,49.15,49.80,48.26,48.45,16265338,0
2020-01-15,48.06,48.45,47.23,47.68,18899653,0
2020-01-16,48.00,48.06,47.23,47.74,10950397,0
2020-01-17,47.81,48.00,47.10,47.23,11083774,0
2020-01-20,47.10,47.23,45.81,46.58,22943483,0
2020-01-21,46.52,46.52,44.79,44.98,29776983,0
2020-01-22,45.17,46.26,44.72,46.01,20393392,0
2020-01-23,45.49,45.88,43.76,44.14,21481763,0
2020-02-03,39.71,39.71,39.71,39.71,3101600,0
2020-02-04,37.07,40.03,37.07,39.52,38311976,0
2020-02-05,39.71,40.80,39.07,40.16,24629443,0
2020-02-06,39.84,40.93,39.39,40.61,24347199,0
2020-02-07,40.16,40.29,39.52,40.03,23729555,0
2020-02-10,40.03,41.32,39.39,41.06,23137538,0
2020-02-11,40.93,43.69,40.93,43.18,42577465,0
2020-02-12,42.73,43.50,42.22,42.54,28477028,0
2020-02-13,42.66,44.98,42.66,43.95,48348210,0
2020-02-14,44.27,45.36,43.82,45.30,27569829,0
2020-02-17,45.43,45.94,44.79,45.30,27602906,0
2020-02-18,45.17,45.17,43.37,43.95,36010574,0
2020-02-19,43.89,44.46,43.56,44.14,19751131,0
2020-02-20,44.01,44.46,43.18,44.08,22376455,0
2020-02-21,43.89,44.01,43.37,43.50,20466421,0
2020-02-24,43.44,43.44,41.06,42.47,48348175,0
2020-02-25,41.64,42.99,41.38,42.34,30749208,0
2020-02-26,41.96,44.21,41.51,42.66,36248476,0
2020-02-27,42.99,43.50,42.15,42.66,30447650,0
2020-02-28,41.70,43.50,41.32,41.70,28644667,0
2020-03-02,42.15,45.17,41.96,44.59,52723195,0
2020-03-03,45.30,45.62,43.24,43.82,35795999,0
2020-03-04,43.76,45.88,43.44,45.75,43815787,0
2020-03-05,45.36,45.88,44.66,45.88,27962933,0
2020-03-06,45.11,45.49,43.76,44.01,29781795,0
2020-03-09,42.92,43.24,41.57,41.70,39254432,0
2020-03-10,41.32,42.92,41.25,42.54,25176699,0
2020-03-11,43.05,43.56,42.34,43.24,26745783,0
2020-03-12,42.79,43.11,41.51,41.96,16744997,0
2020-03-13,40.03,41.83,39.32,41.06,20829417,0
2020-03-16,41.19,41.25,39.71,40.16,22123298,0
2020-03-17,39.97,40.87,39.32,39.97,16774417,0
2020-03-18,40.16,40.35,38.55,38.55,25350121,0
2020-03-19,38.42,38.55,36.63,37.97,23086207,0
2020-03-20,38.17,38.62,37.65,38.42,14486208,0
2020-03-23,36.75,37.91,36.63,36.69,15006355,0
2020-03-24,37.33,38.23,37.14,38.17,17498394,0
2020-03-25,38.94,40.03,38.36,39.84,21989423,0
2020-03-26,39.39,39.71,39.07,39.45,11405680,0
2020-03-27,40.16,40.87,39.71,40.35,15564460,0
2020-03-30,39.52,40.22,39.45,39.71,11445958,0
2020-03-31,40.16,40.42,38.55,38.75,19686232,0
2020-04-01,38.94,39.58,38.30,38.49,17367163,0
2020-04-02,38.55,38.94,38.30,38.94,15236948,0
2020-04-03,39.00,39.13,38.36,38.68,11758379,0
2020-04-07,39.26,40.09,39.13,39.45,20850985,0
2020-04-08,39.26,39.97,38.87,39.84,18911939,0
2020-04-09,39.97,40.16,39.39,39.58,12642777,0
2020-04-10,39.77,40.09,39.39,39.45,13055103,0
2020-04-13,39.45,39.84,39.26,39.52,9834774,0
2020-04-14,39.52,40.42,39.52,40.09,12809425,0
2020-04-15,40.16,40.29,39.39,39.65,12765558,0
2020-04-16,39.52,39.84,38.81,39.58,13739846,0
2020-04-17,39.90,40.16,39.32,39.58,19209477,0
2020-04-20,39.58,39.77,37.78,38.23,46037407,0
2020-04-21,37.91,37.91,36.75,37.07,36936124,0
2020-04-22,36.69,37.27,36.43,37.14,27307421,0
2020-04-23,37.07,37.14,36.63,36.75,23674845,0
2020-04-24,36.88,36.95,35.85,36.05,19359469,0
2020-04-27,36.11,36.75,36.05,36.43,15069651,0
2020-04-28,36.43,36.43,35.21,35.40,29301781,0
2020-04-29,35.40,36.11,35.34,36.05,19398082,0
2020-04-30,36.05,37.40,35.98,37.40,41801541,0
2020-05-06,36.63,36.88,35.60,36.18,58150978,0
2020-05-07,35.92,35.98,35.34,35.53,39124479,0
2020-05-08,35.66,36.18,35.53,35.98,27440060,0
2020-05-11,36.37,36.50,35.92,35.98,27493270,0
2020-05-12,35.98,35.98,35.15,35.34,30269780,0
2020-05-13,35.21,35.21,34.83,35.02,19312429,0
2020-05-14,35.02,35.08,34.50,34.70,15776093,0
2020-05-15,34.70,34.95,34.50,34.63,12125130,0
2020-05-18,34.89,34.89,34.50,34.57,16960010,0
2020-05-19,34.76,34.76,33.86,33.93,28188194,0
2020-05-20,33.73,33.73,32.90,33.54,30537666,0
2020-05-21,33.67,33.73,32.77,32.90,21946764,0
2020-05-22,32.90,32.90,32.32,32.38,17392574,0
2020-05-25,32.45,32.96,32.38,32.96,15750603,0
2020-05-26,33.03,33.09,32.71,32.96,12229289,0
2020-05-27,32.90,33.54,32.71,33.22,17369898,0
2020-05-28,33.16,33.61,32.77,33.28,14985548,0
2020-05-29,33.22,33.35,32.71,32.90,15548771,0
2020-06-01,32.83,33.35,32.58,33.35,32445631,0
2020-06-02,33.28,34.44,33.16,34.25,48194958,0
2020-06-03,34.31,34.95,33.67,33.73,40697538,0
2020-06-04,33.86,33.99,33.48,33.54,22771209,0
2020-06-05,33.67,33.73,33.03,33.35,18007219,0
2020-06-08,33.54,34.18,33.41,33.93,27375455,0
2020-06-09,33.86,33.93,33.28,33.48,22847615,0
2020-06-10,33.61,33.61,32.96,33.22,18868267,0
2020-06-11,33.22,33.35,32.64,32.77,21894469,0
2020-06-12,32.26,33.09,32.13,32.71,17363198,0
2020-06-15,32.64,32.90,32.45,32.51,15435722,0
2020-06-16,32.77,33.16,32.58,33.03,17750538,0
2020-06-17,32.96,33.09,32.58,32.83,17095946,0
2020-06-18,32.83,35.28,32.71,34.83,79368632,0
2020-06-19,34.76,35.02,34.12,34.63,38586256,0
2020-06-22,34.63,34.95,34.31,34.38,25045987,0
2020-06-23,35.02,35.02,33.48,33.61,61015488,0
2020-06-24,33.80,35.60,33.54,34.95,56327040,0
2020-06-29,35.21,35.28,33.99,34.44,36469317,0
2020-06-30,34.57,34.95,34.38,34.63,28482518,0
2020-07-01,34.89,37.59,34.70,36.75,80462704,0
2020-07-02,36.75,38.62,36.75,38.30,85775911,0
2020-07-03,38.68,39.32,38.04,38.62,72302488,0
2020-07-06,39.29,41.05,38.62,41.05,81187504,0
2020-07-07,41.52,42.47,39.76,40.17,79057663,0
2020-07-08,39.83,40.51,39.16,40.17,56512448,0
2020-07-09,40.24,41.45,39.29,40.84,74016255,0
2020-07-10,40.30,40.37,38.75,39.22,48872360,0
2020-07-13,39.36,40.17,38.62,39.83,46412698,0
2020-07-14,39.90,40.17,38.55,39.29,47137332,0
2020-07-15,39.70,40.51,38.68,38.89,48911869,0
2020-07-16,38.75,39.29,37.33,37.60,37359867,0
2020-07-17,37.60,38.01,36.46,36.93,30949020,0
2020-07-20,37.27,38.55,36.93,38.28,31909030,0
2020-07-21,38.55,38.82,38.01,38.21,23956749,0
2020-07-22,38.21,38.68,37.60,38.14,23429431,0
2020-07-23,37.81,37.94,36.73,37.60,26652490,0
2020-07-24,37.33,38.01,36.19,36.25,28755660,0
2020-07-27,36.46,36.86,35.31,35.58,19025034,0
2020-07-28,35.71,36.12,35.58,35.98,14720062,0
2020-07-29,35.85,36.46,35.38,36.39,28116997,0
2020-07-30,36.32,36.52,35.92,36.05,17673205,0
2020-07-31,35.85,36.66,35.78,36.12,24077666,0
2020-08-03,36.39,36.86,36.32,36.79,28281367,0
2020-08-04,37.00,37.27,36.46,37.06,26505427,0
2020-08-05,36.93,36.93,36.12,36.46,23731352,0
2020-08-06,36.46,36.66,35.92,36.19,16616993,0
2020-08-07,36.19,36.19,35.24,35.51,25601787,0
2020-08-10,35.65,36.59,35.51,36.46,28365542,0
2020-08-11,36.46,36.79,35.71,35.78,28375910,0
2020-08-12,35.78,36.05,35.38,35.92,22124584,0
2020-08-13,35.98,36.25,35.85,36.05,15353550,0
2020-08-14,36.05,37.00,35.78,36.86,25834307,0
2020-08-17,37.00,38.14,36.86,37.67,39927190,0
2020-08-18,37.67,37.81,36.79,37.06,28474115,0
2020-08-19,37.00,37.13,36.32,36.59,21679404,0
2020-08-20,36.46,36.79,36.25,36.52,13469333,0
2020-08-21,36.59,36.86,36.39,36.66,12487920,0
2020-08-24,36.66,37.20,36.32,36.66,17311866,0
2020-08-25,36.66,37.00,36.19,36.25,14985520,0
2020-08-26,36.32,36.39,35.38,35.51,18987590,0
2020-08-27,35.51,35.58,35.04,35.51,13389520,0
2020-08-28,35.78,36.52,35.71,36.46,22010228,0
2020-08-31,36.79,38.01,36.66,37.13,39381880,0
2020-09-01,37.13,37.27,36.59,36.79,14402396,0
2020-09-02,37.00,37.13,36.46,36.79,15551603,0
2020-09-03,36.86,36.93,36.12,36.32,16559326,0
2020-09-04,35.92,36.32,35.71,36.05,16006284,0
2020-09-07,36.05,36.73,35.38,35.65,20072105,0
2020-09-08,35.78,36.12,35.51,35.98,14933059,0
2020-09-09,35.71,36.52,35.58,36.19,23212310,0
2020-09-10,36.46,37.60,36.25,36.86,49969688,0
2020-09-11,36.52,36.79,35.85,36.32,25243634,0
2020-09-14,36.39,36.52,35.85,36.12,19386648,0
2020-09-15,36.12,36.52,35.85,36.39,15816948,0
2020-09-16,36.39,37.81,36.12,37.54,62429643,0
2020-09-17,37.60,37.60,36.59,36.79,33985676,0
2020-09-18,36.86,38.82,36.73,38.55,57979572,0
2020-09-21,38.35,38.75,37.74,37.87,35028725,0
2020-09-22,37.54,37.74,36.86,37.13,29382570,0
2020-09-23,37.33,37.40,36.66,36.79,23952376,0
2020-09-24,36.59,36.79,35.92,35.98,20633254,0
2020-09-25,35.98,36.19,34.57,34.70,35522351,0
2020-09-28,34.63,35.24,34.43,35.04,26182362,0
2020-09-29,35.04,35.11,34.30,34.43,21252816,0
2020-09-30,34.43,34.57,33.82,33.96,18621845,0
2020-10-09,34.30,34.77,34.16,34.36,19747846,0
2020-10-12,34.36,35.58,34.36,35.44,30182648,0
2020-10-13,35.44,35.44,34.84,35.11,15757836,0
2020-10-14,34.90,35.11,34.43,34.63,17112276,0
2020-10-15,34.70,34.84,34.36,34.63,13377844,0
2020-10-16,34.50,34.90,34.30,34.77,15025373,0
2020-10-19,34.84,35.31,34.30,34.43,21977645,0
2020-10-20,34.50,34.57,33.89,34.16,15798443,0
2020-10-21,34.30,34.36,33.96,34.23,13038396,0
2020-10-22,34.16,34.50,33.96,34.36,14289617,0
2020-10-23,34.50,34.63,34.30,34.57,12417485,0
2020-10-26,34.43,34.57,33.89,34.23,12864955,0
2020-10-27,34.09,34.09,33.35,33.82,16122145,0
2020-10-28,33.76,33.82,33.22,33.49,11911610,0
2020-10-29,33.42,33.82,33.35,33.69,11407198,0
2020-10-30,33.62,34.03,33.22,33.28,14152989,0
2020-11-02,33.62,34.03,33.42,33.82,26698291,0
2020-11-03,34.03,34.23,33.76,34.09,17091394,0
2020-11-04,34.09,34.16,33.42,33.55,11845328,0
2020-11-05,33.82,34.36,33.62,34.09,15896117,0
2020-11-06,34.09,34.50,33.82,34.23,16465146,0
2020-11-09,34.23,34.84,34.23,34.57,23598067,0
2020-11-10,34.70,34.97,33.96,34.16,20346324,0
2020-11-11,34.09,34.97,33.96,34.77,26649960,0
2020-11-12,34.70,34.70,34.16,34.36,18670780,0
2020-11-13,34.36,34.36,33.35,33.55,27823413,0
2020-11-16,33.62,34.23,33.55,34.09,17110362,0
2020-11-17,34.23,35.11,34.16,35.11,41252960,0
2020-11-18,35.17,35.44,34.70,34.97,25633359,0
2020-11-19,34.90,35.24,34.57,34.77,19637809,0
2020-11-20,34.63,34.84,34.36,34.77,14005968,0
2020-11-23,34.70,35.31,34.63,35.04,24525512,0
2020-11-24,35.04,35.24,34.63,34.70,15188660,0
2020-11-25,34.90,35.24,34.63,34.70,15229620,0
2020-11-26,34.63,34.77,34.23,34.63,13018291,0
2020-11-27,34.63,35.11,34.50,35.11,16988360,0
2020-11-30,35.24,36.12,34.84,34.84,46818926,0
2020-12-01,34.84,35.31,34.50,35.11,25297567,0
2020-12-02,35.11,35.65,34.90,35.04,26466055,0
2020-12-03,35.11,35.24,34.70,34.70,24406729,0
2020-12-04,34.77,34.84,34.09,34.36,26253440,0
2020-12-07,34.30,34.36,33.82,33.89,23622306,0
2020-12-08,33.96,34.09,33.82,33.89,12146271,0
2020-12-09,33.96,34.03,33.49,33.55,15655664,0
2020-12-10,33.55,33.89,33.49,33.55,12968600,0
2020-12-11,33.49,33.62,32.81,33.15,18284385,0
2020-12-14,33.22,33.49,33.08,33.42,13157273,0
2020-12-15,33.35,33.35,32.74,33.22,14939155,0
2020-12-16,33.08,33.22,32.81,32.88,10769160,0
2020-12-17,32.74,32.95,32.41,32.95,14872568,0
2020-12-18,32.88,33.01,32.47,32.54,12668893,0
2020-12-21,32.54,32.68,32.07,32.54,14785699,0
2020-12-22,32.47,32.61,32.00,32.14,17875978,0
2020-12-23,32.00,32.20,31.80,31.93,13261378,0
