,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
123,000413.SZ,20100129,2.5769,2.9283,3.1214,2.542,2.9251,-0.34819999999999984,-11.9039,93445209.0,865787018.0
122,000413.SZ,20100226,2.7035,2.5769,2.732,2.4376,2.5769,0.12659999999999982,4.9129,28529030.0,236499070.0
121,000413.SZ,20100331,2.8713,2.7098,2.9568,2.6054,2.7035,0.16780000000000017,6.2068,91979714.0,811057936.0
120,000413.SZ,20100430,3.0992,2.9188,4.0774,2.8586,2.8713,0.2279,7.9372,255326875.0,2851301050.0
119,000413.SZ,20100531,2.9599,3.0232,3.4506,2.5325,3.0992,-0.13929999999999998,-4.4947,107976110.0,1045962810.0
118,000413.SZ,20100630,2.7478,2.9283,3.1973,2.5737,2.9599,-0.2121000000000004,-7.1658,93517027.0,852927734.0
117,000413.SZ,20100730,3.3651,2.6972,3.381,2.5389,2.7478,0.6173000000000002,22.4652,152950055.0,1509426564.0
116,000413.SZ,20100831,4.1534,3.3556,4.1534,3.248,3.3651,0.7883000000000004,23.4258,142294743.0,1600680524.0
115,000413.SZ,20100930,4.413,4.3053,4.7422,4.1787,4.1534,0.25959999999999983,6.2503,130497137.0,1838156528.0
114,000413.SZ,20101029,4.5966,4.432,4.9036,4.0236,4.413,0.18359999999999932,4.1604,85655165.0,1189896204.0
113,000413.SZ,20101130,3.8938,4.6377,5.0588,3.8052,4.5966,-0.7027999999999994,-15.2896,274085571.0,3888796562.0
112,000413.SZ,20101231,4.451,3.8368,4.7485,3.8052,3.8938,0.5571999999999995,14.3099,121833121.0,1646377092.0
111,000413.SZ,20110131,4.7485,4.8752,4.8752,4.2104,4.451,0.2975000000000003,6.6839,75542620.0,1094428478.0
110,000413.SZ,20110228,4.9606,4.7485,5.1664,4.6536,4.7485,0.2121000000000004,4.4667,87125165.0,1361013416.0
109,000413.SZ,20110331,4.4478,4.9321,5.0809,4.3053,4.9606,-0.5128000000000004,-10.3375,105507688.0,1613539444.0
108,000413.SZ,20110429,4.2452,4.4573,4.7707,4.0711,4.4478,-0.20260000000000034,-4.5551,51505103.0,726272837.0
107,000413.SZ,20110531,4.1091,4.2452,4.3686,3.6722,4.2452,-0.1360999999999999,-3.206,45114368.0,582837827.0
106,000413.SZ,20110630,4.0964,4.1027,4.337,3.7102,4.1091,-0.012699999999999712,-0.3091,31845338.0,408034463.0
105,000413.SZ,20110729,4.6662,4.0996,5.0239,4.0964,4.0964,0.5697999999999999,13.9098,63178420.0,913638358.0
104,000413.SZ,20110831,4.4541,4.739,4.929,4.0141,4.6662,-0.2120999999999995,-4.5455,62484980.0,884406902.0
103,000413.SZ,20110930,4.0489,4.4921,4.6377,3.8052,4.4541,-0.40520000000000067,-9.0972,36937731.0,513750674.0
102,000413.SZ,20111031,4.0616,4.0521,4.0996,3.7102,4.0489,0.0127000000000006,0.3137,18461942.0,229171318.0
101,000413.SZ,20111130,4.5428,4.0616,4.5428,3.9761,4.0616,0.4811999999999994,11.8475,28097074.0,386434059.0
100,000413.SZ,20111230,3.4348,4.4794,4.7422,3.2353,4.5428,-1.1079999999999997,-24.3902,26464683.0,336495444.0
99,000413.SZ,20120131,3.5297,3.4348,3.7608,3.0929,3.4348,0.09489999999999998,2.7629,20567858.0,226669744.0
98,000413.SZ,20120229,3.9508,3.5931,4.1091,3.5012,3.5297,0.42110000000000003,11.9302,35285936.0,426219544.0
97,000413.SZ,20120330,3.9571,3.9729,4.3971,3.8875,3.9508,0.006299999999999972,0.1595,59694491.0,782147602.0
96,000413.SZ,20120427,4.242,3.9508,4.432,3.8875,3.9571,0.28489999999999993,7.1997,37723810.0,503468916.0
95,000413.SZ,20120531,4.2927,4.2578,4.3971,4.0616,4.242,0.05069999999999997,1.1952,28930358.0,386333638.0
94,000413.SZ,20120629,3.7703,4.3117,4.3148,3.4854,4.2927,-0.5223999999999998,-12.1695,14833762.0,189484459.0
93,000413.SZ,20120731,3.2385,3.7513,3.9571,3.2037,3.7703,-0.5318,-14.105,18971350.0,221221206.0
92,000413.SZ,20120831,3.5202,3.2733,3.7228,3.229,3.2385,0.28169999999999984,8.6985,21788488.0,236903201.0
91,000413.SZ,20120928,3.7862,3.5297,3.9698,3.5076,3.5202,0.266,7.5564,26170438.0,309340099.0
90,000413.SZ,20121031,3.7545,3.7893,4.0521,3.6595,3.7862,-0.03169999999999984,-0.8373,21262030.0,259882006.0
89,000413.SZ,20121130,3.3968,3.7988,3.8621,3.2607,3.7545,-0.35770000000000035,-9.5272,11456167.0,129880300.0
88,000413.SZ,20121231,3.7925,3.3746,3.9919,3.2955,3.3968,0.39570000000000016,11.6492,43967260.0,524101144.0
87,000413.SZ,20130131,3.859,3.8241,4.1724,3.7228,3.7925,0.0665,1.7535,52886113.0,653996535.0
86,000413.SZ,20130228,3.7988,3.8748,3.9476,3.7197,3.859,-0.06020000000000003,-1.56,19688874.0,237821424.0
85,000413.SZ,20130329,3.7577,3.8083,4.1344,3.5551,3.7988,-0.041100000000000136,-1.0819,42590565.0,511924277.0
84,000413.SZ,20130426,3.5931,3.7608,4.0204,3.5234,3.7577,-0.16459999999999964,-4.3803,36866198.0,435959805.0
83,000413.SZ,20130531,4.1819,3.5899,4.3243,3.4854,3.5931,0.5887999999999995,16.387,76841413.0,940619979.0
82,000413.SZ,20130628,3.9223,4.1724,4.8973,3.8178,4.1819,-0.25959999999999983,-6.2077,89319548.0,1220987008.0
81,000413.SZ,20130731,5.2392,3.9223,5.2392,3.9128,3.9223,1.3169000000000004,33.5747,90051314.0,1314767471.0
80,000413.SZ,20130830,5.4323,5.2867,6.1414,5.0809,5.2392,0.19309999999999938,3.6857,102157280.0,1791787086.0
79,000413.SZ,20130930,5.3532,5.3785,5.8818,5.0714,5.4323,-0.0790999999999995,-1.4561,83100250.0,1414485882.0
