,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
120,000538.SZ,20100129,26.4439,27.4689,27.56,25.0546,27.5145,-1.0706000000000024,-3.891,36572821.0,2102143364.0
119,000538.SZ,20100226,27.1956,26.6398,27.8971,25.1958,26.4439,0.7516999999999996,2.8426,18798267.0,1092155056.0
118,000538.SZ,20100331,25.1639,27.3322,27.3687,24.4077,27.1956,-2.031699999999997,-7.4707,37323758.0,2101294716.0
117,000538.SZ,20100430,29.9744,24.968,32.1382,24.968,25.1639,4.8104999999999976,19.1167,48608115.0,2966568324.0
116,000538.SZ,20100531,30.5711,30.0154,31.8876,26.8858,29.9744,0.596700000000002,1.9907,25696324.0,1658641592.0
115,000538.SZ,20100630,29.3822,30.4481,32.2748,27.4325,30.5711,-1.1889000000000003,-3.889,22734985.0,1491601714.0
114,000538.SZ,20100730,32.5555,38.3181,40.3795,28.694,38.3181,-5.762599999999999,-15.0388,33599069.0,1899240284.0
113,000538.SZ,20100831,34.7536,32.5555,35.3477,32.4248,32.5555,2.1980999999999966,6.7519,40376389.0,2295831620.0
112,000538.SZ,20100930,41.3954,34.9675,41.8826,34.2605,34.7536,6.6418000000000035,19.1111,34123467.0,2171820048.0
111,000538.SZ,20101029,38.4191,41.5736,44.3718,35.5259,41.3954,-2.976300000000002,-7.1899,88478416.0,5810895980.0
110,000538.SZ,20101130,37.9022,38.6151,42.2806,36.7141,38.4191,-0.5168999999999997,-1.3454,116956467.0,7717403602.0
109,000538.SZ,20101231,35.8824,37.9498,38.3181,33.1496,37.9022,-2.0198000000000036,-5.329,67463867.0,4130330752.0
108,000538.SZ,20110131,33.5358,35.9121,36.1735,32.0803,35.8824,-2.346599999999995,-6.5397,57595591.0,3332249732.0
107,000538.SZ,20110228,34.6348,33.6665,36.1141,33.5001,33.5358,1.0989999999999966,3.2771,40763316.0,2403613052.0
106,000538.SZ,20110331,33.1496,34.6467,35.5319,32.6743,34.6348,-1.485199999999999,-4.2882,88910233.0,5072375768.0
105,000538.SZ,20110429,34.2427,33.1793,35.1457,32.0862,33.1496,1.0930999999999997,3.2975,58085387.0,3305534944.0
104,000538.SZ,20110531,34.415,33.8625,36.821,33.5061,34.2427,0.1722999999999999,0.5032,53722413.0,3171967776.0
103,000538.SZ,20110630,33.91,34.4091,35.5734,32.407,34.415,-0.5050000000000026,-1.4674,26643949.0,1524991124.0
102,000538.SZ,20110729,36.3585,33.9664,37.9057,33.764,33.9664,2.3920999999999992,7.0425,43003492.0,2613195396.0
101,000538.SZ,20110831,37.1619,36.3585,39.316,35.216,36.3585,0.8034000000000034,2.2097,40057674.0,2518312088.0
100,000538.SZ,20110930,33.6212,37.1619,37.4058,33.0559,37.1619,-3.540700000000001,-9.5278,19505615.0,1153894216.0
99,000538.SZ,20111031,33.6034,33.6807,34.2282,31.6694,33.6212,-0.017800000000001148,-0.0529,19239337.0,1076654172.0
98,000538.SZ,20111130,36.3466,33.3891,37.263,33.3237,33.6034,2.7432000000000016,8.1635,35458894.0,2122889204.0
97,000538.SZ,20111230,31.5385,36.5965,37.2392,30.4674,36.3466,-4.808100000000003,-13.2285,35090376.0,1981719384.0
96,000538.SZ,20120131,29.0868,31.5385,31.8241,27.1231,31.5385,-2.451699999999999,-7.7737,39218991.0,1939340772.0
95,000538.SZ,20120229,30.991,29.0392,31.8063,29.0392,29.0868,1.9041999999999994,6.5466,44035734.0,2248221708.0
94,000538.SZ,20120330,29.2891,30.9434,32.7643,28.7357,30.991,-1.7018999999999984,-5.4916,67339684.0,3465338288.0
93,000538.SZ,20120427,30.0151,29.2772,30.1579,28.3846,29.2891,0.7259999999999991,2.4787,37310254.0,1842346448.0
92,000538.SZ,20120531,30.3365,30.3067,32.2407,30.0508,30.0151,0.3214000000000006,1.0708,54610270.0,2846286612.0
91,000538.SZ,20120629,35.373,30.5217,35.7012,30.4919,30.4203,4.9526999999999965,16.2809,61711735.0,3442528248.0
90,000538.SZ,20120731,35.3253,35.5102,38.0045,34.0244,35.373,-0.047699999999998965,-0.1348,56110275.0,3380440280.0
89,000538.SZ,20120831,34.6689,35.0567,38.5236,33.8335,35.3253,-0.6563999999999979,-1.8582,42735331.0,2618914392.0
88,000538.SZ,20120928,37.1154,34.46,37.4734,34.3288,34.6689,2.4465000000000003,7.0568,27795013.0,1685649604.0
87,000538.SZ,20121031,39.0845,37.1154,39.174,36.3337,37.1154,1.9690999999999974,5.3053,29158037.0,1844588520.0
86,000538.SZ,20121130,37.7061,39.2337,40.3376,36.9364,39.0845,-1.3783999999999992,-3.5267,40741805.0,2644018504.0
85,000538.SZ,20121231,40.5763,37.7061,40.5763,36.7096,37.7061,2.870200000000004,7.612,56147564.0,3583176088.0
84,000538.SZ,20130131,45.6484,40.5345,46.8895,38.1775,40.5763,5.072099999999999,12.5002,56005255.0,3948773216.0
83,000538.SZ,20130228,45.3202,45.72,47.5996,40.4391,45.6484,-0.3282000000000025,-0.719,39640963.0,2992180658.0
82,000538.SZ,20130329,51.0188,45.3202,52.0809,44.3356,45.3202,5.698599999999999,12.5741,44731637.0,3606177600.0
81,000538.SZ,20130426,50.8397,50.3027,52.8089,47.3251,51.0188,-0.17909999999999826,-0.351,28715715.0,2399300544.0
80,000538.SZ,20130531,53.7039,50.422,54.8138,50.1297,50.8397,2.8641999999999967,5.6338,39675356.0,3484833568.0
79,000538.SZ,20130628,50.4014,53.8991,54.0611,47.4437,53.9951,-3.5936999999999983,-6.6556,38786027.0,3293053328.0
78,000538.SZ,20130731,62.4663,50.3774,66.6479,49.9814,50.4014,12.064899999999994,23.9376,48713212.0,4794383548.0
77,000538.SZ,20130830,61.7944,62.3943,65.982,58.9746,62.4663,-0.6718999999999937,-1.0756,41209690.0,4303729632.0
76,000538.SZ,20130930,70.2296,61.7884,71.0275,59.6286,61.7944,8.435200000000002,13.6504,51067090.0,5482389796.0
75,000538.SZ,20131031,62.1423,69.5936,71.5735,58.3147,70.2296,-8.087300000000006,-11.5155,39995866.0,4349538772.0
74,000538.SZ,20131129,62.3943,60.5945,63.3542,56.5148,62.1423,0.25200000000000244,0.4055,33937020.0,3369904000.0
73,000538.SZ,20131231,61.1884,61.8004,64.6321,56.8508,62.3943,-1.2058999999999997,-1.9327,34429824.0,3463966232.0
72,000538.SZ,20140130,55.093,61.1764,62.6343,52.7352,61.1884,-6.095399999999998,-9.9617,47255502.0,4473941662.0
71,000538.SZ,20140228,51.5353,54.493,55.4949,48.5236,55.093,-3.557700000000004,-6.4576,61219391.0,5349515056.0
70,000538.SZ,20140331,50.3954,51.6553,55.075,46.9637,51.5353,-1.1398999999999972,-2.2119,81407917.0,6947800752.0
69,000538.SZ,20140430,50.9953,50.0954,53.7551,47.1017,50.3954,0.5998999999999981,1.1904,56319598.0,4768669264.0
68,000538.SZ,20140530,52.0703,76.2184,82.373,51.1833,76.9334,-24.863100000000003,-32.3177,35366754.0,2903194352.0
67,000538.SZ,20140630,47.2462,52.0522,52.2513,45.0739,52.0703,-4.824100000000001,-9.2646,94373451.0,4967954360.0
66,000538.SZ,20140731,48.9477,47.4724,49.4184,42.6301,47.2462,1.7014999999999958,3.6013,148983379.0,7614852085.2
65,000538.SZ,20140829,45.3002,48.6038,51.12,44.739,48.9477,-3.647500000000001,-7.4518,137552589.0,7285536392.7
64,000538.SZ,20140930,46.4044,45.3002,47.5629,45.2549,45.3002,1.1042000000000058,2.4375,149276397.0,7672286144.4
63,000538.SZ,20141031,48.3956,46.5221,52.36,46.1691,46.4044,1.9911999999999992,4.291,258864610.0,14266858469.58
62,000538.SZ,20141128,50.6765,48.4228,51.4549,47.1104,48.3956,2.2808999999999955,4.713,245241240.0,13288684577.08
61,000538.SZ,20141231,57.157,50.5045,57.8087,50.0791,50.6765,6.480499999999999,12.788,395819141.0,23484504332.99
60,000538.SZ,20150130,56.9669,57.1751,63.7642,56.1342,57.157,-0.19009999999999394,-0.3326,199106991.0,13012010463.98
59,000538.SZ,20150227,56.3695,56.1161,57.5009,54.1792,56.9669,-0.5974000000000004,-1.0487,80374687.0,4958377676.9
58,000538.SZ,20150331,60.3248,56.6411,62.4518,55.211,56.3695,3.955300000000001,7.0167,257688014.0,16712965766.68
57,000538.SZ,20150430,62.8863,60.3339,68.1177,60.1257,60.3248,2.5614999999999952,4.2462,334153220.0,23529095620.8
56,000538.SZ,20150529,67.8643,62.8953,69.3849,60.3339,62.8863,4.9780000000000015,7.9159,299932419.0,21221714053.54
55,000538.SZ,20150630,78.0829,68.3712,80.8344,63.4022,67.8643,10.218599999999995,15.0574,387270441.0,31124105745.97
54,000538.SZ,20150731,67.0358,77.4507,79.437,58.4889,78.6079,-11.572100000000006,-14.7213,358756243.0,26524159079.69
53,000538.SZ,20150831,63.2088,66.1338,71.5917,53.1767,67.0358,-3.826999999999998,-5.7089,129921349.0,9253028162.81
52,000538.SZ,20150930,58.3158,61.9696,65.2043,57.678,63.2088,-4.892999999999994,-7.741,79840082.0,5453474372.2
51,000538.SZ,20151030,61.3683,60.5938,63.4731,59.3637,58.3158,3.052499999999995,5.2344,53198869.0,3598151944.38
50,000538.SZ,20151130,61.6689,61.0038,66.5164,60.1382,61.3683,0.30060000000000286,0.4898,68511110.0,4781124590.23
49,000538.SZ,20151231,66.1702,61.6689,74.1248,60.8762,61.6689,4.501299999999993,7.2991,92045410.0,6809392821.19
48,000538.SZ,20160129,54.6619,66.234,66.4891,51.6641,66.1702,-11.508299999999991,-17.392,93803642.0,5870702968.28
47,000538.SZ,20160229,50.1151,54.6711,56.3932,48.7484,54.6619,-4.546800000000005,-8.318,51466070.0,3077807709.25
46,000538.SZ,20160331,55.8556,50.188,56.4934,49.6778,50.1151,5.740500000000004,11.4546,83546870.0,4935321911.1
45,000538.SZ,20160429,55.0811,55.6734,57.8511,53.7508,55.8556,-0.7745000000000033,-1.3866,48996293.0,2991134526.75
44,000538.SZ,20160531,56.8761,55.0538,57.8602,53.5321,55.0811,1.7950000000000017,3.2588,67998704.0,4202724193.0
43,000538.SZ,20160630,59.1567,57.3443,60.2055,55.7711,57.4271,1.7295999999999978,3.0118,73458467.0,4636227692.69
42,000538.SZ,20160729,63.6924,59.3407,66.48,57.9607,59.1567,4.5356999999999985,7.6673,71173873.0,4874332962.59
41,000538.SZ,20161230,70.0588,70.0588,70.0588,70.0588,63.6924,6.366400000000006,9.9955,2119274.0,161382715.1
40,000538.SZ,20170126,69.378,72.5705,72.6809,64.916,70.0588,-0.680800000000005,-0.9718,148184969.0,10968159434.52
39,000538.SZ,20170228,70.5372,69.4608,73.4077,68.7708,69.378,1.1591999999999985,1.6708,65372663.0,5064018935.93
38,000538.SZ,20170331,78.3113,70.482,81.789,69.5252,70.5372,7.774100000000004,11.0213,103354671.0,8462485214.47
37,000538.SZ,20170428,78.6609,78.2929,84.3006,74.8153,78.3113,0.34959999999999525,0.4464,87624915.0,7558472863.06
36,000538.SZ,20170531,81.5866,77.2809,84.6226,74.5485,78.6609,2.925700000000006,3.7194,76609222.0,6686926023.71
35,000538.SZ,20170630,86.343,81.5866,89.6919,80.6666,81.5866,4.756399999999999,5.8299,118603738.0,11081060923.54
34,000538.SZ,20170731,81.7359,87.12,87.1385,80.7705,87.12,-5.384100000000004,-6.1801,77460093.0,6975868221.46
33,000538.SZ,20170831,80.7612,81.7359,84.8364,78.3012,81.7359,-0.9746999999999986,-1.1925,67837757.0,5982476390.8
32,000538.SZ,20170929,84.1959,80.7426,85.3284,79.1831,80.7612,3.4346999999999923,4.2529,71146277.0,6219893694.09
31,000538.SZ,20171031,97.3219,85.4583,101.9912,83.5739,84.1959,13.126000000000005,15.5898,101272674.0,9967634911.8
30,000538.SZ,20171130,87.352,97.3219,100.4409,86.5073,97.3219,-9.969899999999996,-10.2443,155337250.0,15783851649.61
29,000538.SZ,20171229,94.4906,87.352,96.1429,86.7765,87.352,7.138599999999997,8.1722,64676758.0,6389542904.17
28,000538.SZ,20180131,93.8686,95.0661,99.327,91.4458,94.4906,-0.6219999999999999,-0.6583,95326462.0,9815776151.01
27,000538.SZ,20180228,86.6094,93.8872,94.3978,83.9452,93.8686,-7.259200000000007,-7.7334,46141976.0,4391451298.96
26,000538.SZ,20180330,91.9007,86.1453,96.9227,85.941,86.6094,5.291300000000007,6.1094,57557511.0,5757564933.5
25,000538.SZ,20180427,87.9554,91.9007,92.8197,85.217,91.9007,-3.945300000000003,-4.293,52907770.0,5062113535.44
24,000538.SZ,20180531,105.9178,87.4727,111.4412,86.9622,87.9554,17.962400000000002,20.4222,140449175.0,15278825251.58
23,000538.SZ,20180629,99.2898,104.9895,105.7322,94.7227,105.9178,-6.628,-6.2577,59142925.0,6356968183.28
22,000538.SZ,20180731,93.8595,100.7852,102.8864,92.3707,100.7852,-6.925700000000006,-6.8717,62744710.0,6442205289.48
21,000538.SZ,20180831,75.0047,94.1893,94.5002,72.5453,93.8595,-18.854799999999997,-20.0883,96795744.0,8272554155.06
20,000538.SZ,20180928,66.1756,74.2509,74.4016,64.8753,75.0047,-8.829099999999997,-11.7714,48676994.0,3582204204.44
19,000538.SZ,20181130,70.1991,64.847,71.5937,64.5455,66.1756,4.0234999999999985,6.08,63200323.0,4606928397.35
18,000538.SZ,20181228,69.6903,71.2356,75.3439,66.2227,70.1991,-0.5088000000000079,-0.7248,90796221.0,6895104713.31
17,000538.SZ,20190131,73.2426,70.2933,75.5512,65.0166,69.6903,3.5523000000000025,5.0973,84564722.0,6390516397.28
16,000538.SZ,20190228,80.1683,73.7986,83.0234,73.252,73.2426,6.925700000000006,9.4558,70252822.0,5922046291.73
15,000538.SZ,20190329,80.5641,83.7489,84.0976,77.464,80.1683,0.39579999999999416,0.4937,123656396.0,10569899395.87
14,000538.SZ,20190430,83.3909,80.8467,93.1716,78.4063,80.5641,2.8268000000000058,3.5088,168166750.0,14989188459.37
13,000538.SZ,20190531,73.2049,81.5063,81.5158,67.9471,83.3909,-10.186000000000007,-12.2148,61673729.0,4973999623.4
12,000538.SZ,20190628,80.6713,75.2172,81.3096,70.9235,75.1301,5.5412000000000035,7.3755,71031122.0,5567124156.3
11,000538.SZ,20190731,73.4185,81.387,82.6828,73.0123,80.6713,-7.252800000000008,-8.9906,86509311.0,6895537309.21
10,000538.SZ,20190830,74.1728,73.5925,77.8669,70.6914,73.4185,0.7543000000000006,1.0274,76817836.0,5884258307.32
9,000538.SZ,20190930,73.5442,73.6989,76.397,72.6061,74.1728,-0.6285999999999916,-0.8475,95137005.0,7304708792.27
8,000538.SZ,20191031,83.6982,73.5345,85.1971,72.8673,73.5442,10.153999999999996,13.8067,148611863.0,12236627032.98
7,000538.SZ,20191129,85.0037,82.6828,91.7537,82.0059,83.6982,1.305499999999995,1.5598,126614272.0,11401552962.9
6,000538.SZ,20191231,86.4833,84.6169,86.8992,81.8415,85.0037,1.479600000000005,1.7406,76963378.0,6689356085.36
5,000538.SZ,20200123,83.7466,87.0345,88.9686,82.8279,86.4833,-2.736699999999999,-3.1644,65526116.0,5800563991.36
4,000538.SZ,20200228,76.0972,75.4106,83.6015,75.0431,83.7466,-7.6494,-9.134,113647844.0,9379231636.65
3,000538.SZ,20200331,82.7312,76.0875,83.1663,68.6606,76.0972,6.634,8.7178,159277021.0,12671946482.24
2,000538.SZ,20200430,87.344,82.8279,92.5951,79.9557,82.7312,4.612799999999993,5.5756,116285864.0,10088992390.37
1,000538.SZ,20200529,85.2745,87.0345,89.4522,81.8125,87.344,-2.069499999999991,-2.3694,104308306.0,9234825049.64
0,000538.SZ,20200630,93.81,88.34,97.09,84.8,88.18,5.6299999999999955,6.3847,126370853.0,11360923441.04
