,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
122,000514.SZ,20100129,10.0401,9.9304,11.7951,9.2649,9.9304,0.10970000000000013,1.1047,335036781.0,4733753044.0
121,000514.SZ,20100226,11.9121,9.8572,12.3216,9.3819,10.0401,1.8719999999999999,18.6452,317298213.0,4826261608.0
120,000514.SZ,20100331,10.5885,12.6141,12.9285,10.3472,11.9121,-1.3236000000000008,-11.1114,303997960.0,4675217280.0
119,000514.SZ,20100430,8.059,11.6336,13.1311,7.8497,11.6577,-3.598700000000001,-30.8697,247893797.0,3210888980.0
118,000514.SZ,20100531,7.1814,7.8738,7.9543,6.5132,8.059,-0.8775999999999993,-10.8897,195844388.0,1779222256.0
117,000514.SZ,20100630,6.7789,7.0043,8.7353,6.634,7.1814,-0.40249999999999986,-5.6048,206422458.0,1924228416.0
116,000514.SZ,20100730,9.1217,6.7386,9.323,6.6984,6.7789,2.3428000000000004,34.5602,495165000.0,5163735896.0
115,000514.SZ,20100831,8.373,8.9768,9.2988,8.228,9.1217,-0.7487000000000013,-8.2079,279505067.0,3050785904.0
114,000514.SZ,20100930,7.7289,8.3649,8.6628,7.3263,8.373,-0.644099999999999,-7.6926,148113687.0,1497138092.0
113,000514.SZ,20101029,7.7208,7.5679,8.4454,7.5035,7.7289,-0.008100000000000662,-0.1048,177368474.0,1746191104.0
112,000514.SZ,20101130,7.5759,7.7128,9.1217,7.2297,7.7208,-0.1448999999999998,-1.8767,387943577.0,3937357276.0
111,000514.SZ,20101231,6.9318,7.5598,7.8013,6.7708,7.5759,-0.6440999999999999,-8.502,140069741.0,1287127950.0
110,000514.SZ,20110131,6.5696,6.9882,7.3827,6.3361,6.9318,-0.36219999999999963,-5.2252,61328517.0,526704000.0
109,000514.SZ,20110228,7.3505,6.5615,7.4793,6.481,6.5696,0.7808999999999999,11.8866,91148020.0,784230080.0
108,000514.SZ,20110331,7.0768,7.3344,7.8819,6.803,7.3505,-0.27369999999999983,-3.7236,166328999.0,1509208930.0
107,000514.SZ,20110429,6.481,7.0446,7.4069,6.3602,7.0768,-0.5958000000000006,-8.4191,73804166.0,646108735.0
106,000514.SZ,20110531,6.0769,6.5133,6.9335,5.9395,6.5052,-0.4283000000000001,-6.584,45263032.0,367572494.0
105,000514.SZ,20110630,6.3032,6.1254,6.4002,5.8183,6.0769,0.22630000000000017,3.7239,50304266.0,382001169.0
104,000514.SZ,20110729,5.9072,6.3032,6.9093,5.8183,6.3032,-0.3960000000000008,-6.2825,120960712.0,974011867.0
103,000514.SZ,20110831,5.6082,5.9153,5.9476,4.9698,5.9072,-0.2989999999999995,-5.0616,49254237.0,334605082.0
102,000514.SZ,20110930,4.6708,5.4951,5.5436,4.5739,5.6082,-0.9374000000000002,-16.7148,29653237.0,187980192.0
101,000514.SZ,20111031,4.6062,4.6708,4.8082,4.2102,4.6708,-0.06459999999999955,-1.3831,26980784.0,152217393.0
100,000514.SZ,20111130,4.4284,4.5819,4.7436,4.2587,4.6062,-0.1778000000000004,-3.86,41853231.0,235073077.0
99,000514.SZ,20111230,3.7415,4.6062,5.1719,3.6041,4.4284,-0.6869000000000001,-15.5112,52968217.0,279485952.0
98,000514.SZ,20120131,3.7577,3.7819,3.9031,3.4829,3.7415,0.016199999999999992,0.433,22539185.0,103587985.0
97,000514.SZ,20120229,4.5011,3.7496,5.0264,3.7173,3.7577,0.7434000000000003,19.7834,121038837.0,657395590.0
96,000514.SZ,20120330,3.9597,4.5011,4.8244,3.7981,4.5011,-0.5413999999999999,-12.0282,90275924.0,493314018.0
95,000514.SZ,20120427,4.8163,3.9516,5.584,3.8951,3.9597,0.8565999999999998,21.633,230889570.0,1386976924.0
94,000514.SZ,20120531,4.9144,5.3871,5.503,4.5219,5.3157,-0.4013,-7.5493,143170008.0,805279446.0
93,000514.SZ,20120629,4.5576,4.9144,5.1463,4.4327,4.9144,-0.3567999999999998,-7.2603,93281068.0,498957159.0
92,000514.SZ,20120731,4.1027,4.5754,4.8608,4.0225,4.5576,-0.4549000000000003,-9.9811,70632526.0,356036977.0
91,000514.SZ,20120831,3.9154,4.1027,4.4773,3.8708,4.1027,-0.18729999999999958,-4.5653,55093937.0,258734675.0
90,000514.SZ,20120928,3.8708,3.9065,4.1652,3.7103,3.9154,-0.04459999999999997,-1.1391,35997155.0,160515179.0
89,000514.SZ,20121031,3.9511,3.8887,4.3703,3.8084,3.8708,0.08029999999999982,2.0745,55900898.0,250645627.0
88,000514.SZ,20121130,3.6479,3.9333,4.3881,3.5319,3.9511,-0.3031999999999999,-7.6738,69894449.0,313245256.0
87,000514.SZ,20121231,4.4417,3.6657,4.5844,3.4784,3.6479,0.7938000000000001,21.7605,133463010.0,611223255.0
