,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
108,000547.SZ,20100129,3.6017,3.781,4.0896,3.4797,3.4367,0.16500000000000004,4.8011,103838051.0,1105088617.0
107,000547.SZ,20100226,4.0035,3.6017,4.0644,3.5515,3.6017,0.4017999999999997,11.1558,107323343.0,1144312720.0
106,000547.SZ,20100331,3.799,3.9748,4.0178,3.512,4.0035,-0.2044999999999999,-5.108,95848388.0,1009468080.0
105,000547.SZ,20100430,4.2474,3.8026,5.2339,3.7595,3.799,0.4483999999999999,11.8031,308605812.0,3921481492.0
104,000547.SZ,20100531,3.5048,4.1254,4.6097,2.9775,4.2474,-0.7425999999999999,-17.4836,127764632.0,1319687812.0
103,000547.SZ,20100630,3.5371,3.4438,3.9999,3.2286,3.5048,0.03230000000000022,0.9216,104728918.0,1071554022.0
102,000547.SZ,20100730,3.8922,3.5371,3.9963,3.1568,3.5371,0.35509999999999975,10.0393,77526925.0,796974625.0
101,000547.SZ,20100831,4.2223,3.8922,4.4268,3.6914,3.8922,0.33009999999999984,8.4811,151355928.0,1719112312.0
100,000547.SZ,20100930,4.4806,4.1936,4.7066,4.007,4.2223,0.2583000000000002,6.1175,142841573.0,1756398316.0
99,000547.SZ,20101029,5.381,4.52,5.4456,4.0896,4.4806,0.9004000000000003,20.0955,175076856.0,2332971844.0
98,000547.SZ,20101130,5.2734,5.5173,6.633,4.8429,5.381,-0.10760000000000058,-1.9996,231364891.0,3656166416.0
97,000547.SZ,20101231,5.0617,5.2518,5.9012,4.8429,5.2734,-0.21169999999999956,-4.0145,129919566.0,1950893828.0
96,000547.SZ,20110131,4.3586,5.0617,5.2375,4.0214,5.0617,-0.7031000000000001,-13.8906,58993411.0,745665523.0
95,000547.SZ,20110228,5.0043,4.3658,5.0079,4.2869,4.3586,0.6456999999999997,14.8144,53116131.0,689987924.0
94,000547.SZ,20110331,4.7066,5.0151,5.3666,4.6671,5.0043,-0.29769999999999985,-5.9489,118523651.0,1673444256.0
93,000547.SZ,20110429,4.6097,4.7066,5.1657,4.4698,4.7066,-0.09689999999999976,-2.0588,59674532.0,812243028.0
92,000547.SZ,20110531,4.1434,4.6133,5.0043,3.9461,4.6097,-0.4663000000000004,-10.1156,44309909.0,575445957.0
91,000547.SZ,20110630,4.0573,4.1075,4.233,3.5873,4.1434,-0.08610000000000007,-2.078,35278723.0,394305226.0
90,000547.SZ,20110729,4.312,4.0896,4.5272,4.0537,4.0573,0.2547000000000006,6.2776,56607723.0,680120928.0
89,000547.SZ,20110831,4.6276,4.3765,4.9326,4.0896,4.312,0.3155999999999999,7.3191,98729913.0,1279589078.0
88,000547.SZ,20110930,3.8629,9.3516,9.9414,3.6903,9.2796,-5.4167000000000005,-58.3721,86508331.0,1048445206.0
87,000547.SZ,20111031,4.0428,3.8629,4.424,3.6543,3.8629,0.17989999999999995,4.6571,100688093.0,571356312.0
86,000547.SZ,20111130,3.6615,3.9708,4.4528,3.5824,4.0428,-0.38129999999999953,-9.4316,143922405.0,829935663.0
85,000547.SZ,20111230,3.0213,3.7119,3.7406,2.7695,3.6615,-0.6402000000000001,-17.4846,57486368.0,253944738.0
84,000547.SZ,20120131,3.2083,3.0357,3.3594,2.6832,3.0213,0.18699999999999983,6.1894,60917582.0,260579014.0
83,000547.SZ,20120229,3.7478,3.2155,4.0643,3.1004,3.2083,0.5394999999999999,16.8158,270334743.0,1396912099.0
82,000547.SZ,20120330,3.3738,3.7119,4.2082,3.2946,3.7478,-0.37399999999999967,-9.9792,172631236.0,924475132.0
81,000547.SZ,20120427,4.2873,3.3881,4.4888,3.3594,3.3738,0.9135,27.0763,242086285.0,1400056853.0
80,000547.SZ,20120531,4.2442,4.3593,4.6326,3.942,4.2873,-0.043099999999999916,-1.0053,208965106.0,1250566854.0
79,000547.SZ,20120629,3.7622,4.2442,4.2658,3.6615,4.2442,-0.4820000000000002,-11.3567,82303458.0,465655145.0
78,000547.SZ,20120731,3.5824,3.8054,4.237,3.5392,3.7622,-0.17980000000000018,-4.7791,118806643.0,644605360.0
77,000547.SZ,20120831,3.5801,4.7961,4.9809,3.473,4.8447,-1.2645999999999997,-26.1028,118477646.0,465039779.0
76,000547.SZ,20120928,3.6871,3.5801,3.9789,3.5022,3.5801,0.1070000000000002,2.9887,160144217.0,615123652.0
75,000547.SZ,20121031,3.512,3.6871,3.7649,3.4925,3.6871,-0.17510000000000003,-4.749,96154124.0,359856571.0
