,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
124,000421.SZ,20100129,5.8,6.0485,6.6562,5.7171,6.0209,-0.22090000000000032,-3.6689,135706610.0,912338363.0
123,000421.SZ,20100226,6.2511,5.8368,6.2787,5.5422,5.8,0.4511000000000003,7.7776,52347996.0,339790099.0
122,000421.SZ,20100331,6.9323,6.2603,7.0612,6.067,6.2511,0.6811999999999996,10.8973,199610500.0,1419974694.0
121,000421.SZ,20100430,6.2603,6.9416,7.7333,6.0854,6.9323,-0.6719999999999997,-9.6938,270830943.0,2100666952.0
120,000421.SZ,20100531,5.2016,6.1498,6.6746,4.6952,6.2603,-1.0587,-16.9113,101830244.0,620668704.0
119,000421.SZ,20100630,4.3638,5.1647,5.2384,4.327,5.2016,-0.8377999999999997,-16.1066,64079261.0,343402796.0
118,000421.SZ,20100730,5.0174,4.327,5.0451,4.0508,4.3638,0.6536,14.9778,85111948.0,429270482.0
117,000421.SZ,20100831,6.3063,5.0174,6.3063,4.9254,5.0174,1.2889,25.6886,198518512.0,1188250840.0
116,000421.SZ,20100930,6.4168,6.2603,7.1625,5.7539,6.3063,0.11050000000000004,1.7522,224160225.0,1557357744.0
115,000421.SZ,20101029,6.4812,6.4444,6.6562,5.7816,6.4168,0.06440000000000001,1.0036,131522000.0,896408884.0
114,000421.SZ,20101130,5.4133,6.4628,6.7206,5.2752,6.4812,-1.0679000000000007,-16.4769,160896746.0,1074941658.0
113,000421.SZ,20101231,5.2108,5.4317,5.5882,4.953,5.4133,-0.20249999999999968,-3.7408,57462269.0,334820543.0
112,000421.SZ,20110131,5.0266,5.1924,5.312,4.7228,5.2108,-0.1841999999999997,-3.535,26979553.0,147761467.0
111,000421.SZ,20110228,6.0946,4.9898,6.4536,4.9254,5.0266,1.0679999999999996,21.247,88243727.0,545233183.0
110,000421.SZ,20110331,6.4536,6.113,6.5365,5.8,6.0946,0.359,5.8905,123438951.0,815649967.0
109,000421.SZ,20110429,6.067,6.426,6.5089,5.7724,6.4536,-0.3865999999999996,-5.9905,84585385.0,561970712.0
108,000421.SZ,20110531,5.4225,6.0393,6.8127,5.22,6.067,-0.6444999999999999,-10.623,177413052.0,1210461803.0
107,000421.SZ,20110630,5.5974,5.4225,5.6251,4.9806,5.4225,0.17490000000000006,3.2254,53609455.0,310990214.0
106,000421.SZ,20110729,5.5146,5.6435,6.2603,5.4593,5.5974,-0.08280000000000065,-1.4793,189751813.0,1217810622.0
105,000421.SZ,20110831,5.3857,5.5146,5.6435,5.0358,5.5146,-0.1288999999999998,-2.3374,45766726.0,267769119.0
