,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
4778,600000.SH,20000509,24.9,24.9,24.35,24.43,25.0,-0.5700000000000003,-2.28,26061.0,63808.332
4777,600000.SH,20000510,24.4,24.51,23.98,24.0,24.43,-0.4299999999999997,-1.7601,58738.0,141397.664
4776,600000.SH,20000511,24.0,24.27,23.8,23.9,24.0,-0.10000000000000142,-0.4167,33883.0,81370.247
4775,600000.SH,20000512,23.93,24.1,23.85,23.94,23.9,0.0400000000000027,0.1674,29693.0,71131.31
4774,600000.SH,20000515,23.95,24.0,23.01,23.06,23.94,-0.8800000000000026,-3.6759,40783.0,94939.549
4773,600000.SH,20000516,23.07,23.45,23.06,23.2,23.06,0.14000000000000057,0.6071,20713.0,48081.624
4772,600000.SH,20000517,23.25,23.35,23.06,23.15,23.2,-0.05000000000000071,-0.2155,21336.0,49378.357
4771,600000.SH,20000518,23.15,23.3,23.0,23.25,23.15,0.10000000000000142,0.432,29467.0,68124.88
4770,600000.SH,20000519,23.3,23.69,23.25,23.5,23.25,0.25,1.0753,27921.0,65444.252
4769,600000.SH,20000522,23.5,23.88,23.3,23.69,23.5,0.19000000000000128,0.8085,36082.0,84995.622
4768,600000.SH,20000523,23.85,23.96,23.3,23.47,23.69,-0.22000000000000242,-0.9287,28880.0,67951.037
4767,600000.SH,20000524,23.5,23.8,23.3,23.63,23.47,0.16000000000000014,0.6817,34565.0,81374.021
4766,600000.SH,20000525,23.7,24.5,23.65,24.29,23.63,0.6600000000000001,2.7931,76043.0,183401.585
4765,600000.SH,20000526,24.33,24.45,23.85,23.9,24.29,-0.39000000000000057,-1.6056,36150.0,86693.231
4764,600000.SH,20000529,23.9,23.98,23.6,23.74,23.9,-0.16000000000000014,-0.6695,31477.0,74592.064
4763,600000.SH,20000530,23.74,23.95,23.35,23.4,23.74,-0.33999999999999986,-1.4322,29707.0,70035.539
4762,600000.SH,20000531,23.4,23.88,23.3,23.45,23.4,0.05000000000000071,0.2137,35973.0,84459.834
4761,600000.SH,20000601,23.5,23.68,23.36,23.44,23.45,-0.00999999999999801,-0.0426,22703.0,53251.012
4760,600000.SH,20000602,23.5,23.97,23.4,23.7,23.44,0.259999999999998,1.1092,30472.0,72152.781
4759,600000.SH,20000605,23.8,23.97,23.59,23.65,23.7,-0.05000000000000071,-0.211,36028.0,85402.416
4758,600000.SH,20000606,23.66,23.98,23.65,23.84,23.65,0.19000000000000128,0.8034,26270.0,62564.701
4757,600000.SH,20000607,23.9,24.18,23.72,23.92,23.84,0.08000000000000185,0.3356,35077.0,83916.776
4756,600000.SH,20000608,23.99,24.34,23.81,23.91,23.92,-0.010000000000001563,-0.0418,42101.0,101488.513
4755,600000.SH,20000609,24.0,24.25,23.51,23.55,23.91,-0.35999999999999943,-1.5056,24509.0,58230.845
4754,600000.SH,20000612,23.5,23.72,23.39,23.62,23.55,0.07000000000000028,0.2972,19573.0,45933.934
4753,600000.SH,20000613,23.68,24.0,23.66,23.84,23.62,0.21999999999999886,0.9314,17875.0,42589.85
4752,600000.SH,20000614,24.0,24.69,23.95,24.18,23.84,0.33999999999999986,1.4262,95156.0,232075.37
4751,600000.SH,20000615,24.3,24.55,24.15,24.36,24.18,0.17999999999999972,0.7444,30139.0,73399.141
4750,600000.SH,20000616,24.45,24.5,23.88,23.97,24.36,-0.39000000000000057,-1.601,25612.0,61776.775
4749,600000.SH,20000619,24.0,24.15,23.68,23.8,23.97,-0.16999999999999815,-0.7092,18308.0,43529.667
4748,600000.SH,20000620,23.8,23.83,23.61,23.65,23.8,-0.15000000000000213,-0.6303,13883.0,32869.45
4747,600000.SH,20000621,23.6,23.75,23.5,23.7,23.65,0.05000000000000071,0.2114,15680.0,36978.461
4746,600000.SH,20000622,23.75,23.8,23.51,23.54,23.7,-0.16000000000000014,-0.6751,17818.0,42017.241
4745,600000.SH,20000623,23.54,23.67,23.4,23.56,23.54,0.019999999999999574,0.085,24542.0,57647.819
4744,600000.SH,20000626,23.57,23.69,23.47,23.57,23.56,0.010000000000001563,0.0424,24138.0,56816.674
4743,600000.SH,20000627,23.6,23.67,23.38,23.42,23.57,-0.14999999999999858,-0.6364,27711.0,64999.89
4742,600000.SH,20000628,23.43,23.7,23.35,23.41,23.42,-0.010000000000001563,-0.0427,24316.0,56986.819
4741,600000.SH,20000629,23.45,23.6,23.23,23.3,23.41,-0.10999999999999943,-0.4699,34829.0,81188.427
4740,600000.SH,20000630,23.3,23.7,23.25,23.55,23.3,0.25,1.073,22713.0,53155.958
4739,600000.SH,20000703,23.5,23.5,23.2,23.23,23.55,-0.3200000000000003,-1.3588,20275.0,47119.215
4738,600000.SH,20000704,23.2,23.3,23.12,23.25,23.23,0.019999999999999574,0.0861,15152.0,35139.353
4737,600000.SH,20000705,23.25,23.47,23.15,23.22,23.25,-0.030000000000001137,-0.129,14219.0,32988.587
4736,600000.SH,20000706,23.312,23.4329,23.1711,23.2416,23.2315,0.010099999999997777,0.0435,13201.0,30495.193
4735,600000.SH,20000707,23.2416,23.4832,23.2113,23.4127,23.2416,0.1711000000000027,0.7362,12941.0,29985.289
4734,600000.SH,20000710,23.4631,23.5638,23.2214,23.2718,23.4127,-0.14090000000000202,-0.6018,19901.0,45984.564
4733,600000.SH,20000711,23.2718,23.735,23.2617,23.6242,23.2718,0.3523999999999994,1.5143,24147.0,56295.528
4732,600000.SH,20000712,23.6645,24.1176,23.6242,23.7652,23.6242,0.1410000000000018,0.5968,31938.0,75686.155
4731,600000.SH,20000713,23.9465,23.9666,23.5235,23.6041,23.7652,-0.16110000000000113,-0.6779,23742.0,55708.673
4730,600000.SH,20000714,23.6141,23.7652,23.4329,23.7652,23.6041,0.16110000000000113,0.6825,20484.0,47846.538
4729,600000.SH,20000717,23.8155,23.8558,23.5034,23.5638,23.7652,-0.20139999999999958,-0.8475,16673.0,39087.272
4728,600000.SH,20000718,23.5638,23.6343,23.4127,23.5134,23.5638,-0.05039999999999978,-0.2139,15962.0,37244.459
4727,600000.SH,20000719,23.5638,23.9666,23.5235,23.876,23.5134,0.3626000000000005,1.5421,27666.0,65375.825
4726,600000.SH,20000720,23.9666,24.0472,23.5839,23.6141,23.876,-0.2619000000000007,-1.0969,18707.0,44190.878
4725,600000.SH,20000721,23.9666,23.9666,23.6041,23.7048,23.6141,0.09069999999999823,0.3841,19836.0,46836.849
4724,600000.SH,20000724,23.7249,23.8155,23.443,23.4732,23.7048,-0.23160000000000025,-0.977,13788.0,32203.727
4723,600000.SH,20000725,23.4631,23.6846,23.3624,23.6846,23.4732,0.21140000000000114,0.9006,15142.0,35311.111
4722,600000.SH,20000726,23.6645,23.6846,23.453,23.5537,23.6846,-0.13090000000000046,-0.5527,13503.0,31593.068
4721,600000.SH,20000727,23.5638,25.8799,23.5638,24.7017,23.5537,1.1479999999999997,4.874,237187.0,587270.283
4720,600000.SH,20000728,24.5708,24.8729,24.1479,24.1579,24.7017,-0.5437999999999974,-2.2015,40805.0,98283.113
4719,600000.SH,20000731,24.1982,24.5708,24.1479,24.2183,24.1579,0.06039999999999779,0.25,29561.0,71283.308
4718,600000.SH,20000801,24.2284,24.5205,24.168,24.2183,24.2183,0.0,0.0,16547.0,39913.391
4717,600000.SH,20000802,24.2788,24.3493,23.9666,24.0169,24.2183,-0.20139999999999958,-0.8316,20595.0,49172.469
4716,600000.SH,20000803,24.0673,24.3593,23.8256,24.0673,24.0169,0.05039999999999978,0.2099,23796.0,56707.989
4715,600000.SH,20000804,24.0774,24.2183,23.8659,24.0472,24.0673,-0.02009999999999934,-0.0835,20350.0,48536.486
4714,600000.SH,20000807,24.0673,24.168,23.9465,24.027,24.0472,-0.020199999999999108,-0.084,15183.0,36269.312
4713,600000.SH,20000808,24.168,24.1982,23.9666,24.0673,24.027,0.04029999999999845,0.1677,13345.0,31858.537
4712,600000.SH,20000809,24.0673,24.4701,24.0371,24.2385,24.0673,0.1711999999999989,0.7113,20450.0,49178.595
4711,600000.SH,20000810,24.3694,24.3694,24.0169,24.0673,24.2385,-0.1711999999999989,-0.7063,20391.0,48813.846
4710,600000.SH,20000811,24.0673,24.2183,23.9666,24.0673,24.0673,0.0,0.0,21734.0,51988.91
4709,600000.SH,20000814,24.0673,24.5909,24.0673,24.2888,24.0673,0.22149999999999892,0.9203,24086.0,58221.548
4708,600000.SH,20000815,24.2888,24.3493,24.168,24.2385,24.2888,-0.05030000000000001,-0.2071,13245.0,31859.776
4707,600000.SH,20000816,24.2385,24.3996,24.0371,24.2989,24.2385,0.06040000000000134,0.2492,19145.0,46013.617
4706,600000.SH,20000817,24.2788,24.6715,24.168,24.3493,24.2989,0.05039999999999978,0.2074,28808.0,69924.357
4705,600000.SH,20000818,24.3795,24.5507,24.1881,24.2183,24.3493,-0.13100000000000023,-0.538,10712.0,25864.537
4704,600000.SH,20000821,24.2888,24.309,24.0874,24.1378,24.2183,-0.08050000000000068,-0.3324,18194.0,43651.33
4703,600000.SH,20000822,24.2183,24.2284,23.9666,23.9666,24.1378,-0.1711999999999989,-0.7093,17501.0,41847.891
4702,600000.SH,20000823,23.8659,24.0472,23.3624,23.7652,23.9666,-0.20139999999999958,-0.8403,38334.0,90353.102
4701,600000.SH,20000824,23.7652,24.1378,23.6444,23.7753,23.7652,0.01010000000000133,0.0425,17217.0,40726.504
4700,600000.SH,20000825,23.7753,24.1378,23.5638,23.9162,23.7753,0.14089999999999847,0.5926,23918.0,56257.253
4699,600000.SH,20000828,23.9162,24.1176,23.7652,23.8558,23.9162,-0.06040000000000134,-0.2525,14328.0,33950.332
4698,600000.SH,20000829,23.8558,23.8558,23.6444,23.6846,23.8558,-0.1711999999999989,-0.7176,17146.0,40328.133
4697,600000.SH,20000830,23.6846,23.7652,23.4631,23.5034,23.6846,-0.18120000000000047,-0.7651,20149.0,47208.538
4696,600000.SH,20000831,23.4027,23.6544,23.3825,23.4127,23.5034,-0.09069999999999823,-0.3859,18890.0,44011.126
4695,600000.SH,20000901,23.4027,23.6645,23.3624,23.3624,23.4127,-0.05030000000000001,-0.2148,19728.0,45974.792
4694,600000.SH,20000904,23.3825,23.5638,23.2113,23.3221,23.3624,-0.040300000000002,-0.1725,13453.0,31170.252
4693,600000.SH,20000905,23.3624,23.4631,22.4561,22.5769,23.3221,-0.7452000000000005,-3.1953,52586.0,119844.028
4692,600000.SH,20000906,22.5568,22.5769,22.1741,22.2144,22.5769,-0.36249999999999716,-1.6056,30081.09,66847.234
4691,600000.SH,20000907,22.2144,22.6575,22.2144,22.3353,22.2144,0.1208999999999989,0.5442,13773.0,30649.724
4690,600000.SH,20000908,22.3554,22.4561,22.2547,22.3554,22.3353,0.02009999999999934,0.09,13229.0,29352.808
4689,600000.SH,20000911,22.3554,22.7078,22.3353,22.3755,22.3554,0.02009999999999934,0.0899,12998.0,28948.754
4688,600000.SH,20000912,22.5064,22.6374,22.3554,22.5568,22.3755,0.18130000000000024,0.8103,10405.0,23234.631
4687,600000.SH,20000913,22.5467,23.1308,22.5165,22.6676,22.5568,0.11080000000000112,0.4912,17510.0,39583.661
4686,600000.SH,20000914,22.6575,22.7582,22.4057,22.446,22.6676,-0.2215999999999987,-0.9776,8711.0,19464.678
4685,600000.SH,20000915,22.446,22.5266,22.2547,22.3151,22.446,-0.13090000000000046,-0.5832,9509.0,21101.178
4684,600000.SH,20000918,22.3453,22.436,21.872,21.9325,22.3151,-0.38260000000000005,-1.7145,13794.0,30357.332
4683,600000.SH,20000919,21.8519,21.8519,21.2276,21.3484,21.9325,-0.5840999999999994,-2.6632,20007.0,42610.663
4682,600000.SH,20000920,21.3081,21.6404,21.147,21.4491,21.3484,0.10069999999999979,0.4717,13801.0,29212.052
4681,600000.SH,20000921,21.4994,21.7311,21.2074,21.4189,21.4491,-0.03020000000000067,-0.1408,17703.0,37648.743
4680,600000.SH,20000922,21.4189,21.5297,21.2376,21.3887,21.4189,-0.03020000000000067,-0.141,10625.0,22503.52
4679,600000.SH,20000925,21.3987,21.721,21.3283,21.429,21.3887,0.04029999999999845,0.1884,12041.0,25657.817
4678,600000.SH,20000926,21.5397,21.7512,21.4491,21.58,21.429,0.1509999999999998,0.7047,10174.0,21832.799
4677,600000.SH,20000927,21.6505,22.154,21.6505,21.9526,21.58,0.37260000000000204,1.7266,13255.0,28836.512
4676,600000.SH,20000928,22.1036,22.1339,21.6304,21.6505,21.9526,-0.30209999999999937,-1.3761,7699.0,16684.227
4675,600000.SH,20000929,21.6505,21.9224,21.6505,21.7512,21.6505,0.10069999999999979,0.4651,6184.0,13372.138
4674,600000.SH,20001009,21.7512,21.8418,21.3987,21.4994,21.7512,-0.25179999999999936,-1.1576,7534.0,16080.055
4673,600000.SH,20001010,21.4994,22.1238,21.4491,22.1137,21.4994,0.6143000000000001,2.8573,14769.0,31819.913
4672,600000.SH,20001011,22.1439,22.4158,21.9526,21.9627,22.1137,-0.1509999999999998,-0.6828,18001.0,39686.556
4671,600000.SH,20001012,22.0332,22.1137,21.7008,21.7411,21.9627,-0.22160000000000224,-1.009,7157.0,15538.375
4670,600000.SH,20001013,21.8519,22.1137,21.7512,21.9425,21.7411,0.20139999999999958,0.9264,9987.0,21743.898
4669,600000.SH,20001016,21.9627,22.0332,21.4592,21.4994,21.9425,-0.4430999999999976,-2.0194,5367.0,11511.987
4668,600000.SH,20001017,21.4491,21.6304,21.3786,21.5297,21.4994,0.030299999999996885,0.1409,4623.0,9851.014
4667,600000.SH,20001018,21.5297,21.7613,21.4692,21.58,21.5297,0.05030000000000001,0.2336,5213.0,11161.191
4666,600000.SH,20001019,21.6001,21.6505,21.4189,21.4491,21.58,-0.1308999999999969,-0.6066,5367.0,11447.27
4665,600000.SH,20001020,21.4491,21.8217,21.3383,21.7613,21.4491,0.31219999999999715,1.4555,9470.0,20314.707
4664,600000.SH,20001023,21.7814,22.2446,21.7512,21.8519,21.7613,0.09060000000000201,0.4163,15990.0,34925.928
4663,600000.SH,20001024,21.8519,22.0029,21.7008,21.7713,21.8519,-0.08060000000000045,-0.3688,5897.0,12769.294
4662,600000.SH,20001025,21.7713,22.2346,21.7109,22.0634,21.7713,0.29210000000000136,1.3417,15745.0,34384.64
4661,600000.SH,20001026,22.1339,22.1439,21.8015,21.8217,22.0634,-0.24170000000000158,-1.0955,7886.0,17199.457
4660,600000.SH,20001027,21.8318,21.8519,21.5095,21.5901,21.8217,-0.23160000000000025,-1.0613,20010.0,42955.216
4659,600000.SH,20001030,21.5498,21.6505,21.4894,21.5498,21.5901,-0.04029999999999845,-0.1867,8759.0,18726.434
4658,600000.SH,20001031,21.5599,21.6505,21.429,21.4491,21.5498,-0.10069999999999979,-0.4673,9666.0,20656.944
4657,600000.SH,20001101,21.5297,21.9526,21.429,21.5699,21.4491,0.12079999999999913,0.5632,7217.0,15464.918
4656,600000.SH,20001102,21.5599,21.9526,21.4592,21.7512,21.5699,0.18130000000000024,0.8405,21014.0,45132.825
4655,600000.SH,20001103,21.7613,21.8318,21.5297,21.5699,21.7512,-0.18130000000000024,-0.8335,7412.0,15918.974
4654,600000.SH,20001106,21.5699,21.6001,21.4793,21.5196,21.5699,-0.05030000000000001,-0.2332,8795.0,18800.801
4653,600000.SH,20001107,21.5297,21.6505,21.429,21.5095,21.5196,-0.01010000000000133,-0.0469,9994.0,21314.593
4652,600000.SH,20001108,21.4994,21.7512,21.4491,21.58,21.5095,0.07049999999999912,0.3278,9130.0,19567.919
4651,600000.SH,20001109,21.6102,21.9425,21.6001,21.8519,21.58,0.27190000000000225,1.26,10604.0,22947.856
4650,600000.SH,20001110,21.9022,22.436,21.8821,22.0533,21.8519,0.20139999999999958,0.9217,33702.0,74040.117
4649,600000.SH,20001113,22.1036,22.4057,22.1036,22.2346,22.0533,0.18130000000000024,0.8221,24970.0,55158.457
4648,600000.SH,20001114,22.2547,22.3554,22.0432,22.2043,22.2346,-0.030300000000000438,-0.1363,19660.0,43218.57
4647,600000.SH,20001115,22.2043,22.6374,22.1641,22.3856,22.2043,0.18130000000000024,0.8165,32205.0,71852.692
4646,600000.SH,20001116,22.4057,22.5568,22.1339,22.2043,22.3856,-0.18130000000000024,-0.8099,20095.0,44508.436
4645,600000.SH,20001117,22.2547,22.4057,21.9929,22.0734,22.2043,-0.13090000000000046,-0.5895,16040.0,35231.353
4644,600000.SH,20001120,22.0432,22.0432,21.8519,21.8922,22.0734,-0.18120000000000047,-0.8209,11524.15,25062.369
4643,600000.SH,20001121,21.9929,22.3353,21.9929,22.0432,21.8922,0.1509999999999998,0.6897,15843.23,34759.191
4642,600000.SH,20001123,22.4561,22.6374,22.154,22.3353,22.0432,0.29210000000000136,1.3251,22109.65,49159.276
4641,600000.SH,20001124,22.3755,23.5134,22.3755,22.6575,22.3353,0.3221999999999987,1.4426,125544.41,286871.101
4640,600000.SH,20001127,22.5568,22.6575,22.154,22.2245,22.6575,-0.43299999999999983,-1.9111,24587.53,54578.878
4639,600000.SH,20001128,22.2245,22.5064,22.1842,22.3957,22.2245,0.17120000000000246,0.7703,13537.1,29982.151
4638,600000.SH,20001129,22.4057,22.4158,22.0029,22.1439,22.3957,-0.2518000000000029,-1.1243,15686.46,34534.981
4637,600000.SH,20001130,22.1339,22.2748,21.9929,22.1339,22.1439,-0.00999999999999801,-0.0452,16262.72,35661.42
4636,600000.SH,20001201,22.154,22.2648,22.0332,22.154,22.1339,0.02009999999999934,0.0908,10960.95,24077.999
4635,600000.SH,20001204,22.154,22.2043,21.8922,22.0533,22.154,-0.10069999999999979,-0.4545,15292.35,33380.522
4634,600000.SH,20001205,22.0533,22.3554,22.0332,22.154,22.0533,0.10069999999999979,0.4566,10740.53,23650.722
4633,600000.SH,20001206,22.2547,22.2547,21.8821,21.8922,22.154,-0.2618000000000009,-1.1817,11614.0,25392.517
4632,600000.SH,20001207,21.8821,22.0533,21.7311,21.7613,21.8922,-0.13090000000000046,-0.5979,10689.09,23145.756
4631,600000.SH,20001208,21.7613,21.872,21.7512,21.8015,21.7613,0.040200000000002234,0.1847,8831.24,19114.46
4630,600000.SH,20001211,21.8015,21.8015,21.4491,21.4793,21.8015,-0.32220000000000226,-1.4779,11650.7,24969.543
4629,600000.SH,20001212,21.4592,21.8519,21.4491,21.8519,21.4793,0.37260000000000204,1.7347,8739.13,18717.995
4628,600000.SH,20001213,21.8519,21.8821,21.5498,21.58,21.8519,-0.27190000000000225,-1.2443,9338.9,20057.856
4627,600000.SH,20001214,21.6304,22.2043,21.6304,21.9022,21.58,0.32220000000000226,1.493,10262.04,22405.627
4626,600000.SH,20001215,22.1036,22.2849,21.862,22.1036,21.9022,0.20139999999999958,0.9195,16034.76,35138.382
4625,600000.SH,20001218,22.1641,22.5568,21.9526,22.2748,22.1036,0.1711999999999989,0.7745,20279.08,44631.689
4624,600000.SH,20001219,22.2748,22.2748,21.6001,21.6505,22.2748,-0.6242999999999981,-2.8027,23778.84,51253.165
4623,600000.SH,20001220,21.5498,21.5901,21.4491,21.4994,21.6505,-0.15109999999999957,-0.6979,20584.24,43904.339
4622,600000.SH,20001221,21.4994,21.8015,21.429,21.4692,21.4994,-0.03020000000000067,-0.1405,15811.35,33756.907
