,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
1024,600000.SH,20000128,2.1159,1.9649,2.1631,1.9468,1.9468,0.16909,8.686,37333863.0,984223100.0
1023,600000.SH,20000229,1.9036,2.1238,2.1907,1.8808,2.1159,-0.2122,-10.0336,87042938.0,2224827122.0
