ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399997.SZ,20150930,2407.379,2387.901,2416.29,2387.901,2389.479,17.9,0.7491,332295.42,848886.227
399997.SZ,20151008,2479.155,2474.472,2504.763,2474.472,2407.379,71.776,2.9815,639210.3,1991840.497
399997.SZ,20151009,2495.514,2482.983,2502.026,2470.084,2479.155,16.359,0.6599,523576.85,1263092.438
399997.SZ,20151012,2564.985,2502.906,2583.555,2500.436,2495.514,69.471,2.7838,949851,2671387.529
399997.SZ,20151013,2567.354,2555.259,2574.597,2547.99,2564.985,2.369,0.0924,646688.49,1428071.645
399997.SZ,20151014,2545.284,2563.64,2574.165,2543.491,2567.354,-22.07,-0.8596,594739.86,1368592.927
399997.SZ,20151015,2583.481,2545.773,2583.713,2540.882,2545.284,38.197,1.5007,680091.1,1521689.096
399997.SZ,20151016,2592.25,2594.813,2599.031,2568.803,2583.481,8.769,0.3394,782073.25,1824614.949
399997.SZ,20151019,2584.069,2603.937,2606.123,2572.648,2592.25,-8.181,-0.3156,772451.92,1929184.617
399997.SZ,20151020,2603.897,2582.773,2604.239,2568.382,2584.069,19.828,0.7673,753095.12,1722060.641
399997.SZ,20151021,2511.917,2600.991,2609.156,2498.557,2603.897,-91.98,-3.5324,898865.46,2137175.716
399997.SZ,20151022,2549.474,2517.104,2549.643,2508.26,2511.917,37.557,1.4952,566153.89,1488088.69
399997.SZ,20151023,2632.529,2560.234,2656.086,2560.234,2549.474,83.055,3.2577,1053380.76,3140531.735
399997.SZ,20151026,2653.053,2642.117,2666.875,2611.477,2632.529,20.524,0.7796,915170.91,2628114.778
399997.SZ,20151027,2642.753,2643.455,2644.499,2584.256,2653.053,-10.3,-0.3882,726124.24,1737690.593
399997.SZ,20151028,2627.897,2634.093,2662.037,2623.318,2642.753,-14.856,-0.5621,845055.73,1950855.566
399997.SZ,20151029,2670.299,2630.687,2684.038,2630.687,2627.897,42.402,1.6135,832460.14,1956252.525
399997.SZ,20151030,2677.6,2663.836,2704.406,2648.973,2670.299,7.301,0.2734,753404.45,1761541.824
399997.SZ,20151102,2669.5,2652.162,2710.458,2626.866,2677.6,-8.1,-0.3025,1976869.25,4682136.719
399997.SZ,20151103,2660.398,2678.199,2698.914,2648.524,2669.5,-9.102,-0.341,1320137.08,3192763.746
399997.SZ,20151104,2778.995,2667.643,2785,2667.643,2660.398,118.597,4.4579,1812064.65,4647376.525
399997.SZ,20151105,2819.556,2774.494,2851.017,2770.684,2778.995,40.561,1.4596,2023102.5,5420452.562
399997.SZ,20151106,2843.428,2815.886,2846.517,2809.196,2819.556,23.872,0.8467,1601095.23,3926734.957
399997.SZ,20151109,2854.242,2848.964,2871.407,2818.033,2843.428,10.814,0.3803,1836285.12,4899353.834
399997.SZ,20151110,2842.17,2830.598,2861.07,2808.781,2854.242,-12.072,-0.4229,1318764.48,3484322.102
399997.SZ,20151111,2838.766,2837.436,2842.674,2812.052,2842.17,-3.404,-0.1198,1327568.43,3326185.129
399997.SZ,20151112,2819.128,2836.75,2841.261,2805.357,2838.766,-19.638,-0.6918,1185214.19,2874182.699
399997.SZ,20151113,2760.477,2794.856,2811.401,2750.921,2819.128,-58.651,-2.0805,1287848.68,3343246.19
399997.SZ,20151116,2783.805,2721.379,2784.658,2717.289,2760.477,23.328,0.8451,970530.17,2587495.355
399997.SZ,20151117,2800.701,2802.034,2827.252,2778.164,2783.805,16.896,0.6069,1347082.12,3420713.867
399997.SZ,20151118,2776.958,2801.757,2803.979,2774.224,2800.701,-23.743,-0.8478,1004103.85,2657687.412
399997.SZ,20151119,2799.664,2778.718,2799.746,2769.15,2776.958,22.706,0.8177,728247.01,2019569.446
399997.SZ,20151120,2795.337,2799.283,2802.853,2775.79,2799.664,-4.327,-0.1546,850301.52,2341416.033
399997.SZ,20151123,2773.078,2790.074,2807.972,2764.183,2795.337,-22.259,-0.7963,986862.98,2649058.096
399997.SZ,20151124,2760.572,2771.86,2774.835,2733.965,2773.078,-12.506,-0.451,714169.76,2026978.021
399997.SZ,20151125,2787.299,2761.314,2787.299,2755.942,2760.572,26.727,0.9682,942000.57,2505974.434
399997.SZ,20151126,2760.359,2790.556,2792.438,2755.938,2787.299,-26.94,-0.9665,965221.45,2409211.156
399997.SZ,20151127,2639.181,2750.319,2750.319,2624.661,2760.359,-121.178,-4.3899,1087187.36,2654183.628
399997.SZ,20151130,2655.68,2644.171,2658.286,2577.372,2639.181,16.499,0.6252,940004.91,2696577.294
399997.SZ,20151201,2701.486,2654.509,2703.021,2638.595,2655.68,45.806,1.7248,872251.16,2285767.944
399997.SZ,20151202,2791.828,2691.981,2803.387,2685.273,2701.486,90.342,3.3442,1298960.81,4111057.851
399997.SZ,20151203,2795.422,2776.099,2800.831,2766.783,2791.828,3.594,0.1287,1044363.75,2662899.282
399997.SZ,20151204,2758.61,2779.466,2780.038,2739.583,2795.422,-36.812,-1.3169,805514.74,2256481.444
399997.SZ,20151207,2758.951,2762.581,2775.079,2739.051,2758.61,0.341,0.0124,950140.33,2326863.11
399997.SZ,20151208,2683.954,2749.143,2749.143,2681.251,2758.951,-74.997,-2.7183,699170.94,1913412.549
399997.SZ,20151209,2686.312,2674.038,2704.65,2670.586,2683.954,2.358,0.0879,561536.64,1453961.041
399997.SZ,20151210,2668.747,2684.983,2709.269,2662.816,2686.312,-17.565,-0.6539,692205.6,1718511.287
399997.SZ,20151211,2672.773,2663.793,2680.103,2645.515,2668.747,4.026,0.1509,692902.42,1591574.902
399997.SZ,20151214,2729.439,2656.206,2732.779,2650.909,2672.773,56.666,2.1201,1004695.79,2455528.328
399997.SZ,20151215,2751.622,2726.561,2752.136,2724.84,2729.439,22.183,0.8127,1067598.96,2431888.747
399997.SZ,20151216,2729.525,2751.3,2756.099,2727.156,2751.622,-22.097,-0.8031,909326.41,2253279.007
399997.SZ,20151217,2780.068,2745.657,2789.428,2745.657,2729.525,50.543,1.8517,1115134.47,2982365.047
399997.SZ,20151218,2842.101,2777.796,2855.008,2773.83,2780.068,62.033,2.2313,1507244.24,4058097.125
399997.SZ,20151221,3027.784,2833.957,3054.129,2828.446,2842.101,185.683,6.5333,3153275.72,9063599.249
399997.SZ,20151222,3005.899,3031.068,3041.179,2965.691,3027.784,-21.885,-0.7228,2190269.89,6324883.858
399997.SZ,20151223,2967.737,3001.687,3020.267,2959.866,3005.899,-38.162,-1.2696,1595607.24,4430941.14
399997.SZ,20151224,2976.155,2963.648,2985.802,2945.383,2967.737,8.418,0.2837,1124358.54,3255720.907
399997.SZ,20151225,2942.252,2982.048,2989.873,2926.006,2976.155,-33.903,-1.1392,972505.94,2756875.686
399997.SZ,20151228,2882.81,2953.858,2980.202,2882.064,2942.252,-59.442,-2.0203,1306651,3988010.335
399997.SZ,20151229,2944.796,2878.897,2945.419,2878.47,2882.81,61.986,2.1502,1092396.39,3132185.515
399997.SZ,20151230,2954.658,2950.534,2980.444,2931.348,2944.796,9.862,0.3349,1300498.8,3787645.131
399997.SZ,20151231,2965.075,2959.982,2992.664,2948.354,2954.658,10.417,0.3526,1214077.55,3478765.135
399997.SZ,20160104,2748.666,2956.664,2960.533,2747.67,2965.075,-216.409,-7.2986,990548.65,2768964.249
399997.SZ,20160105,2773.399,2683.332,2804.174,2680.668,2748.666,24.733,0.8998,1472160.6,4067473.982
399997.SZ,20160106,2827.07,2775.022,2831.068,2752.323,2773.399,53.671,1.9352,1154259.57,3249829.275
399997.SZ,20160107,2618.998,2778.844,2781.305,2610.654,2827.07,-208.072,-7.36,322001.06,847283.7944
399997.SZ,20160108,2657.505,2678.052,2712.214,2576.444,2618.998,38.507,1.4703,1275485.08,3828518.876
399997.SZ,20160111,2494.397,2613.421,2630.903,2494.2,2657.505,-163.108,-6.1376,1183300.1,3211676.657
399997.SZ,20160112,2490.349,2515.428,2533.426,2476.829,2494.397,-4.048,-0.1623,802571.38,2420608.447
399997.SZ,20160113,2466.785,2509.843,2561.642,2464.017,2490.349,-23.564,-0.9462,907982.34,2498277.499
399997.SZ,20160114,2522.541,2407.634,2532.008,2398.019,2466.785,55.756,2.2603,860916.94,2437216.557
399997.SZ,20160115,2445.705,2510.769,2534.311,2433.34,2522.541,-76.836,-3.046,770728.8,2097096.354
399997.SZ,20160118,2469.718,2409.781,2498.318,2409.781,2445.705,24.013,0.9818,675030.76,1954178.899
399997.SZ,20160119,2561.968,2469.237,2564.09,2462.894,2469.718,92.25,3.7352,889238.96,3041205.628
399997.SZ,20160120,2506.653,2539.1,2560.138,2485.296,2561.968,-55.315,-2.1591,777995.68,2478860.566
399997.SZ,20160121,2440.46,2477.537,2536.991,2439.501,2506.653,-66.193,-2.6407,646262.45,1790032.698
399997.SZ,20160122,2457.91,2475,2481.43,2409.835,2440.46,17.45,0.715,537694.81,1543366.196
399997.SZ,20160125,2501.393,2475.02,2516.997,2473.988,2457.91,43.483,1.7691,554119.06,1469330.765
399997.SZ,20160126,2398.428,2491.982,2532.767,2377.476,2501.393,-102.965,-4.1163,864894.33,2293350.177
399997.SZ,20160127,2384.731,2403.527,2413.197,2295.134,2398.428,-13.697,-0.5711,931152.23,2361032.904
399997.SZ,20160128,2307.073,2363.686,2382.485,2302.785,2384.731,-77.658,-3.2565,547895.2,1396386.741
399997.SZ,20160129,2390.23,2306.401,2409.925,2306.401,2307.073,83.157,3.6044,598263.99,1637481.786
399997.SZ,20160201,2398.094,2383.438,2418.574,2371.899,2390.23,7.864,0.329,641080.6,1649199.189
399997.SZ,20160202,2440.058,2400.609,2451.392,2399.35,2398.094,41.964,1.7499,618129.87,1555490.997
399997.SZ,20160203,2434.95,2415.195,2439.579,2400.662,2440.058,-5.108,-0.2093,419127.84,1082336.734
399997.SZ,20160204,2452.206,2445.717,2468.12,2441.494,2434.95,17.256,0.7087,626046.25,1565876.802
399997.SZ,20160205,2409.097,2454.929,2458.069,2408.831,2452.206,-43.109,-1.758,492007.26,1293439.259
399997.SZ,20160215,2365.143,2349.899,2375.291,2339.766,2409.097,-43.954,-1.8245,489196.37,1348595.25
399997.SZ,20160216,2433.134,2371.454,2439.942,2371.042,2365.143,67.991,2.8747,603797.71,1587262.419
399997.SZ,20160217,2433.104,2428.716,2438.561,2407.834,2433.134,-0.03,-0.0012,531944.93,1474250.388
399997.SZ,20160218,2414.061,2446.019,2451.302,2408.879,2433.104,-19.043,-0.7827,726955.38,1892419.545
399997.SZ,20160219,2406.669,2408.899,2415.051,2390.301,2414.061,-7.392,-0.3062,506131.34,1355920.564
399997.SZ,20160222,2467.447,2427.45,2467.447,2422.921,2406.669,60.778,2.5254,895142.69,2359170.651
399997.SZ,20160223,2536.26,2465.675,2555.96,2462.533,2467.447,68.813,2.7888,1193723.23,3421183.268
399997.SZ,20160224,2543.847,2522.02,2547.304,2512.138,2536.26,7.587,0.2991,980520.08,2754849.065
399997.SZ,20160225,2391.075,2539.549,2543.015,2376.438,2543.847,-152.772,-6.0055,1007325.54,2877099.961
399997.SZ,20160226,2431.791,2402.229,2460.883,2387.305,2391.075,40.716,1.7028,635181.39,1860873.583
399997.SZ,20160229,2337.756,2432.571,2452.627,2314.742,2431.791,-94.035,-3.8669,841260.11,2599757.74
399997.SZ,20160301,2390.817,2349.167,2402.623,2332.923,2337.756,53.061,2.2697,539692.17,1814906.612
399997.SZ,20160302,2503.985,2390.041,2510.723,2390.041,2390.817,113.168,4.7334,918551.91,2966203.906
399997.SZ,20160303,2542.642,2504.505,2603.897,2498.89,2503.985,38.657,1.5438,1103092.85,3335902.871
399997.SZ,20160304,2598.735,2532.414,2609.343,2525.363,2542.642,56.093,2.2061,1307504.44,5032199.509
399997.SZ,20160307,2624.196,2603.95,2661.19,2598.507,2598.735,25.461,0.9797,1110960.69,3454643.204
399997.SZ,20160308,2597.173,2618.266,2618.266,2536.214,2624.196,-27.023,-1.0298,719003.19,2171896.991
399997.SZ,20160309,2561.386,2550.995,2590.268,2536.877,2597.173,-35.787,-1.3779,460962.4,1418242.992
399997.SZ,20160310,2587.832,2561.726,2633.565,2558.528,2561.386,26.446,1.0325,978239.41,2630414.437
399997.SZ,20160311,2567.769,2569.473,2610.291,2537.337,2587.832,-20.063,-0.7753,611404.69,1668160.414
399997.SZ,20160314,2584.26,2589.19,2636.805,2573.407,2567.769,16.491,0.6422,907747.94,3053597.161
399997.SZ,20160315,2588.65,2574.452,2605.862,2549.76,2584.26,4.39,0.1699,744013.48,2409635.427
399997.SZ,20160316,2566.864,2580.83,2593.081,2538.409,2588.65,-21.786,-0.8416,521677.01,1662264.214
399997.SZ,20160317,2608.022,2577.386,2624.604,2567.378,2566.864,41.158,1.6034,653119.65,2050334.354
399997.SZ,20160318,2638.964,2617.269,2656.103,2597.479,2608.022,30.942,1.1864,1251553.75,4364161.901
399997.SZ,20160321,2678.311,2642.331,2682.165,2638.726,2638.964,39.347,1.491,1447034.92,4300287.958
399997.SZ,20160322,2690.98,2676.414,2730.063,2664.522,2678.311,12.669,0.473,1122874.83,3586067.689
399997.SZ,20160323,2686.721,2677.172,2696.484,2659.693,2690.98,-4.259,-0.1583,721464.92,2134150.178
399997.SZ,20160324,2724.557,2672.276,2760.499,2666.463,2686.721,37.836,1.4083,1161975.68,4234161.456
399997.SZ,20160325,2760.071,2719.005,2789.752,2719.005,2724.557,35.514,1.3035,947412.77,3369833.406
399997.SZ,20160328,2828.207,2765.832,2878.354,2765.832,2760.071,68.136,2.4686,1788635.5,5448943.786
399997.SZ,20160329,2763.628,2824.522,2830.574,2736.295,2828.207,-64.579,-2.2834,950697.88,3083617.578
399997.SZ,20160330,2808.249,2779.529,2811.651,2765.034,2763.628,44.621,1.6146,895008.14,2754593.932
399997.SZ,20160331,2804.147,2817.011,2822.692,2792.337,2808.249,-4.102,-0.1461,771513.62,2312058.464
399997.SZ,20160401,2770.809,2797.734,2808.024,2756.519,2804.147,-33.338,-1.1889,662861.17,2131235.025
399997.SZ,20160405,2793.941,2759.992,2800.66,2756.733,2770.809,23.132,0.8348,781467.23,2469000.86
399997.SZ,20160406,2869.723,2791.406,2870.776,2788.879,2793.941,75.782,2.7124,1036914.65,3577951.86
399997.SZ,20160407,2789.559,2871.511,2874.91,2787.498,2869.723,-80.164,-2.7934,770582.61,2579224.884
399997.SZ,20160408,2746.865,2770.45,2794.73,2722.423,2789.559,-42.694,-1.5305,692491.79,2205832.658
399997.SZ,20160411,2753.966,2762.482,2789.084,2746.897,2746.865,7.101,0.2585,1102584.9,5372230.237
399997.SZ,20160412,2745.386,2750.276,2755.489,2719.943,2753.966,-8.58,-0.3116,539934.62,1796948.81
399997.SZ,20160413,2755.1,2747.103,2792.208,2747.103,2745.386,9.714,0.3538,938280.01,3411529.75
399997.SZ,20160414,2783.153,2770.053,2789.836,2755.703,2755.1,28.053,1.0182,700485.15,2269124.906
399997.SZ,20160415,2779.357,2784.126,2795.206,2766.934,2783.153,-3.796,-0.1364,667263.78,1958982.635
399997.SZ,20160418,2730.687,2762.769,2762.769,2723.2,2779.357,-48.67,-1.7511,594405.57,1813255.529
399997.SZ,20160419,2730.189,2740.65,2748.49,2702.606,2730.687,-0.498,-0.0182,782657.21,2122051.049
399997.SZ,20160420,2665.652,2731.643,2735.25,2632.079,2730.189,-64.537,-2.3638,817100.57,2553219.882
399997.SZ,20160421,2673.513,2664.289,2695.328,2661.272,2665.652,7.861,0.2949,482862.62,1783372.182
399997.SZ,20160422,2726.268,2664.579,2726.801,2658.999,2673.513,52.755,1.9732,459959.78,1918186.746
399997.SZ,20160425,2746.007,2720.839,2752.885,2716.359,2726.268,19.739,0.724,626302.97,2031664.331
399997.SZ,20160426,2761.502,2744.912,2763.468,2742.686,2746.007,15.495,0.5643,570715.61,1741026.231
399997.SZ,20160427,2771.325,2761.488,2780.889,2757.146,2761.502,9.823,0.3557,628645.72,1693803.754
399997.SZ,20160428,2773.647,2773.732,2776.223,2744.106,2771.325,2.322,0.0838,579820.38,1706034.442
399997.SZ,20160429,2829.506,2793.788,2852.14,2793.788,2773.647,55.859,2.0139,1505131.06,4795389.214
399997.SZ,20160503,3014.332,2830.032,3022.575,2824.259,2829.506,184.826,6.5321,2437092.88,7555928.156
399997.SZ,20160504,2992.677,3020.524,3056.715,2982.53,3014.332,-21.655,-0.7184,2214445.14,5918180.87
