===============================================================================
Id,600000qfq,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
250,600000qfq,250,2020-03-10 23:59:59.999989,10.71,10.96,10.7,10.87,447617.37,,SmaCross,250,737494.9999999999,Broker,250,9964.31,9964.31,BuySell,250,,11.1244,Trades - Net Profit/Loss,250,,-51.99999999999996
251,600000qfq,251,2020-03-11 23:59:59.999989,10.93,10.93,10.77,10.77,316888.26,,SmaCross,251,737495.9999999999,Broker,251,9964.31,9964.31,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,600000qfq,252,2020-03-12 23:59:59.999989,10.75,10.75,10.61,10.64,326323.5,,SmaCross,252,737496.9999999999,Broker,252,9964.31,9964.31,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,600000qfq,253,2020-03-13 23:59:59.999989,10.4,10.73,10.28,10.7,574571.09,,SmaCross,253,737497.9999999999,Broker,253,9964.31,9964.31,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,600000qfq,254,2020-03-16 23:59:59.999989,10.7,10.78,10.5,10.51,476499.24,,SmaCross,254,737500.9999999999,Broker,254,9964.31,9964.31,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,600000qfq,255,2020-03-17 23:59:59.999989,10.68,10.69,10.29,10.43,421390.08,,SmaCross,255,737501.9999999999,Broker,255,9964.31,9964.31,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,600000qfq,256,2020-03-18 23:59:59.999989,10.4,10.5,10.2,10.21,331766.46,,SmaCross,256,737502.9999999999,Broker,256,9964.31,9964.31,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,600000qfq,257,2020-03-19 23:59:59.999989,10.19,10.34,9.86,9.94,557071.13,,SmaCross,257,737503.9999999999,Broker,257,9964.31,9964.31,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,600000qfq,258,2020-03-20 23:59:59.999989,10.12,10.18,9.96,10.09,426093.58,,SmaCross,258,737504.9999999999,Broker,258,9964.31,9964.31,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,600000qfq,259,2020-03-23 23:59:59.999989,9.95,9.95,9.82,9.84,282860.3,,SmaCross,259,737507.9999999999,Broker,259,9964.31,9964.31,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,600000qfq,260,2020-03-24 23:59:59.999989,10.03,10.13,9.98,10.06,289907.54,,SmaCross,260,737508.9999999999,Broker,260,9964.31,9964.31,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,600000qfq,261,2020-03-25 23:59:59.999989,10.2,10.27,10.12,10.15,321722.78,,SmaCross,261,737509.9999999999,Broker,261,8944.31,9959.31,BuySell,261,9.9682,,Trades - Net Profit/Loss,261,,
262,600000qfq,262,2020-03-26 23:59:59.999989,10.1,10.37,10.08,10.23,309218.03,,SmaCross,262,737510.9999999999,Broker,262,8944.31,9967.31,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,600000qfq,263,2020-03-27 23:59:59.999989,10.35,10.38,10.2,10.24,271079.51,,SmaCross,263,737511.9999999999,Broker,263,8944.31,9968.31,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,600000qfq,264,2020-03-30 23:59:59.999989,10.18,10.28,10.11,10.28,260460.18,,SmaCross,264,737514.9999999999,Broker,264,8944.31,9972.31,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,600000qfq,265,2020-03-31 23:59:59.999989,10.3,10.36,10.13,10.15,261448.54,,SmaCross,265,737515.9999999999,Broker,265,8944.31,9959.31,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,600000qfq,266,2020-04-01 23:59:59.999989,10.11,10.26,10.09,10.09,224791.92,,SmaCross,266,737516.9999999999,Broker,266,9955.31,9955.31,BuySell,266,,10.413899999999998,Trades - Net Profit/Loss,266,,-8.999999999999986
267,600000qfq,267,2020-04-02 23:59:59.999989,10.09,10.2,10.07,10.2,170421.35,,SmaCross,267,737517.9999999999,Broker,267,9955.31,9955.31,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,600000qfq,268,2020-04-03 23:59:59.999989,10.13,10.21,10.12,10.15,148423.82,,SmaCross,268,737518.9999999999,Broker,268,8942.31,9957.31,BuySell,268,9.9682,,Trades - Net Profit/Loss,268,,
269,600000qfq,269,2020-04-07 23:59:59.999989,10.3,10.33,10.23,10.28,238256.11,,SmaCross,269,737522.9999999999,Broker,269,9972.31,9972.31,BuySell,269,,10.48495,Trades - Net Profit/Loss,269,16.999999999999993,
270,600000qfq,270,2020-04-08 23:59:59.999989,10.25,10.29,10.18,10.24,179522.55,,SmaCross,270,737523.9999999999,Broker,270,8947.31,9971.31,BuySell,270,10.0273,,Trades - Net Profit/Loss,270,,
271,600000qfq,271,2020-04-09 23:59:59.999989,10.26,10.29,10.18,10.2,135695.86,,SmaCross,271,737524.9999999999,Broker,271,8947.31,9967.31,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,600000qfq,272,2020-04-10 23:59:59.999989,10.22,10.24,10.15,10.21,166255.28,,SmaCross,272,737525.9999999999,Broker,272,9969.31,9969.31,BuySell,272,,10.3936,Trades - Net Profit/Loss,272,,-2.999999999999936
273,600000qfq,273,2020-04-13 23:59:59.999989,10.15,10.22,10.1,10.11,119669.86,,SmaCross,273,737528.9999999999,Broker,273,9969.31,9969.31,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,600000qfq,274,2020-04-14 23:59:59.999989,10.17,10.25,10.12,10.25,177929.26,,SmaCross,274,737529.9999999999,Broker,274,9969.31,9969.31,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,600000qfq,275,2020-04-15 23:59:59.999989,10.2,10.27,10.15,10.18,149456.08,,SmaCross,275,737530.9999999999,Broker,275,8949.31,9967.31,BuySell,275,9.99775,,Trades - Net Profit/Loss,275,,
276,600000qfq,276,2020-04-16 23:59:59.999989,10.1,10.18,10.1,10.16,144031.97,,SmaCross,276,737531.9999999999,Broker,276,9959.31,9959.31,BuySell,276,,10.332699999999999,Trades - Net Profit/Loss,276,,-9.999999999999964
277,600000qfq,277,2020-04-17 23:59:59.999989,10.18,10.23,10.15,10.2,227444.11,,SmaCross,277,737532.9999999999,Broker,277,9959.31,9959.31,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,600000qfq,278,2020-04-20 23:59:59.999989,10.15,10.19,10.09,10.11,235037.15,,SmaCross,278,737535.9999999999,Broker,278,8944.31,9955.31,BuySell,278,9.938649999999999,,Trades - Net Profit/Loss,278,,
279,600000qfq,279,2020-04-21 23:59:59.999989,10.07,10.12,10.01,10.03,175575.25,,SmaCross,279,737536.9999999999,Broker,279,9951.31,9951.31,BuySell,279,,10.271799999999999,Trades - Net Profit/Loss,279,,-8.000000000000007
280,600000qfq,280,2020-04-22 23:59:59.999989,10.02,10.07,9.98,10.07,158024.41,,SmaCross,280,737537.9999999999,Broker,280,9951.31,9951.31,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,600000qfq,281,2020-04-23 23:59:59.999989,10.1,10.1,10.01,10.06,168786.43,,SmaCross,281,737538.9999999999,Broker,281,9951.31,9951.31,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,600000qfq,282,2020-04-24 23:59:59.999989,10.06,10.09,10.01,10.06,169731.13,,SmaCross,282,737539.9999999999,Broker,282,9951.31,9951.31,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,600000qfq,283,2020-04-27 23:59:59.999989,10.15,10.42,10.15,10.34,503428.06,,SmaCross,283,737542.9999999999,Broker,283,9951.31,9951.31,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,600000qfq,284,2020-04-28 23:59:59.999989,10.36,10.38,10.22,10.33,292225.78,,SmaCross,284,737543.9999999999,Broker,284,8915.31,9948.31,BuySell,284,10.0667,,Trades - Net Profit/Loss,284,,
285,600000qfq,285,2020-04-29 23:59:59.999989,10.35,10.61,10.33,10.61,350568.36,,SmaCross,285,737544.9999999999,Broker,285,8915.31,9976.31,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,600000qfq,286,2020-04-30 23:59:59.999989,10.58,10.79,10.56,10.63,309069.71,,SmaCross,286,737545.9999999999,Broker,286,8915.31,9978.31,BuySell,286,,,Trades - Net Profit/Loss,286,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 600000qfq
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - SmaCross:
      *************************************************************************
      - Params:
        - period: 5
      *************************************************************************
      - Indicators:
        .......................................................................
        - MovingAverageSimple:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 5
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.01
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000.0
          - End: 9978.31
        .......................................................................
        - sharp_ratio:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: 8
            - compression: 1
            - riskfreerate: 0.01
            - factor: None
            - convertrate: True
            - annualize: True
            - stddev_sample: False
            - daysfactor: None
            - legacyannual: False
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - sharperatio: -2.57
        .......................................................................
        - annula_return:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - 2019: 0.0
            - 2020: -0.01
        .......................................................................
        - drawdown:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - len: 132
            - drawdown: 1.37
            - moneydown: 139.0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - max:
              - len: 132
              - drawdown: 1.67
              - moneydown: 169.0
        .......................................................................
        - tradeanalyzer:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - total:
              - total: 37
              - open: 1
              - closed: 36
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - streak:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - current: 0
                - longest: 2
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - current: 3
                - longest: 4
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - pnl:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - gross:
                - total: -48.69
                - average: -1.35
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - net:
                - total: -48.69
                - average: -1.35
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - won:
              - total: 13
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 311.58
                - average: 23.97
                - max: 98.0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - lost:
              - total: 23
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -360.27
                - average: -15.66
                - max: -52.0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - long:
              - total: 36
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -48.69
                - average: -1.35
                ###############################################################
                - won:
                  - total: 311.58
                  - average: 23.97
                  - max: 98.0
                ###############################################################
                - lost:
                  - total: -360.27
                  - average: -15.66
                  - max: -52.0
              - won: 13
              - lost: 23
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - short:
              - total: 0
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 0.0
                - average: 0.0
                ###############################################################
                - won:
                  - total: 0.0
                  - average: 0.0
                  - max: 0.0
                ###############################################################
                - lost:
                  - total: 0.0
                  - average: 0.0
                  - max: 0.0
              - won: 0
              - lost: 0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - len:
              - total: 133
              - average: 3.69
              - max: 15
              - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - total: 78
                - average: 6.0
                - max: 15
                - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - total: 55
                - average: 2.39
                - max: 6
                - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - long:
                - total: 133
                - average: 3.69
                - max: 15
                - min: 1
                ###############################################################
                - won:
                  - total: 78
                  - average: 6.0
                  - max: 15
                  - min: 1
                ###############################################################
                - lost:
                  - total: 55
                  - average: 2.39
                  - max: 6
                  - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - short:
                - total: 0
                - average: 0.0
                - max: 0
                - min: 9223372036854775807
                ###############################################################
                - won:
                  - total: 0
                  - average: 0.0
                  - max: 0
                  - min: 9223372036854775807
                ###############################################################
                - lost:
                  - total: 0
                  - average: 0.0
                  - max: 0
                  - min: 9223372036854775807
