date,time,open,high,low,close
20111028,150000,696.44,696.72998,693.40002,694.64001
20111028,160000,694.31,695.59003,691.98999,691.98999
20111031,90000,694.44,694.64001,692.63,692.9500099999998
20111031,100000,693.26001,698.66998,688.56,691.21997
20111031,110000,691.40997,692.2000099999998,689.28998,691.84998
20111031,120000,691.64001,691.96002,688.81,690.19
20111031,140000,690.71997,695.47998,689.90002,694.31
20111031,150000,694.59003,695.25,692.16998,692.53998
20111031,160000,691.9299900000002,692.27002,689.90997,691.96997
20111101,90000,688.71002,689.78003,688.66998,689.33002
20111101,100000,689.64001,692.40002,685.48999,691.81
20111101,110000,691.34998,694.38,690.35999,693.96997
20111101,120000,693.75,694.3200099999998,690.97998,691.3200099999998
20111101,140000,688.48999,689.53998,686.2999900000002,689.09003
20111101,150000,689.39001,689.39001,678.2999900000002,679.46002
20111101,160000,678.98999,679.40997,675.34003,676.73999
20111102,90000,672.28998,673.89001,672.28998,673.89001
20111102,100000,673.75,678.5700099999998,670.10999,677.39001
20111102,110000,677.39001,677.48999,674.09998,674.71997
20111102,120000,674.81,675.66998,670.8200099999998,671.73999
20111102,140000,678.64001,683.23999,678.56,682.15002
20111102,150000,681.96002,686.51001,681.96002,683.76001
20111102,160000,683.73999,684.62,682.10999,683.60999
20111103,90000,672.34003,673.97998,672.34003,673.60999
20111103,100000,674.14001,674.63,668.9299900000002,674.25
20111103,110000,673.88,674.7000099999998,671.51001,671.69
20111103,120000,671.64001,672.90997,671.34003,672.15997
20111103,140000,669.40002,670.25,668.22998,668.71002
20111103,150000,668.46997,673.51001,666.78998,673.51001
20111103,160000,673.66998,676.69,672.85999,676.69
20111104,90000,684.46002,685.3200099999998,684.46002,685.19
20111104,100000,685.12,686.03998,682.85999,684.09998
20111104,110000,684.09998,684.65997,682.13,682.60999
20111104,120000,682.83002,683.21997,681.81,682.72998
20111104,140000,683.84998,683.87,680.7000099999998,681.75
20111104,150000,681.7999900000002,682.96002,677.5700099999998,677.5700099999998
20111104,160000,677.46002,679.0,675.60999,675.60999
20111107,90000,679.71997,679.77002,678.08002,678.08002
20111107,100000,678.40002,681.96002,677.78003,677.97998
20111107,110000,678.02002,678.35999,674.31,676.76001
20111107,120000,676.63,678.89001,676.4299900000002,678.89001
20111107,140000,677.0700099999998,677.47998,674.72998,675.31
20111107,150000,675.33002,676.5,673.98999,674.96002
20111107,160000,675.0700099999998,675.5700099999998,672.35999,673.6799900000002
20111108,90000,679.13,679.15002,678.76001,678.96997
20111108,100000,679.15997,681.9500099999998,678.1799900000002,681.40002
20111108,110000,681.83002,683.5,679.71997,680.53003
20111108,120000,680.51001,681.46002,680.0499900000002,680.83002
20111108,140000,681.37,681.37,676.76001,677.19
20111108,150000,676.78998,687.60999,676.71997,687.60999
20111108,160000,687.96997,695.76001,687.59998,695.76001
20111109,90000,692.88,692.91998,690.83002,690.84003
20111109,100000,690.84003,695.9500099999998,688.9500099999998,692.09003
20111109,110000,692.15002,693.37,689.78003,689.78003
20111109,120000,689.9500099999998,692.2000099999998,689.02002,692.0
20111109,140000,692.59003,695.0700099999998,690.78003,694.64001
20111109,150000,694.98999,696.28003,691.35999,692.0
20111109,160000,692.06,692.06,682.22998,682.22998
20111110,90000,669.40997,669.98999,669.40997,669.90997
20111110,100000,670.10999,676.27002,670.02002,675.56
20111110,110000,675.7999900000002,677.48999,673.4299900000002,676.13
20111110,120000,676.38,677.94,675.5700099999998,677.73999
20111110,140000,673.64001,675.53003,672.21997,672.64001
20111110,150000,672.47998,680.66998,672.47998,679.96002
20111110,160000,679.78998,682.03003,678.84003,682.03003
20111111,90000,682.35999,682.35999,682.35999,682.35999
20111111,100000,682.3200099999998,684.09003,678.02002,678.13
20111111,110000,678.2000099999998,680.94,677.91998,680.16998
20111111,120000,679.5499900000002,681.35999,679.26001,680.78998
20111111,140000,681.15002,682.66998,679.59998,681.59998
20111111,150000,681.7999900000002,685.44,681.65997,685.06
20111111,160000,685.0499900000002,685.1799900000002,682.76001,683.01001
20111114,90000,692.91998,693.5,692.91998,693.5
20111114,100000,693.34998,696.0499900000002,692.12,694.5700099999998
20111114,110000,694.39001,697.2000099999998,693.65002,696.66998
20111114,120000,697.14001,697.25,695.2000099999998,696.44
20111114,140000,696.88,699.66998,696.5,697.64001
20111114,150000,697.52002,698.76001,695.44,697.09998
20111114,160000,697.13,698.53003,693.2999900000002,693.2999900000002
20111115,90000,695.62,696.73999,695.53003,696.73999
20111115,100000,696.71997,697.34003,693.76001,696.09998
20111115,110000,695.91998,696.28998,693.62,694.31
20111115,120000,694.21997,695.25,692.46997,695.25
20111115,140000,694.78998,698.34998,693.97998,697.73999
20111115,150000,697.37,700.8200099999998,695.64001,696.33002
20111115,160000,696.14001,696.14001,691.46997,693.03003
20111116,90000,691.48999,691.66998,691.48999,691.51001
20111116,100000,691.72998,695.5700099999998,691.1799900000002,692.22998
20111116,110000,692.34003,694.69,691.46002,693.03003
20111116,120000,693.25,693.27002,691.21997,691.39001
20111116,140000,690.08002,692.71997,690.08002,692.34998
20111116,150000,692.34998,695.91998,691.03998,695.5
20111116,160000,695.33002,700.81,694.58002,700.81
20111117,90000,698.02002,698.23999,697.94,698.15002
20111117,100000,698.44,700.63,696.1799900000002,699.9500099999998
20111117,110000,699.9500099999998,700.46997,697.5,699.09003
20111117,120000,699.10999,701.08002,698.73999,700.47998
20111117,140000,699.96002,700.52002,698.73999,699.51001
20111117,150000,699.51001,701.77002,696.25,698.15997
20111117,160000,698.21002,700.03003,697.03003,697.03003
20111118,90000,692.1799900000002,692.1799900000002,692.01001,692.01001
20111118,100000,691.83002,693.91998,689.9500099999998,691.38
20111118,110000,691.59998,691.84003,688.12,689.65002
20111118,120000,689.65002,690.47998,689.26001,689.53003
20111118,140000,689.34998,691.97998,688.58002,691.01001
20111118,150000,691.10999,692.51001,690.26001,691.0499900000002
20111118,160000,690.9500099999998,693.09998,688.7999900000002,688.7999900000002
20111121,90000,683.15002,683.90002,682.60999,682.60999
20111121,100000,683.01001,686.66998,681.14001,686.66998
20111121,110000,686.31,686.9299900000002,684.40002,686.27002
20111121,120000,686.2000099999998,686.76001,685.08002,685.90997
20111121,140000,685.56,688.26001,685.56,685.89001
20111121,150000,685.83002,686.28003,678.31,678.31
20111121,160000,678.25,678.84998,674.87,674.87
20111122,90000,678.87,679.23999,678.72998,679.02002
20111122,100000,679.1799900000002,681.91998,674.98999,675.7999900000002
20111122,110000,675.6799900000002,679.1799900000002,675.4500099999998,676.85999
20111122,120000,676.96002,681.63,676.96002,681.0700099999998
20111122,140000,681.78998,683.73999,681.60999,683.0
20111122,150000,682.69,685.89001,681.28998,685.2999900000002
20111122,160000,685.12,685.5,683.01001,684.0700099999998
20111123,90000,680.46002,681.12,680.37,681.12
20111123,100000,681.35999,684.33002,680.06,682.2999900000002
20111123,110000,681.96997,683.51001,680.71002,682.72998
20111123,120000,682.76001,682.76001,680.65997,681.4500099999998
20111123,140000,681.48999,681.87,680.27002,681.0
20111123,150000,681.15002,682.2000099999998,678.7999900000002,680.7999900000002
20111123,160000,680.96002,683.31,680.34998,683.31
20111124,90000,685.0499900000002,685.62,684.71997,685.33002
20111124,100000,685.33002,687.81,683.5700099999998,683.83002
20111124,110000,683.84003,684.76001,682.51001,683.03003
20111124,120000,683.01001,683.5,682.08002,682.84003
20111124,140000,684.21002,685.96002,683.28998,683.40997
20111124,150000,683.83002,685.5,683.0,684.02002
20111124,160000,684.15002,686.65997,683.85999,686.65997
20111125,90000,683.52002,684.0,683.28998,684.0
20111125,100000,683.96997,684.38,680.15002,681.35999
20111125,110000,681.3200099999998,683.02002,681.16998,682.9299900000002
20111125,120000,683.06,683.6799900000002,682.40002,682.96997
20111125,140000,682.59003,684.01001,680.66998,681.03003
20111125,150000,681.34003,682.40997,678.34998,678.4299900000002
20111125,160000,678.66998,679.19,674.96002,675.59998
20111128,90000,681.84998,684.7999900000002,681.84998,684.56
20111128,100000,684.38,686.21002,684.0499900000002,684.94
20111128,110000,684.9500099999998,686.66998,683.7999900000002,684.09998
20111128,120000,684.09998,686.25,683.38,686.16998
20111128,140000,686.38,686.38,682.41998,683.15997
20111128,150000,683.14001,687.09998,682.90997,686.96002
20111128,160000,688.58002,689.53998,687.62,689.40997
20111129,90000,688.98999,689.40997,688.65997,689.40997
20111129,100000,689.35999,690.63,686.71997,689.16998
20111129,110000,689.47998,692.97998,687.90997,692.09003
20111129,120000,692.10999,694.40002,691.5,694.40002
20111129,140000,694.58002,697.15002,694.4500099999998,695.96002
20111129,150000,696.41998,696.83002,690.73999,692.48999
20111129,160000,692.53003,692.9500099999998,690.5499900000002,691.78998
20111130,90000,694.60999,694.60999,694.58002,694.58002
20111130,100000,694.71002,696.0700099999998,692.09998,694.9299900000002
20111130,110000,695.06,696.75,694.09998,694.77002
20111130,120000,695.0499900000002,696.7000099999998,694.87,695.81
20111130,140000,695.65002,696.84003,693.15997,696.58002
20111130,150000,697.02002,699.21002,695.37,696.03003
20111130,160000,695.90997,697.58002,695.37,697.33002
20111201,90000,717.48999,717.52002,715.65002,715.8200099999998
20111201,100000,716.10999,717.59998,713.01001,716.21002
20111201,110000,716.21997,720.39001,715.91998,720.12
20111201,120000,720.14001,720.73999,719.15997,720.12
20111201,140000,719.03998,719.48999,717.40997,717.5499900000002
20111201,150000,717.40997,719.0,715.8200099999998,718.09003
20111201,160000,717.72998,718.65002,716.02002,716.02002
20111202,90000,717.89001,718.34003,717.69,717.69
20111202,100000,717.87,719.53003,715.4299900000002,715.4500099999998
20111202,110000,715.34003,718.56,713.48999,718.37
20111202,120000,718.48999,718.58002,717.0,718.40002
20111202,140000,718.37,720.81,718.34998,720.03003
20111202,150000,719.97998,723.96997,719.71997,723.25
20111202,160000,723.5700099999998,724.39001,720.98999,724.22998
20111206,90000,727.65997,727.65997,726.69,726.8200099999998
20111206,100000,726.96002,729.0,723.03998,724.87
20111206,110000,724.8200099999998,727.76001,724.8200099999998,725.60999
20111206,120000,725.64001,725.64001,719.83002,720.88
20111206,140000,720.89001,723.71997,719.64001,723.64001
20111206,150000,723.6799900000002,727.10999,723.56,726.15997
20111206,160000,726.15997,727.71002,724.5,724.5
20111207,90000,729.9500099999998,730.2000099999998,729.66998,730.09998
20111207,100000,730.15002,731.7999900000002,728.6799900000002,729.9500099999998
20111207,110000,729.9500099999998,730.56,727.65997,728.52002
20111207,120000,728.72998,730.26001,728.66998,730.09998
20111207,140000,730.9500099999998,733.34998,730.9500099999998,732.03003
20111207,150000,732.0499900000002,735.09998,732.0499900000002,733.85999
20111207,160000,733.75,736.71997,733.34003,736.71997
20111208,100000,732.27002,735.91998,730.5700099999998,735.91998
20111208,110000,736.01001,736.9500099999998,733.33002,734.08002
20111208,120000,734.15002,735.85999,734.15002,735.78998
20111208,140000,734.96002,739.59003,734.84003,739.59003
20111208,150000,739.85999,740.37,737.0,737.65997
20111208,160000,737.64001,738.14001,733.66998,733.71997
20111209,90000,726.71002,727.15002,726.64001,727.0499900000002
20111209,100000,726.71002,727.90002,722.40002,722.40002
20111209,110000,722.48999,726.75,722.28003,724.89001
20111209,120000,724.84003,726.59003,724.63,726.09998
20111209,140000,724.39001,725.39001,722.78998,723.01001
20111209,150000,722.9299900000002,726.98999,722.66998,726.88
20111209,160000,726.5700099999998,727.58002,725.28003,725.91998
20111213,90000,724.58002,725.89001,723.89001,725.3200099999998
20111213,100000,725.22998,726.88,723.39001,723.48999
20111213,110000,723.48999,724.15997,719.84998,723.31
20111213,120000,723.28003,724.40002,722.5700099999998,724.2999900000002
20111213,140000,724.96997,727.03003,724.28003,725.0499900000002
20111213,150000,725.0499900000002,728.03003,723.9500099999998,724.23999
20111213,160000,723.98999,725.09003,722.8200099999998,723.35999
20111214,90000,726.0,726.03998,725.9299900000002,725.9500099999998
20111214,100000,726.46002,728.48999,724.01001,725.8200099999998
20111214,110000,725.8200099999998,725.83002,723.7000099999998,724.59998
20111214,120000,724.71002,724.94,723.97998,724.3200099999998
20111214,140000,724.85999,726.71002,722.31,722.44
20111214,150000,722.41998,723.27002,719.76001,721.19
20111214,160000,721.7000099999998,721.7000099999998,718.21002,718.21002
20111215,90000,709.15997,709.34003,709.15997,709.34003
20111215,100000,709.14001,711.26001,708.25,711.03998
20111215,110000,711.03003,712.53003,708.84998,710.52002
20111215,120000,710.03003,711.0499900000002,709.6799900000002,710.21997
20111215,140000,709.53003,709.91998,705.40002,709.4500099999998
20111215,150000,709.60999,716.85999,709.60999,716.8200099999998
20111215,160000,716.75,719.06,716.58002,719.06
20111216,90000,720.48999,720.48999,719.97998,720.19
20111216,100000,720.1799900000002,723.35999,719.98999,723.27002
20111216,110000,723.58002,724.2000099999998,722.21997,724.03998
20111216,120000,724.03003,725.90002,724.03003,725.44
20111216,140000,726.69,728.56,725.4299900000002,726.37
20111216,150000,726.31,726.72998,724.2999900000002,725.91998
20111216,160000,725.81,728.72998,725.78003,726.48999
20111219,100000,724.22998,726.27002,722.2000099999998,724.96997
20111219,110000,724.90997,727.85999,722.96997,727.19
20111219,120000,727.14001,730.38,726.90002,729.40997
20111219,140000,729.9299900000002,730.39001,728.52002,729.15002
20111219,150000,729.15002,730.56,727.25,727.27002
20111219,160000,727.19,728.26001,725.53998,725.53998
20111220,90000,727.96002,728.40997,727.90997,728.40997
20111220,100000,728.5,729.7999900000002,726.71997,729.7999900000002
20111220,110000,729.81,731.46002,728.58002,729.7999900000002
20111220,120000,729.90997,729.96002,727.7999900000002,727.7999900000002
20111220,140000,728.21997,728.22998,726.39001,727.34998
20111220,150000,727.53003,728.47998,726.15002,727.13
20111220,160000,727.39001,727.90997,725.26001,725.26001
20111221,90000,735.19,735.9500099999998,734.59998,735.52002
20111221,100000,735.48999,736.26001,733.96002,734.9299900000002
20111221,110000,734.75,738.40997,734.37,737.96002
20111221,120000,737.94,738.02002,735.34003,736.7000099999998
20111221,140000,737.01001,737.16998,735.01001,736.6799900000002
20111221,150000,736.44,736.52002,734.19,735.91998
20111221,160000,735.7999900000002,736.40002,734.19,734.21997
20111222,90000,734.31,734.35999,734.31,734.35999
20111222,100000,734.3200099999998,736.71002,733.03998,733.5700099999998
20111222,110000,733.5499900000002,733.62,731.2000099999998,731.56
20111222,120000,731.56,731.90997,728.5,728.85999
20111222,140000,728.97998,730.23999,728.77002,729.71997
20111222,150000,729.65997,732.56,729.5,731.02002
20111222,160000,730.96997,732.72998,729.37,732.72998
20111223,90000,734.65002,734.65002,734.38,734.38
20111223,100000,734.34998,734.4500099999998,731.47998,733.77002
20111223,110000,733.77002,734.88,732.76001,734.88
20111223,120000,734.7000099999998,735.2000099999998,732.34998,732.85999
20111223,140000,732.69,732.69,731.16998,731.60999
20111223,150000,731.77002,731.84998,729.65002,730.4299900000002
20111223,160000,730.3200099999998,730.9500099999998,727.96997,727.96997
20111226,90000,730.71997,731.15002,730.65997,731.15002
20111226,100000,731.15002,731.71002,728.66998,729.02002
20111226,110000,729.02002,729.46002,727.72998,727.72998
20111226,120000,727.72998,727.72998,725.09998,725.59003
20111226,140000,725.35999,726.15002,724.83002,726.03003
20111226,150000,725.8200099999998,726.35999,725.34003,725.85999
20111226,160000,725.85999,725.96002,723.59998,724.5700099999998
20111227,90000,725.34003,725.59998,724.90997,724.90997
20111227,100000,725.22998,725.5700099999998,718.12,719.59998
20111227,110000,719.53003,724.21997,719.33002,722.75
20111227,120000,722.66998,723.89001,722.5,723.1799900000002
20111227,140000,722.75,722.96002,720.48999,720.63
20111227,150000,720.6799900000002,721.41998,720.08002,721.35999
20111227,160000,721.35999,721.90002,719.64001,721.90002
20111228,90000,720.7000099999998,720.7000099999998,719.65002,719.65002
20111228,100000,719.65997,722.22998,718.71002,720.64001
20111228,110000,720.8200099999998,721.4299900000002,718.7000099999998,720.03003
20111228,120000,720.12,720.34003,719.2000099999998,719.59998
20111228,140000,719.34998,719.98999,718.78003,719.73999
20111228,150000,719.66998,720.76001,717.53003,717.69
20111228,160000,717.69,721.87,717.5,721.87
20111229,90000,714.48999,715.03998,714.48999,714.85999
20111229,100000,714.38,718.71002,714.38,717.10999
20111229,110000,717.10999,719.62,716.6799900000002,717.98999
20111229,120000,718.06,718.63,717.10999,717.89001
20111229,140000,718.21997,720.96997,717.59998,720.65997
20111229,150000,720.46997,723.65997,720.41998,721.53003
20111229,160000,721.8200099999998,722.06,715.39001,717.28003
20111230,90000,719.59998,720.03998,719.53003,719.59003
20111230,100000,719.48999,719.73999,717.4500099999998,718.16998
20111230,110000,718.15002,718.56,716.08002,716.64001
20111230,120000,716.64001,717.40002,716.41998,716.41998
20111230,140000,716.41998,717.72998,715.76001,717.72998
20111230,150000,717.59998,719.53003,717.46997,718.72998
20111230,160000,719.16998,719.2000099999998,717.40997,718.40002
20120104,90000,727.21997,728.22998,727.21997,727.65002
20120104,100000,727.65002,729.1799900000002,725.77002,728.81
20120104,110000,728.65002,730.56,728.53003,730.12
20120104,120000,730.33002,731.53998,729.84003,731.09998
20120104,140000,731.53003,731.53003,729.15997,730.19
20120104,150000,730.15002,730.9500099999998,727.3200099999998,729.3200099999998
20120104,160000,729.40997,729.7000099999998,725.15997,726.98999
20120105,90000,726.4500099999998,727.09003,726.4500099999998,727.09003
20120105,100000,726.39001,727.85999,723.5,727.25
20120105,110000,727.34003,730.39001,727.34003,728.40002
20120105,120000,728.60999,730.2000099999998,727.46997,729.5700099999998
20120105,140000,729.52002,729.87,727.88,728.5
20120105,150000,728.40997,728.90002,725.76001,726.38
20120105,160000,726.91998,728.96997,726.09998,727.12
20120106,90000,725.0,725.03998,725.0,725.03998
20120106,100000,724.85999,728.96002,724.60999,726.27002
20120106,110000,726.46002,727.90002,724.7000099999998,725.87
20120106,120000,725.84003,725.84003,723.78998,723.78998
20120106,140000,725.59998,725.90002,724.73999,725.41998
20120106,150000,725.46997,727.8200099999998,724.78003,726.66998
20120106,160000,727.01001,727.5700099999998,725.60999,725.69
20120109,90000,723.76001,723.76001,723.13,723.34998
20120109,100000,723.71997,727.03003,723.64001,726.28998
20120109,110000,726.26001,726.89001,724.5700099999998,725.22998
20120109,120000,725.31,725.46002,724.2000099999998,724.59998
20120109,140000,725.90002,732.13,725.90002,730.38
20120109,150000,730.39001,730.47998,728.52002,729.48999
20120109,160000,729.38,732.21002,728.48999,732.21002
20120110,90000,734.53003,734.81,734.08002,734.33002
20120110,100000,734.35999,738.27002,734.21002,736.5499900000002
20120110,110000,736.2000099999998,737.39001,733.90002,737.14001
20120110,120000,737.10999,738.0499900000002,737.01001,737.81
20120110,140000,738.5499900000002,740.0700099999998,737.7999900000002,738.02002
20120110,150000,738.0,738.2999900000002,735.64001,736.9500099999998
20120110,160000,736.96002,738.13,735.9500099999998,738.13
20120111,90000,737.60999,737.60999,737.37,737.4500099999998
20120111,100000,737.6799900000002,737.6799900000002,735.56,736.81
20120111,110000,737.0499900000002,739.40002,736.2999900000002,739.0700099999998
20120111,120000,739.3200099999998,739.34003,737.6799900000002,738.06
20120111,140000,738.77002,742.1799900000002,738.51001,741.0700099999998
20120111,150000,741.0700099999998,742.21002,738.69,739.38
20120111,160000,739.2000099999998,740.15997,736.14001,736.14001
20120112,100000,737.53998,739.2000099999998,736.5700099999998,738.40002
20120112,110000,738.40002,739.4500099999998,736.53003,737.02002
20120112,120000,737.15997,738.06,736.89001,737.0700099999998
20120112,140000,736.62,738.19,735.26001,735.26001
20120112,150000,735.37,736.26001,734.33002,736.26001
20120112,160000,736.03998,737.0499900000002,735.48999,735.88
20120113,90000,735.4500099999998,735.73999,735.15997,735.73999
20120113,100000,735.76001,736.9500099999998,730.69,733.23999
20120113,110000,733.26001,736.09003,732.77002,735.76001
20120113,120000,735.76001,735.76001,732.46002,733.19
20120113,140000,733.5700099999998,734.71002,732.96002,732.96002
20120113,150000,733.14001,733.14001,727.5499900000002,731.40002
20120113,160000,731.46002,732.03998,729.84998,730.40002
20120116,90000,725.5700099999998,725.5700099999998,725.16998,725.4299900000002
20120116,100000,725.33002,726.34003,722.6799900000002,725.64001
20120116,110000,725.63,725.90997,722.7999900000002,723.22998
20120116,120000,723.35999,724.87,722.91998,724.76001
20120116,140000,724.27002,726.33002,724.12,724.53998
20120116,150000,724.5,726.46997,724.16998,725.39001
20120116,160000,725.88,726.33002,724.4299900000002,724.4299900000002
20120117,90000,729.47998,729.62,729.47998,729.62
20120117,100000,729.38,731.28003,728.2999900000002,728.59998
20120117,110000,728.7999900000002,730.83002,728.5700099999998,730.58002
20120117,120000,730.71002,731.88,730.28998,731.46997
20120117,140000,733.08002,737.27002,733.08002,737.14001
20120117,150000,737.14001,738.08002,735.0499900000002,736.84003
20120117,160000,736.84003,740.03003,736.47998,740.03003
20120118,90000,739.60999,739.60999,739.52002,739.59998
20120118,100000,739.63,741.73999,737.60999,741.53998
20120118,110000,741.44,741.65002,738.13,740.27002
20120118,120000,740.33002,740.73999,738.84003,739.5700099999998
20120118,140000,739.83002,740.1799900000002,738.33002,739.06
20120118,150000,739.14001,739.7000099999998,735.28998,736.96002
20120118,160000,736.98999,737.48999,735.37,735.37
20120119,90000,740.5,740.5,739.23999,739.23999
20120119,100000,739.73999,742.8200099999998,739.35999,740.77002
20120119,110000,741.1799900000002,741.23999,737.94,738.65997
20120119,120000,738.60999,739.46002,737.7999900000002,738.66998
20120119,140000,739.13,739.33002,736.35999,736.7999900000002
20120119,150000,736.76001,741.15002,736.40997,740.7000099999998
20120119,160000,740.72998,740.72998,738.64001,740.59998
20120120,90000,742.19,742.53998,741.7999900000002,742.27002
20120120,100000,742.26001,743.13,740.7999900000002,740.8200099999998
20120120,110000,740.81,741.10999,737.58002,738.46002
20120120,120000,738.65002,740.27002,738.38,740.13
20120120,140000,739.97998,740.2000099999998,738.97998,739.59003
20120120,150000,739.63,741.6799900000002,738.7000099999998,741.2000099999998
20120120,160000,741.27002,741.53003,739.56,739.56
20120123,90000,739.91998,739.91998,739.7000099999998,739.7000099999998
20120123,100000,739.4500099999998,742.98999,739.21002,741.28998
20120123,110000,741.52002,744.33002,741.40997,743.66998
20120123,120000,743.66998,744.6799900000002,743.1799900000002,743.65997
20120123,140000,743.72998,744.97998,743.5700099999998,744.4299900000002
20120123,150000,743.96997,744.64001,743.14001,743.90997
20120123,160000,743.90997,744.21002,741.66998,741.66998
20120124,90000,744.26001,744.26001,743.78003,743.78003
20120124,100000,743.75,748.2000099999998,743.75,747.97998
20120124,110000,747.44,748.41998,745.6799900000002,747.23999
20120124,120000,746.7999900000002,747.65997,745.9500099999998,746.64001
20120124,140000,747.1799900000002,748.81,746.6799900000002,747.96002
20120124,150000,747.65997,748.3200099999998,744.7000099999998,745.4500099999998
20120124,160000,745.46002,745.98999,742.9500099999998,742.9500099999998
20120125,90000,745.71002,746.13,745.71002,746.13
20120125,100000,746.0,746.25,743.78998,744.83002
20120125,110000,744.88,745.0700099999998,739.16998,741.13
20120125,120000,741.10999,741.71002,740.53003,740.53003
20120125,140000,740.88,741.03003,737.26001,737.48999
20120125,150000,737.52002,740.26001,735.98999,739.13
20120125,160000,739.03003,739.4500099999998,736.69,736.69
20120126,100000,740.53998,742.47998,740.09998,741.39001
20120126,110000,741.52002,743.14001,741.03998,742.91998
20120126,120000,742.60999,743.28998,741.96997,742.23999
20120126,140000,743.13,746.3200099999998,743.03998,745.76001
20120126,150000,745.9299900000002,745.9299900000002,743.94,745.15002
20120126,160000,745.19,746.52002,745.0499900000002,745.81
20120127,90000,748.94,750.15997,748.94,750.15997
20120127,100000,749.85999,749.98999,746.85999,749.15002
20120127,110000,749.26001,751.47998,747.73999,751.4500099999998
20120127,120000,751.85999,751.88,750.09998,751.31
20120127,140000,751.02002,752.25,750.4299900000002,752.25
20120127,150000,752.22998,753.39001,751.28003,751.98999
20120127,160000,751.78003,753.47998,751.58002,752.1799900000002
20120130,90000,751.83002,752.26001,751.83002,752.26001
20120130,100000,752.33002,754.3200099999998,751.28003,751.5499900000002
20120130,110000,751.81,753.64001,751.4299900000002,753.46002
20120130,120000,753.46002,755.35999,753.38,754.34003
20120130,140000,753.0,753.5499900000002,750.52002,751.28003
20120130,150000,751.28998,752.34003,749.48999,750.64001
20120130,160000,750.7999900000002,751.60999,749.14001,750.9500099999998
20120131,90000,755.0,755.1799900000002,754.75,755.1799900000002
20120131,100000,755.21997,755.47998,750.9500099999998,751.78998
20120131,110000,751.91998,752.91998,751.13,752.34998
20120131,120000,752.02002,752.3200099999998,749.26001,751.15002
20120131,140000,751.09998,752.37,750.71997,751.27002
20120131,150000,751.44,754.4299900000002,750.35999,753.60999
20120131,160000,753.63,757.4500099999998,753.31,757.4500099999998
20120201,90000,756.5499900000002,756.5499900000002,755.35999,755.40002
20120201,100000,755.56,756.25,753.02002,755.34003
20120201,110000,755.34003,756.91998,754.13,754.13
20120201,120000,754.31,756.13,754.26001,756.02002
20120201,140000,754.46997,756.5,753.62,755.46002
20120201,150000,755.65002,759.60999,755.15997,758.89001
20120201,160000,758.66998,760.08002,758.31,759.15997
20120202,90000,763.4299900000002,763.5700099999998,763.4299900000002,763.5700099999998
20120202,100000,763.5499900000002,765.53003,762.25,763.71002
20120202,110000,764.08002,767.34003,763.87,766.78998
20120202,120000,766.76001,767.65002,766.02002,767.15002
20120202,140000,766.96997,768.91998,766.71997,768.5499900000002
20120202,150000,768.35999,769.03003,765.75,766.96002
20120202,160000,767.4299900000002,767.5,763.40002,763.40002
20120203,90000,765.40997,765.4500099999998,764.65997,764.84998
20120203,100000,764.84003,767.52002,764.65002,766.71002
20120203,110000,766.6799900000002,767.0,761.94,765.9299900000002
20120203,120000,765.7999900000002,765.7999900000002,762.88,764.75
20120203,140000,764.33002,765.77002,764.02002,765.62
20120203,150000,765.37,767.64001,765.34003,767.37
20120203,160000,767.41998,769.41998,767.38,768.96002
20120206,90000,774.2999900000002,774.40002,773.78003,774.10999
20120206,100000,773.46997,775.6799900000002,772.22998,774.09998
20120206,110000,773.91998,775.12,773.5700099999998,774.90997
20120206,120000,775.14001,775.22998,772.41998,772.59003
20120206,140000,772.90997,772.90997,769.9299900000002,771.90002
20120206,150000,772.0,772.9299900000002,769.65002,771.02002
20120206,160000,770.9500099999998,771.52002,765.8200099999998,765.8200099999998
20120207,90000,767.6799900000002,768.09003,767.34998,767.89001
20120207,100000,767.8200099999998,768.9500099999998,764.10999,767.51001
20120207,110000,767.31,767.4500099999998,765.34003,765.73999
20120207,120000,765.77002,768.10999,765.46997,767.85999
20120207,140000,767.96997,770.84003,767.44,770.2999900000002
20120207,150000,770.21997,772.13,769.47998,770.6799900000002
20120207,160000,770.65997,771.2999900000002,770.12,770.9500099999998
20120208,90000,776.3200099999998,777.0700099999998,776.21002,776.71997
20120208,100000,776.52002,779.38,776.38,779.38
20120208,110000,779.51001,780.84003,778.65002,780.15997
20120208,120000,780.60999,782.88,780.4299900000002,782.88
20120208,140000,784.53003,787.15002,783.83002,786.78003
20120208,150000,786.23999,786.9500099999998,782.84998,782.84998
20120208,160000,782.52002,785.58002,782.47998,783.39001
20120209,90000,784.23999,784.23999,784.23999,784.23999
20120209,100000,783.84998,785.28998,780.88,783.15002
20120209,110000,782.90997,786.01001,782.15997,785.71002
20120209,120000,785.71002,787.65002,782.51001,782.51001
20120209,140000,784.0,784.46002,781.98999,782.26001
20120209,150000,782.21997,784.77002,779.31,784.75
20120209,160000,784.75,786.09003,783.78003,784.71997
20120210,90000,783.16998,783.78998,782.78003,783.4299900000002
20120210,100000,783.4299900000002,787.09998,782.2999900000002,783.4500099999998
20120210,110000,783.25,785.02002,782.26001,784.21997
20120210,120000,784.63,785.0,783.31,783.66998
20120210,140000,781.96002,782.37,779.76001,779.84998
20120210,150000,779.7999900000002,783.64001,779.5700099999998,782.39001
20120210,160000,782.35999,782.47998,781.02002,781.21002
