date,code,open,high,low,close,vol,PE,ROE,marketdays
2002-12-31,000011.SZ,11.471372,11.575657199999998,11.2628016,11.28365864,490350.0,40.20433807373047,11.1007,3928
2003-01-02,000011.SZ,11.158516399999998,11.387943839999998,10.949946,11.075088239999998,320767.0,39.46118927001953,11.1007,3930
2003-01-03,000011.SZ,11.158516399999998,11.34622976,10.991660079999996,11.2628016,405089.0,40.13002395629883,11.1007,3931
2003-01-06,000011.SZ,11.17937344,11.679942399999998,11.17937344,11.596514239999998,437685.00000000006,41.31906127929688,11.1007,3934
2003-01-07,000011.SZ,11.513086079999995,11.70079944,11.367086800000001,11.53394312,324458.0,41.09611892700195,11.1007,3935
2003-01-08,000011.SZ,11.65908536,12.117940239999998,11.65908536,12.117940239999998,2627882.0,43.17693328857422,11.1007,3936
2003-01-09,000011.SZ,12.07622616,12.32651064,11.86765576,12.26393952,1671363.0,43.69713592529297,11.1007,3937
2003-01-10,000011.SZ,12.243082479999998,12.243082479999998,11.992798,11.992798,905758.0,42.73104476928711,11.1007,3938
2003-01-13,000011.SZ,11.930226879999998,12.22222544,11.930226879999998,12.201368399999998,428960.00000000006,43.47419357299805,11.1007,3941
2003-01-14,000011.SZ,12.22222544,12.722794399999998,12.097083199999998,12.66022328,1988500.0,45.1091194152832,11.1007,3942
2003-01-15,000011.SZ,12.68108032,13.11907816,12.451652879999996,12.555938079999995,1335660.0,44.73754501342773,11.1007,3943
2003-01-16,000011.SZ,12.555938079999995,12.9313648,12.555938079999995,12.84793664,1040113.0,45.7779541015625,11.1007,3944
2003-01-17,000011.SZ,12.99393592,13.327648559999998,12.8270796,12.91050776,1485711.0,46.00089645385742,11.1007,3945
2003-01-20,000011.SZ,12.84793664,13.160792239999996,12.722794399999998,13.09822112,931076.0,46.66973114013672,11.1007,3948
2003-01-21,000011.SZ,13.51536192,13.557076,12.91050776,12.99393592,1652495.0,46.29815673828125,11.1007,3949
2003-01-22,000011.SZ,12.9313648,13.327648559999998,12.84793664,13.181649279999998,1108050.0,46.96699142456055,11.1007,3950
2003-01-23,000011.SZ,13.03565,13.494504879999996,12.78536552,12.84793664,1047326.0,45.7779541015625,11.1007,3951
2003-01-24,000011.SZ,12.78536552,12.91050776,12.47250992,12.8270796,683569.0,45.70363998413086,11.1007,3952
2003-01-27,000011.SZ,12.78536552,13.160792239999996,12.78536552,13.11907816,614434.0,46.74404525756836,11.1007,3955
2003-01-28,000011.SZ,13.26507744,13.26507744,12.99393592,13.11907816,425566.0,46.74404525756836,11.1007,3956
2003-01-29,000011.SZ,13.09822112,13.20250632,13.01479296,13.03565,608598.0,46.4467887878418,11.1007,3957
2003-02-10,000011.SZ,12.8270796,12.88965072,12.66022328,12.868793679999998,752851.0,45.85226821899414,11.1007,3969
2003-02-11,000011.SZ,12.88965072,12.9313648,12.70193736,12.91050776,508930.0,46.00089645385742,11.1007,3970
2003-02-12,000011.SZ,12.8270796,13.03565,12.806222559999998,13.03565,531324.0,46.4467887878418,11.1007,3971
2003-02-13,000011.SZ,13.03565,13.285934479999998,12.973078879999996,13.160792239999996,1069808.0,46.8926773071289,11.1007,3972
2003-02-14,000011.SZ,13.139935199999998,13.244220399999998,13.09822112,13.11907816,603944.0,46.74404525756836,11.1007,3973
