date,code,open,high,low,close,vol,PE,ROE,marketdays
2002-12-31,000009.SZ,14.269785,14.49810156,14.24124543,14.298324569999998,3182176.0,131.71556091308594,1.1615,4207
2003-01-02,000009.SZ,14.269785,14.412482849999998,13.89877059,13.92731016,2263838.0,128.29779052734378,1.1615,4209
2003-01-03,000009.SZ,13.84169145,14.15562672,13.78461231,13.984389300000002,1679500.0,128.82359313964844,1.1615,4210
2003-01-06,000009.SZ,13.92731016,14.269785,13.727533169999996,14.15562672,1981667.0,130.40103149414062,1.1615,4213
2003-01-07,000009.SZ,14.15562672,14.38394328,13.984389300000002,14.04146844,1808630.0,129.34941101074222,1.1615,4214
2003-01-08,000009.SZ,14.04146844,14.69787855,13.95584973,14.58372027,3305036.0,134.3446044921875,1.1615,4215
2003-01-09,000009.SZ,14.61225984,15.21159081,14.412482849999998,14.95473468,9046455.0,137.76237487792972,1.1615,4216
2003-01-10,000009.SZ,14.95473468,15.125972099999998,14.61225984,14.64079941,5322638.0,134.87042236328122,1.1615,4217
2003-01-13,000009.SZ,14.58372027,14.8405764,14.526641129999998,14.61225984,2367390.0,134.60751342773438,1.1615,4220
2003-01-14,000009.SZ,14.555180699999998,16.03923834,14.526641129999998,15.63968436,20847142.0,144.07211303710938,1.1615,4221
2003-01-15,000009.SZ,15.63968436,16.38171318,15.4113678,15.61114479,18010308.0,143.8092041015625,1.1615,4222
2003-01-16,000009.SZ,15.696763500000001,16.09631748,15.55406565,15.83946135,7758364.0,145.91244506835938,1.1615,4223
2003-01-17,000009.SZ,15.83946135,16.06777791,15.46844694,15.58260522,7211081.0,143.54629516601562,1.1615,4224
2003-01-20,000009.SZ,15.58260522,15.89654049,15.268669949999998,15.81092178,6168850.0,145.6495361328125,1.1615,4227
2003-01-21,000009.SZ,15.81092178,15.89654049,15.268669949999998,15.268669949999998,5339420.0,140.65434265136722,1.1615,4228
2003-01-22,000009.SZ,15.21159081,15.382828229999998,15.154511669999998,15.29720952,2833486.0,140.917236328125,1.1615,4229
2003-01-23,000009.SZ,15.29720952,15.382828229999998,15.040353389999998,15.06889296,2856484.0,138.81399536132812,1.1615,4230
2003-01-24,000009.SZ,15.125972099999998,15.46844694,14.98327425,15.354288659999998,4695980.0,141.44305419921875,1.1615,4231
2003-01-27,000009.SZ,15.32574909,15.696763500000001,15.32574909,15.49698651,4272488.0,142.75758361816406,1.1615,4234
2003-01-28,000009.SZ,15.55406565,15.72530307,15.382828229999998,15.63968436,3701238.0,144.07211303710938,1.1615,4235
2003-01-29,000009.SZ,15.63968436,15.81092178,15.58260522,15.61114479,4338364.0,143.8092041015625,1.1615,4236
2003-02-10,000009.SZ,15.55406565,15.55406565,15.21159081,15.240130379999998,2120940.0,140.39143371582028,1.1615,4248
2003-02-11,000009.SZ,15.21159081,15.55406565,15.125972099999998,15.52552608,1897199.0,143.02047729492188,1.1615,4249
2003-02-12,000009.SZ,15.52552608,15.753842639999998,15.354288659999998,15.696763500000001,3422344.9999999995,144.59791564941406,1.1615,4250
2003-02-13,000009.SZ,15.696763500000001,15.95361963,15.55406565,15.58260522,4893462.0,143.54629516601562,1.1615,4251
2003-02-14,000009.SZ,15.61114479,15.868000919999998,15.52552608,15.66822393,3210310.0,144.3350067138672,1.1615,4252
2003-02-17,000009.SZ,15.63968436,15.868000919999998,15.4113678,15.49698651,3271482.0,142.75758361816406,1.1615,4255
2003-02-18,000009.SZ,15.49698651,15.63968436,15.268669949999998,15.43990737,2306535.0,142.2317657470703,1.1615,4256
2003-02-19,000009.SZ,15.55406565,15.696763500000001,15.29720952,15.66822393,2738737.0,144.3350067138672,1.1615,4257
2003-02-20,000009.SZ,15.78238221,15.78238221,15.49698651,15.55406565,2294890.0,143.28338623046875,1.1615,4258
2003-02-21,000009.SZ,15.52552608,15.92508006,15.382828229999998,15.58260522,6550211.0,143.54629516601562,1.1615,4259
2003-02-24,000009.SZ,15.55406565,16.03923834,15.43990737,15.92508006,11633201.0,146.70115661621094,1.1615,4262
2003-02-25,000009.SZ,15.95361963,16.5529506,15.92508006,16.32463404,19214568.0,150.3818359375,1.1615,4263
2003-02-26,000009.SZ,16.35317361,16.38171318,16.01069877,16.15339662,5687098.0,148.8043975830078,1.1615,4264
2003-02-27,000009.SZ,16.03923834,16.32463404,16.01069877,16.12485705,3808180.0000000005,148.54148864746094,1.1615,4265
2003-02-28,000009.SZ,16.12485705,16.15339662,15.83946135,15.92508006,3907036.0,146.70115661621094,1.1615,4266
2003-03-03,000009.SZ,15.92508006,16.06777791,15.78238221,15.95361963,2635346.0,146.9640655517578,1.1615,4269
2003-03-04,000009.SZ,15.95361963,16.18193619,15.868000919999998,15.868000919999998,2553802.0,146.17535400390625,1.1615,4270
2003-03-05,000009.SZ,16.18193619,16.2675549,15.92508006,16.12485705,5209524.0,148.54148864746094,1.1615,4271
2003-03-06,000009.SZ,16.12485705,16.12485705,15.72530307,15.753842639999998,4084931.0,145.1237335205078,1.1615,4272
2003-03-07,000009.SZ,15.696763500000001,15.868000919999998,15.66822393,15.696763500000001,2794362.0,144.59791564941406,1.1615,4273
2003-03-10,000009.SZ,15.66822393,15.66822393,15.21159081,15.240130379999998,3597600.0,140.39143371582028,1.1615,4276
2003-03-11,000009.SZ,15.21159081,15.354288659999998,15.040353389999998,15.154511669999998,2249150.0,139.60272216796878,1.1615,4277
2003-03-12,000009.SZ,15.18305124,15.268669949999998,15.01181382,15.18305124,2183657.0,139.86561584472656,1.1615,4278
2003-03-13,000009.SZ,15.240130379999998,15.240130379999998,14.98327425,14.98327425,1765691.0,138.02528381347656,1.1615,4279
2003-03-14,000009.SZ,14.92619511,15.125972099999998,14.78349726,14.95473468,2851642.0,137.76237487792972,1.1615,4280
2003-03-17,000009.SZ,14.95473468,14.95473468,14.69787855,14.8405764,1931020.0,136.71075439453122,1.1615,4283
2003-03-18,000009.SZ,14.8405764,15.125972099999998,14.78349726,14.81203683,1778256.0000000002,136.44784545898438,1.1615,4284
2003-03-19,000009.SZ,14.78349726,15.040353389999998,14.69787855,14.8405764,2233067.0,136.71075439453122,1.1615,4285
2003-03-20,000009.SZ,14.86911597,14.89765554,14.64079941,14.69787855,1930992.0,135.39622497558594,1.1615,4286
2003-03-21,000009.SZ,14.69787855,14.86911597,14.66933898,14.8405764,1330220.0,136.71075439453122,1.1615,4287
2003-03-24,000009.SZ,14.8405764,14.92619511,14.78349726,14.89765554,1037455.0,137.236572265625,1.1615,4290
2003-03-25,000009.SZ,14.86911597,14.86911597,14.64079941,14.66933898,1682554.0,135.13333129882812,1.1615,4291
2003-03-26,000009.SZ,14.66933898,14.81203683,14.49810156,14.555180699999998,2170010.0,134.08171081542972,1.1615,4292
2003-03-27,000009.SZ,14.49810156,15.09743253,14.269785,14.95473468,5760544.0,137.76237487792972,1.1615,4293
2003-03-28,000009.SZ,14.95473468,15.040353389999998,14.72641812,14.75495769,3826872.0,135.92204284667972,1.1615,4294
2003-03-31,000009.SZ,14.72641812,15.01181382,14.69787855,14.98327425,2761665.0,138.02528381347656,0.3585,4297
2003-04-01,000009.SZ,15.01181382,16.2675549,14.92619511,15.696763500000001,13570434.0,144.59791564941406,0.3585,4298
2003-04-02,000009.SZ,15.63968436,15.696763500000001,15.354288659999998,15.4113678,6051058.0,141.96885681152344,0.3585,4299
2003-04-03,000009.SZ,15.4113678,15.52552608,15.125972099999998,15.154511669999998,3143604.0,139.60272216796878,0.3585,4300
2003-04-04,000009.SZ,15.125972099999998,15.4113678,15.125972099999998,15.29720952,2850662.0,140.917236328125,0.3585,4301
2003-04-07,000009.SZ,15.268669949999998,15.52552608,15.09743253,15.21159081,3255312.0,140.12852478027344,0.3585,4304
2003-04-08,000009.SZ,15.21159081,15.32574909,14.92619511,15.06889296,3268166.0,138.81399536132812,0.3585,4305
2003-04-09,000009.SZ,15.06889296,15.268669949999998,14.78349726,15.268669949999998,5867982.0,140.65434265136722,0.3585,4306
2003-04-10,000009.SZ,15.268669949999998,15.982159199999998,15.240130379999998,15.55406565,13524109.0,143.28338623046875,0.3585,4307
2003-04-11,000009.SZ,15.43990737,16.23901533,15.43990737,15.95361963,14775435.0,146.9640655517578,0.3585,4308
2003-04-14,000009.SZ,16.12485705,17.123742,15.95361963,16.89542544,28353817.0,155.6399383544922,0.3585,4311
2003-04-15,000009.SZ,16.98104415,17.00958372,16.29609447,16.467331889999997,14363375.0,151.6963653564453,0.3585,4312
2003-04-16,000009.SZ,16.438792319999994,16.8383463,16.01069877,16.12485705,19152390.0,148.54148864746094,0.3585,4313
2003-04-17,000009.SZ,16.12485705,16.2675549,15.696763500000001,15.95361963,9317521.0,146.9640655517578,0.3585,4314
2003-04-18,000009.SZ,15.982159199999998,16.52441103,15.92508006,16.01069877,10430685.0,147.4898681640625,0.3585,4315
2003-04-21,000009.SZ,16.12485705,16.23901533,15.4113678,15.61114479,6404538.0,386.1807556152344,0.3585,4318
2003-04-22,000009.SZ,15.61114479,16.12485705,15.55406565,15.78238221,5290854.0,390.416748046875,0.3585,4319
2003-04-23,000009.SZ,15.78238221,16.98104415,15.78238221,16.49587146,27331759.000000004,408.0666809082031,0.3585,4320
2003-04-24,000009.SZ,16.49587146,16.695648449999997,15.46844694,15.72530307,14332835.0,389.0047607421875,0.3585,4321
2003-04-25,000009.SZ,15.72530307,16.03923834,14.98327425,15.040353389999998,8231492.999999999,372.0608215332031,0.3585,4322
2003-04-28,000009.SZ,14.92619511,15.55406565,14.555180699999998,15.49698651,10084491.0,401.9950866699219,0.3585,4325
2003-04-29,000009.SZ,15.52552608,15.58260522,14.86911597,14.92619511,7325028.0,387.1886291503906,0.3585,4326
2003-04-30,000009.SZ,14.92619511,15.268669949999998,14.8405764,14.95473468,4754103.0,387.928955078125,0.3585,4327
2003-05-12,000009.SZ,14.95473468,15.154511669999998,14.78349726,15.01181382,3679128.0,389.40960693359375,0.3585,4339
2003-05-13,000009.SZ,14.98327425,15.354288659999998,14.64079941,14.69787855,6392533.0,381.26605224609375,0.3585,4340
2003-05-14,000009.SZ,14.66933898,14.89765554,14.49810156,14.86911597,4214503.0,385.7079772949219,0.3585,4341
2003-05-15,000009.SZ,14.8405764,15.240130379999998,14.66933898,15.18305124,7109789.0,393.8515319824219,0.3585,4342
2003-05-16,000009.SZ,15.354288659999998,15.52552608,15.125972099999998,15.240130379999998,6212562.0,395.3321838378906,0.3585,4343
2003-05-19,000009.SZ,15.268669949999998,15.83946135,15.240130379999998,15.58260522,8276371.000000001,404.216064453125,0.3585,4346
2003-05-20,000009.SZ,15.58260522,15.58260522,15.125972099999998,15.21159081,4290831.0,394.59185791015625,0.3585,4347
2003-05-21,000009.SZ,15.268669949999998,15.4113678,15.06889296,15.09743253,2966806.0,391.6305541992188,0.3585,4348
2003-05-22,000009.SZ,15.09743253,15.125972099999998,14.86911597,15.01181382,3222977.0,389.40960693359375,0.3585,4349
2003-05-23,000009.SZ,15.01181382,15.29720952,14.95473468,15.125972099999998,4827446.0,392.3708801269531,0.3585,4350
2003-05-26,000009.SZ,15.125972099999998,15.32574909,15.06889296,15.29720952,4317447.0,396.8128356933594,0.3585,4353
2003-05-27,000009.SZ,15.29720952,15.753842639999998,15.125972099999998,15.63968436,10432859.0,405.6966857910156,0.3585,4354
2003-05-28,000009.SZ,15.63968436,15.66822393,15.18305124,15.240130379999998,5489890.0,395.3321838378906,0.3585,4355
2003-05-29,000009.SZ,15.240130379999998,15.43990737,15.01181382,15.43990737,5858279.0,400.5144348144531,0.3585,4356
2003-05-30,000009.SZ,15.4113678,16.210475759999998,15.4113678,15.753842639999998,23367046.0,408.6579895019531,0.3585,4357
2003-06-02,000009.SZ,15.753842639999998,16.38171318,15.61114479,16.18193619,17619867.0,419.7628173828125,0.3585,4360
2003-06-03,000009.SZ,16.18193619,16.210475759999998,15.72530307,15.753842639999998,7837131.0,408.6579895019531,0.3585,4361
2003-06-04,000009.SZ,15.753842639999998,15.982159199999998,15.354288659999998,15.92508006,7127442.0,413.09991455078125,0.3585,4362
2003-06-05,000009.SZ,15.868000919999998,15.92508006,15.43990737,15.55406565,3668444.0,403.4757385253906,0.3585,4363
2003-06-06,000009.SZ,15.52552608,15.58260522,15.268669949999998,15.268669949999998,4333869.0,396.072509765625,0.3585,4364
2003-06-09,000009.SZ,15.268669949999998,15.382828229999998,15.125972099999998,15.154511669999998,2190939.0,393.1112060546875,0.3585,4367
2003-06-10,000009.SZ,15.125972099999998,15.52552608,15.09743253,15.268669949999998,2169969.0,396.072509765625,0.3585,4368
2003-06-11,000009.SZ,15.268669949999998,15.61114479,15.240130379999998,15.58260522,3136101.0,404.216064453125,0.3585,4369
2003-06-12,000009.SZ,15.696763500000001,15.696763500000001,15.29720952,15.382828229999998,2826155.0,399.0337829589844,0.3585,4370
2003-06-13,000009.SZ,15.4113678,15.58260522,15.29720952,15.4113678,2330872.0,399.7741088867188,0.3585,4371
2003-06-16,000009.SZ,15.4113678,15.46844694,15.154511669999998,15.268669949999998,2384524.0,396.072509765625,0.3585,4374
2003-06-17,000009.SZ,15.240130379999998,15.52552608,15.18305124,15.32574909,2370822.0,397.55316162109375,0.3585,4375
2003-06-18,000009.SZ,15.32574909,15.46844694,15.268669949999998,15.29720952,1403320.0,396.8128356933594,0.3585,4376
2003-06-19,000009.SZ,15.29720952,15.382828229999998,14.98327425,15.125972099999998,3641238.0,392.3708801269531,0.3585,4377
2003-06-20,000009.SZ,15.06889296,15.18305124,15.06889296,15.06889296,1597735.0,390.8902587890625,0.3585,4378
2003-06-23,000009.SZ,14.8405764,15.040353389999998,14.69787855,14.86911597,2997405.0,385.7079772949219,0.3585,4381
2003-06-24,000009.SZ,14.89765554,15.01181382,14.78349726,14.86911597,1297030.0,385.7079772949219,0.3585,4382
2003-06-25,000009.SZ,14.86911597,14.92619511,14.64079941,14.69787855,3146171.0,381.26605224609375,0.3585,4383
2003-06-26,000009.SZ,14.69787855,14.75495769,13.470677039999998,14.412482849999998,7797973.0,373.8628234863281,0.3585,4384
2003-06-27,000009.SZ,14.35540371,14.412482849999998,13.92731016,13.92731016,5578277.0,361.27734375,0.3585,4385
2003-07-01,000009.SZ,13.81315188,14.07000801,13.64191446,13.67045403,3645415.0,354.61444091796875,0.4922,4389
2003-07-02,000009.SZ,13.64191446,13.81315188,12.98550435,13.356518759999998,4647596.0,346.47088623046875,0.4922,4390
2003-07-03,000009.SZ,13.356518759999998,13.698993599999998,13.356518759999998,13.613374889999998,2380753.0,353.1337890625,0.4922,4391
2003-07-04,000009.SZ,13.67045403,13.727533169999996,13.44213747,13.727533169999996,2161157.0,356.0950927734375,0.4922,4392
2003-07-07,000009.SZ,13.727533169999996,13.78461231,13.4135979,13.67045403,989344.0,354.61444091796875,0.4922,4395
2003-07-08,000009.SZ,13.67045403,14.21270586,13.55629575,13.95584973,2603105.0,362.0176696777344,0.4922,4396
2003-07-09,000009.SZ,13.95584973,13.984389300000002,13.698993599999998,13.727533169999996,1425585.0,356.0950927734375,0.4922,4397
2003-07-10,000009.SZ,13.727533169999996,13.92731016,13.584835319999998,13.84169145,2335264.0,359.0563659667969,0.4922,4398
2003-07-11,000009.SZ,13.95584973,13.95584973,13.64191446,13.727533169999996,2124417.0,356.0950927734375,0.4922,4399
2003-07-14,000009.SZ,13.698993599999998,13.78461231,13.356518759999998,13.4135979,2686465.0,347.9515380859375,0.4922,4402
2003-07-15,000009.SZ,13.4135979,13.584835319999998,13.356518759999998,13.49921661,1746659.9999999998,350.1725158691406,0.4922,4403
2003-07-16,000009.SZ,13.55629575,13.75607274,13.49921661,13.613374889999998,1325654.0,353.1337890625,0.4922,4404
2003-07-17,000009.SZ,13.698993599999998,13.727533169999996,13.44213747,13.584835319999998,2371480.0,352.39349365234375,0.4922,4405
2003-07-18,000009.SZ,13.64191446,13.64191446,13.27090005,13.29943962,2509112.0,344.9902648925781,0.4922,4406
2003-07-21,000009.SZ,13.1282022,13.24236048,12.8428065,12.92842521,3058607.0,335.3660583496094,0.4922,4409
2003-07-22,000009.SZ,12.98550435,13.24236048,12.8428065,13.24236048,2056368.0,343.5096130371094,0.4922,4410
2003-07-23,000009.SZ,13.24236048,13.24236048,13.07112306,13.15674177,1073230.0,341.28863525390625,0.4922,4411
2003-07-24,000009.SZ,13.15674177,13.15674177,12.98550435,13.01404392,1012892.0,337.5870361328125,0.4922,4412
2003-07-25,000009.SZ,12.98550435,13.01404392,12.557410800000001,12.67156908,2679148.0,328.7031555175781,0.4922,4413
2003-07-28,000009.SZ,12.61448994,12.61448994,12.24347553,12.30055467,2232548.0,319.0789794921875,0.4922,4416
2003-07-29,000009.SZ,12.30055467,12.557410800000001,12.24347553,12.44325252,1615368.0,322.78057861328125,0.4922,4417
2003-07-30,000009.SZ,12.50033166,12.557410800000001,12.32909424,12.414712949999998,915940.0,322.0402526855469,0.4922,4418
2003-07-31,000009.SZ,12.47179209,12.47179209,12.32909424,12.414712949999998,1031412.0,322.0402526855469,0.4922,4419
2003-08-01,000009.SZ,12.2720151,12.35763381,11.9866194,12.21493596,2634295.0,316.8580017089844,0.4922,4420
2003-08-04,000009.SZ,12.2720151,12.98550435,12.12931725,12.8428065,4561702.0,333.14508056640625,0.4922,4423
2003-08-05,000009.SZ,12.8428065,12.899885639999995,12.70010865,12.81426693,2319373.0,332.40478515625,0.4922,4424
2003-08-06,000009.SZ,12.8428065,13.1282022,12.728648219999998,12.98550435,3034321.0,336.8467102050781,0.4922,4425
2003-08-07,000009.SZ,12.899885639999995,13.09966263,12.78572736,12.78572736,1695605.0,331.6644592285156,0.4922,4426
2003-08-08,000009.SZ,12.728648219999998,12.899885639999995,12.58595037,12.61448994,1284463.0,327.2225036621094,0.4922,4427
2003-08-11,000009.SZ,12.58595037,12.70010865,12.414712949999998,12.70010865,1123706.0,329.4434814453125,0.4922,4430
2003-08-12,000009.SZ,12.728648219999998,12.757187789999998,12.58595037,12.70010865,775709.0,329.4434814453125,0.4922,4431
2003-08-13,000009.SZ,12.70010865,12.70010865,12.414712949999998,12.47179209,971805.0,323.5209045410156,0.4922,4432
2003-08-14,000009.SZ,12.50033166,12.70010865,12.414712949999998,12.50033166,931567.0,324.26123046875,0.4922,4433
2003-08-15,000009.SZ,12.47179209,12.61448994,12.414712949999998,12.50033166,927280.0,324.26123046875,0.4922,4434
2003-08-18,000009.SZ,12.47179209,12.643029509999998,12.44325252,12.47179209,922164.0,323.5209045410156,0.4922,4437
2003-08-19,000009.SZ,12.557410800000001,12.98550435,12.557410800000001,12.757187789999998,3089219.0,330.92413330078125,0.4922,4438
2003-08-20,000009.SZ,12.757187789999998,12.78572736,12.50033166,12.61448994,1166250.0,327.2225036621094,0.4922,4439
2003-08-21,000009.SZ,12.61448994,12.87134607,12.61448994,12.78572736,1420344.0,331.6644592285156,0.4922,4440
2003-08-22,000009.SZ,12.899885639999995,13.09966263,12.78572736,12.92842521,3116849.0,335.3660583496094,0.4922,4441
2003-08-25,000009.SZ,12.92842521,13.01404392,12.67156908,12.81426693,1812526.0,363.9865417480469,0.4922,4444
2003-08-26,000009.SZ,12.81426693,12.92842521,12.643029509999998,12.8428065,970103.0,364.7972106933594,0.4922,4445
2003-08-27,000009.SZ,12.8428065,12.87134607,12.70010865,12.728648219999998,725100.0,361.5545654296875,0.4922,4446
2003-08-28,000009.SZ,12.728648219999998,13.18528134,12.728648219999998,12.899885639999995,3287483.9999999995,366.4185180664063,0.4922,4447
2003-08-29,000009.SZ,12.92842521,13.21382091,12.899885639999995,13.15674177,4097899.0,373.7144775390625,0.4922,4448
2003-09-01,000009.SZ,13.356518759999998,13.356518759999998,13.01404392,13.29943962,3381533.0,377.7677612304688,0.4922,4451
2003-09-02,000009.SZ,13.27090005,13.38505833,13.04258349,13.18528134,2944472.0,374.5251159667969,0.4922,4452
